triples,academic,oral,twitter,seen,academic_residual_info,oral_residual_info,twitter_residual_info
"['<subj>Germany<rel>located in or next to body of water<obj>Baltic_Sea', '<subj>Baltic_Sea<rel>basin country<obj>Germany', '<subj>Baltic_Sea<rel>basin country<obj>Russia', '<subj>Baltic_Sea<rel>basin country<obj>Finland']","The Baltic Sea is a sea in Northern Europe. It is an inland sea and is bounded by the Scandinavian Peninsula, the mainland of Europe, and the Danish islands. It is connected to the North Sea through the Skagerrak Strait. The Baltic Sea drains into the Kattegat Sea, which connects to the North Sea through the Øresund. The Kattegat is connected to the Skagerrak Strait, which",Germany is located in or next to body of water Baltic_Sea. Baltic_Sea is a basin country of Germany. Baltic_Sea is a basin country of Russia. Baltic_Sea is a basin country of Finland.,Germany is located in or next to body of water Baltic_Sea. Baltic_Sea is located in or next to body of water Baltic_Sea. Baltic_Sea is located in or next to body of water Baltic_Sea. Baltic_Sea is located in or next to body of water Baltic_Sea.,"{'Finland', 'Baltic Sea', 'located in or next to body of water', 'Germany', 'Russia', 'basin country'}",470.19250897590496,80.0,140.0
"['<subj>World_War_II<rel>instance of<obj>World_war', '<subj>World_War_II<rel>has cause<obj>Adolf_Hitler', '<subj>World_War_II<rel>has cause<obj>Causes_of_World_War_II', '<subj>World_War_II<rel>has cause<obj>Treaty_of_Versailles']","World War II, an instance of World war, has cause Adolf Hitler, has cause Causes of World War II, has cause Treaty of Versailles",World War II was an instance of World War. Adolf Hitler was the cause of World War II. There are many causes of World War II. Treaty of Versailles was the cause of World War II.,"World War II was a global conflict that lasted from 1939 to 1945. It involved most of the world's nations—including all of the great powers—eventually forming two opposing military alliances: the Allies and the Axis. It was the most widespread war in history, with more than 100 million military personnel mobilized. In a state of total war, the major participants placed their entire economic, industrial","{'World war', 'Treaty of Versailles', 'Causes of World War II', 'Adolf Hitler', 'instance of', 'World War II', 'has cause'}",0.0,24.24842729453314,502.64324214665464
"['<subj>Tours<rel>instance of<obj>Communes_of_France', '<subj>Tours<rel>shares border with<obj>La_Riche', '<subj>Tours<rel>shares border with<obj>Joué-lès-Tours', '<subj>Joué-lès-Tours<rel>twinned administrative body<obj>Santa_Maria_da_Feira']","Tours is a commune in the Indre-et-Loire department in central France. It is a subprefecture of the department. The commune shares borders with La Riche, Joué-lès-Tours, and Santa Maria da Feira.","Tours is a commune in the Indre-et-Loire department in central France. It is the prefecture (capital) of the department. The commune shares borders with La Riche, Joué-lès-Tours, and Santa Maria da Feira.",Tours is a commune in the Indre-et-Loire department in central France. It is a subprefecture of the department. The commune shares borders with La Riche and Joué-lès-Tours. Joué-lès-Tours is twinned with Santa Maria da Feira in Portugal.,"{'Communes of France', 'Tours', 'Joué-lès-Tours', 'La Riche', 'instance of', 'twinned administrative body', 'Santa Maria da Feira', 'shares border with'}",199.5721872556808,212.1973018765034,237.77421329642792
"['<subj>Groningen<rel>twinned administrative body<obj>Kaliningrad', '<subj>Kaliningrad<rel>contains administrative territorial entity<obj>Leningradsky_Administrative_District,_Kaliningrad']","Groningen is twinned with Kaliningrad, which contains the Leningradsky Administrative District, Kaliningrad.",Groningen is twinned with Kaliningrad. Kaliningrad is a city in Russia. Kaliningrad is a city in Russia. Kaliningrad is a city in Russia. Kaliningrad is a city in Russia. Kaliningrad is a city in Russia. Kaliningrad is a city in Russia. Kaliningrad is a city in Russia. Kaliningrad is a city in Russia. Kaliningrad is a city in Russia. Kaliningrad is a city in Russia,"Groningen is twinned with Kaliningrad, which contains Leningradsky_Administrative_District,_Kaliningrad.","{'contains administrative territorial entity', 'Kaliningrad', 'twinned administrative body', 'Leningradsky Administrative District, Kaliningrad', 'Groningen'}",36.27542411851084,269.7574585758705,72.18907077983775
"['<subj>Charles_Baudelaire<rel>influenced by<obj>Edgar_Allan_Poe', '<subj>Edgar_Allan_Poe<rel>place of birth<obj>Boston']","Charles Baudelaire was influenced by Edgar Allan Poe, who was born in Boston.",Charles Baudelaire was influenced by Edgar Allan Poe. Edgar Allan Poe was born in Boston.,"Charles Baudelaire was influenced by Edgar Allan Poe, who was born in Boston.","{'Charles Baudelaire', 'place of birth', 'Edgar Allan Poe', 'influenced by', 'Boston'}",12.989054063984934,12.989054063984934,12.989054063984934
"['<subj>Solar_System<rel>parent astronomical body<obj>Sagittarius_A*', '<subj>Sagittarius_A*<rel>discoverer or inventor<obj>Robert_Hanbury_Brown', '<subj>Robert_Hanbury_Brown<rel>occupation<obj>Physicist', '<subj>Physicist<rel>instance of<obj>Profession', '<subj>Physicist<rel>field of this occupation<obj>Physics']","Robert Hanbury Brown, a physicist, discovered or invented Sagittarius A*, which is a parent astronomical body of the Solar System.",Robert Hanbury Brown is a physicist who discovered Sagittarius A*.,Robert Hanbury Brown is a physicist who discovered Sagittarius A*. He is a physicist who discovered Sagittarius A*. He is a physicist who discovered Sagittarius A*. He is a physicist who discovered Sagittarius A*. He is a physicist who discovered Sagittarius A*. He is a physicist who discovered Sagittarius A*. He is a physicist who discovered Sagittarius,"{'Sagittarius A*', 'Robert Hanbury Brown', 'parent astronomical body', 'Solar System', 'occupation', 'Physics', 'discoverer or inventor', 'instance of', 'field of this occupation', 'Profession', 'Physicist'}",30.1942521543821,14.150208855799514,119.41548511227704
"['<subj>Fungus<rel>Code of nomenclature<obj>International_Code_of_Nomenclature_for_algae,_fungi,_and_plants', '<subj>Fungus<rel>taxon rank<obj>Kingdom_(biology)', '<subj>Fungus<rel>parent taxon<obj>Holomycota', '<subj>Holomycota<rel>instance of<obj>Clade', '<subj>Fungus<rel>instance of<obj>Taxon']","Fungus is a kingdom of organisms, which includes the taxon Fungus.","Fungus is a kingdom of eukaryotic organisms. It is a clade of ascomycetes, basidiomycetes, and zygomycetes, which are often called the fungi.",Fungus is a taxon in the Holomycota clade.,"{'Fungus', 'parent taxon', 'International Code of Nomenclature for algae, fungi, and plants', 'Clade', 'Kingdom (biology)', 'Holomycota', 'Taxon', 'instance of', 'taxon rank', 'Code of nomenclature'}",45.244128304930015,152.84783496431137,0.0
"['<subj>George_Washington<rel>father<obj>Augustine_Washington', '<subj>Augustine_Washington<rel>child<obj>Betty_Washington_Lewis']","George Washington, the first president of the United States, was born on 22 February 1732 in Westmoreland County, Virginia. He was the eldest son of Augustine Washington, a planter, and his second wife, Mary Ball Washington. George Washington had a younger brother, Augustine Washington, and a younger sister, Betty Washington. George Washington was educated at home by private tutors and attended school in Fredericksburg, Virginia. He was a member of the",George Washington had a father named Augustine Washington. Augustine Washington had a child named Betty Washington Lewis.,"George Washington, who was the father of Augustine Washington, was the father of Betty Washington Lewis.","{'George Washington', 'Betty Washington Lewis', 'Augustine Washington', 'child', 'father'}",473.6818131950725,26.90843008537923,0.0
"['<subj>Antarctica<rel>instance of<obj>Continent', '<subj>Antarctica<rel>instance of<obj>Region', '<subj>Antarctica<rel>located in time zone<obj>UTC+07:00', '<subj>Antarctica<rel>located in time zone<obj>UTC+03:00']","Antarctica is a continent located in the Southern Hemisphere, almost entirely south of the Antarctic Circle, and is surrounded by the Southern Ocean. At 14,200,000 km2 (5,500,000 sq mi), it is the fifth-largest continent in area after Asia, Africa, North America, and South America. For comparison, Antarctica is nearly twice the size of Australia. About 98%",Antarctica is a continent located in the southern hemisphere. It is the fifth largest continent in the world. Antarctica is located in the southern hemisphere. It is the fifth largest continent in the world. Antarctica is located in the southern hemisphere. It is the fifth largest continent in the world. Antarctica is located in the southern hemisphere. It is the fifth largest continent in the world. Antarctica is located in the southern hemis,Antarctica is a continent. It is located in the Southern Hemisphere. It is located in the Southern Hemisphere. It is located in the Southern Hemisphere. It is located in the Southern Hemisphere. It is located in the Southern Hemisphere. It is located in the Southern Hemisphere. It is located in the Southern Hemisphere. It is located in the Southern Hemisphere. It is located in the Southern Hemisphere. It is located,"{'Antarctica', 'Continent', 'UTC+03:00', 'UTC+07:00', 'instance of', 'located in time zone', 'Region'}",479.793060058246,385.6452182442595,420.6554050813236
"['<subj>Lille<rel>country<obj>France', '<subj>Lille<rel>located in the administrative territorial entity<obj>Arrondissement_of_Lille']",Lille is a commune in the Nord department in northern France.,Lille is a city in the northern part of France. It is the prefecture of the department of Nord.,Lille is a city in the northern part of France. It is the prefecture of the department of Nord and of the Lille Métropole.,"{'country', 'France', 'Arrondissement of Lille', 'Lille', 'located in the administrative territorial entity'}",64.83778215223816,76.53486856144187,102.14681919656589
"['<subj>George_W._Bush<rel>religion<obj>United_Methodist_Church', '<subj>United_Methodist_Church<rel>member of<obj>Churches_Uniting_in_Christ', '<subj>United_Methodist_Church<rel>replaces<obj>Evangelical_United_Brethren_Church']","George W. Bush, born on 6 July 1946, is a United Methodist Church member. He is a member of Churches Uniting in Christ. He replaced the Evangelical United Brethren Church.",George W. Bush is a member of the United Methodist Church. The United Methodist Church replaced the Evangelical United Brethren Church.,"George W. Bush is a member of United Methodist Church, which replaced Evangelical United Brethren Church.","{'member of', 'George W. Bush', 'religion', 'Churches Uniting in Christ', 'United Methodist Church', 'replaces', 'Evangelical United Brethren Church'}",80.75636618062501,14.781821449819493,14.781821449819493
"['<subj>The_Intouchables<rel>production company<obj>Gaumont_Film_Company', '<subj>Gaumont_Film_Company<rel>country<obj>France', '<subj>France<rel>emergency phone number<obj>112_(emergency_telephone_number)', '<subj>112_(emergency_telephone_number)<rel>country<obj>Andorra', '<subj>Gaumont_Film_Company<rel>instance of<obj>Organization', '<subj>Gaumont_Film_Company<rel>headquarters location<obj>Neuilly-sur-Seine', '<subj>Gaumont_Film_Company<rel>headquarters location<obj>Paris', '<subj>Gaumont_Film_Company<rel>founded by<obj>Léon_Gaumont', '<subj>Gaumont_Film_Company<rel>industry<obj>Film_industry']",The_Intouchables is a 2011 French comedy-drama film directed by Olivier Nakache and Éric Toledano and written by François-Olivier Rousseau. It stars François Cluzet and Omar Sy. The film was produced by Gaumont Film Company. The film was released on 21 December 2011 in France. The film was released on 21 December 2011 in France. The film,The Intouchables is a French film. It was produced by Gaumont Film Company. Gaumont Film Company is a French company. France has an emergency phone number 112 (emergency telephone number). Andorra is a country. Gaumont Film Company is an organization. Gaumont Film Company is headquartered in Neuilly-sur-Seine. Gaumont Film Company is headquartered in Paris. Gaumont Film Company,"The_Intouchables is a 2011 French comedy-drama film directed by Olivier Nakache and Éric Toledano and written by François-Olivier Rousseau. It stars François Cluzet and Omar Sy. The film was produced by Gaumont Film Company, a French film production company. Gaumont Film Company was founded in 1895 by Léon Gaumont. The company's headquarters are located in Neuilly","{'country', 'headquarters location', 'industry', 'Gaumont Film Company', 'France', 'Léon Gaumont', '112 (emergency telephone number)', 'emergency phone number', 'Organization', 'Neuilly-sur-Seine', 'Film industry', 'instance of', 'founded by', 'Paris', 'The Intouchables', 'Andorra', 'production company'}",526.7642516969123,100.69401836941636,513.7576731191238
"['<subj>Malta<rel>named after<obj>Honey', '<subj>Malta<rel>instance of<obj>Sovereign_state']",Malta is a sovereign state.,Malta is a sovereign state. It is named after Honey.,Malta is a sovereign_state named after Honey.,"{'Malta', 'named after', 'instance of', 'Sovereign state', 'Honey'}",0.0,0.0,20.0
"['<subj>Penis<rel>has part<obj>Foreskin', '<subj>Foreskin<rel>part of<obj>Penis', '<subj>Foreskin<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary']",Penis has part Foreskin. Foreskin is a part of Penis. Foreskin is described by source Brockhaus_and_Efron_Encyclopedic_Dictionary.,The foreskin is a part of the penis. It is described by the Brockhaus and Efron Encyclopedic Dictionary.,Penis has part Foreskin. Foreskin is a part of Penis. Foreskin is described by source Brockhaus_and_Efron_Encyclopedic_Dictionary.,"{'has part', 'Penis', 'Foreskin', 'described by source', 'Brockhaus and Efron Encyclopedic Dictionary', 'part of'}",20.0,13.287712379549449,20.0
"['<subj>Pioneer_plaque<rel>instance of<obj>Data_storage', '<subj>Data_storage<rel>subclass of<obj>Media_(communication)', '<subj>Media_(communication)<rel>has part<obj>Matter', '<subj>Media_(communication)<rel>used by<obj>Mass_media', '<subj>Matter<rel>has quality<obj>State_of_matter', '<subj>Matter<rel>has quality<obj>Temperature', '<subj>Matter<rel>part of<obj>Observable_universe']",The Pioneer plaque is an instance of Data storage. Data storage is a subclass of Media (communication). Media (communication) has part Matter. Media (communication) is used by Mass media. Matter has quality State of matter. Matter has quality Temperature. Matter is part of Observable universe.,The Pioneer plaque is a data storage. It is a media (communication). It is a part of matter. It is used by mass media. It has a state of matter. It has a temperature. It is a part of the observable universe.,The Pioneer plaque is an instance of Data storage. It is a subclass of Media (communication). It has part Matter. It is used by Mass media. It has quality State of matter. It has quality Temperature. It is part of Observable universe.,"{'has part', 'State of matter', 'Media (communication)', 'Pioneer plaque', 'Mass media', 'used by', 'instance of', 'has quality', 'subclass of', 'Temperature', 'Data storage', 'Observable universe', 'Matter', 'part of'}",0.0,0.0,0.0
"['<subj>Champs-Élysées<rel>located in the administrative territorial entity<obj>Paris', '<subj>Champs-Élysées<rel>instance of<obj>Tourist_attraction']",Champs-Élysées is a Tourist_attraction located in the administrative territorial entity Paris.,Champs-Élysées is located in the administrative territorial entity Paris. Champs-Élysées is an instance of Tourist_attraction.,Champs-Élysées is located in the administrative territorial entity Paris.Champs-Élysées is an instance of Tourist_attraction.,"{'Champs-Élysées', 'Tourist attraction', 'instance of', 'Paris', 'located in the administrative territorial entity'}",20.0,20.0,20.0
"['<subj>Wikidata<rel>operator<obj>Wikimedia_Foundation', '<subj>Wikimedia_Foundation<rel>country<obj>United_States', '<subj>United_States<rel>participant in<obj>Atomic_bombings_of_Hiroshima_and_Nagasaki']","Wikimedia Foundation, a United States-based non-profit organization, was involved in the atomic bombings of Hiroshima and Nagasaki.",Wikimedia Foundation is a United States based non-profit organization that operates several online media projects.,Wikimedia Foundation is a United States-based non-profit organization that operates a multilingual online wiki website. Wikimedia Foundation is a United States-based non-profit organization that operates a multilingual online wiki website. Wikimedia Foundation is a United States-based non-profit organization that operates a multilingual online wiki website.,"{'country', 'Wikimedia Foundation', 'operator', 'United States', 'Wikidata', 'participant in', 'Atomic bombings of Hiroshima and Nagasaki'}",64.70813228492514,106.79178755937858,393.9465614454806
"['<subj>Douglas_Adams<rel>instance of<obj>Human', '<subj>Douglas_Adams<rel>occupation<obj>Playwright']","Douglas Adams, an English playwright, is an instance of Human.",Douglas Adams is a famous playwright. He is an instance of Human.,Douglas Adams is an instance of Human. He is an occupation of Playwright.,"{'Douglas Adams', 'Playwright', 'occupation', 'Human', 'instance of'}",12.655444164049937,13.818868436574812,0.0
"['<subj>Prose<rel>described by source<obj>Granat_Encyclopedic_Dictionary', '<subj>Granat_Encyclopedic_Dictionary<rel>instance of<obj>Encyclopedic_dictionary']",Granat Encyclopedic Dictionary is a Russian encyclopedia.,Granat_Encyclopedic_Dictionary is an encyclopedic dictionary. It is described by source Granat_Encyclopedic_Dictionary.,Granat_Encyclopedic_Dictionary is an instance of Encyclopedic dictionary.,"{'Prose', 'Granat Encyclopedic Dictionary', 'described by source', 'instance of', 'Encyclopedic dictionary'}",31.46388057964436,40.0,20.0
"['<subj>Portugal<rel>continent<obj>Europe', '<subj>Europe<rel>history of topic<obj>History_of_Europe', '<subj>Europe<rel>located in time zone<obj>Kaliningrad_Time', '<subj>Europe<rel>has part<obj>Eastern_Europe', '<subj>Eastern_Europe<rel>has part<obj>Poland']",Portugal is a country located in Europe. Europe is a continent located in the Northern Hemisphere. History of Europe is the history of the European continent. Europe is located in the Eastern Hemisphere. Europe is located in the Eastern Hemisphere. Europe is located in the Eastern Hemisphere. Europe is located in the Eastern Hemisphere. Europe is located in the Eastern Hemisphere. Europe is located in the Eastern Hemisphere. Europe is located in the Eastern Hemisphere,Portugal is a country in Europe. Europe is a continent in the world. History of Europe is the history of Europe. Europe is located in the time zone of Kaliningrad. Europe has part of Eastern Europe.,Portugal is a country in Europe. Europe is a continent in the world. History of Europe is a topic in history. Europe is located in the time zone of Kaliningrad Time. Europe has part of Eastern Europe.,"{'Kaliningrad Time', 'has part', 'Portugal', 'continent', 'History of Europe', 'Eastern Europe', 'Poland', 'located in time zone', 'Europe', 'history of topic'}",400.48951443555484,80.95881846159341,85.9750678132385
"['<subj>Jack_Bauer<rel>educated at<obj>University_of_California,_Berkeley', '<subj>Jack_Bauer<rel>educated at<obj>Officer_Candidate_School_(United_States_Army)', '<subj>Jack_Bauer<rel>educated at<obj>University_of_California,_Los_Angeles', '<subj>University_of_California,_Los_Angeles<rel>instance of<obj>Campus']","Jack Bauer, born at 1966, is an American actor. He was educated at University of California, Berkeley, Officer Candidate School (United States Army) and University of California, Los Angeles. University of California, Los Angeles is an instance of Campus.",Jack Bauer is a fictional character and the protagonist of the Fox television series 24. He is portrayed by Kiefer Sutherland. Bauer is a counter-terrorist agent working for the United States government.,"Jack Bauer was educated at University of California, Berkeley, Officer Candidate School (United States Army) and University of California, Los Angeles.","{'Jack Bauer', 'University of California, Berkeley', 'Campus', 'educated at', 'instance of', 'University of California, Los Angeles', 'Officer Candidate School (United States Army)'}",54.79743306096685,266.43472545804366,0.0
['<subj>Hydraulic_ram<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary'],Hydraulic ram is described by source Brockhaus and Efron Encyclopedic Dictionary.,Hydraulic ram is described by source Brockhaus and Efron Encyclopedic Dictionary.,Hydraulic ram is described by source Brockhaus and Efron Encyclopedic Dictionary.,"{'Hydraulic ram', 'described by source', 'Brockhaus and Efron Encyclopedic Dictionary'}",0.0,0.0,0.0
"['<subj>Oslo<rel>country<obj>Norway', '<subj>Norway<rel>emergency phone number<obj>112_(emergency_telephone_number)', '<subj>Norway<rel>office held by head of government<obj>Prime_Minister_of_Norway']","Oslo, Norway, is a country. Norway has a country code of +47. The emergency phone number in Norway is 112. The Prime Minister of Norway is Erna Solberg.",Do you know Oslo? It is a city in Norway. The country code of Norway is +47. The emergency phone number in Norway is 112. The office held by the head of government in Norway is Prime Minister of Norway.,Norway is a country in Northern Europe. The capital is Oslo. Norway has a population of 5.3 million people. The official language is Norwegian. The currency is the Norwegian krone. The country code is +47. The country is a member of the European Union. The country is a member of the United Nations. The country is a member of the NATO. The country is a member of the Council of Europe. The country is a member of the World Trade,"{'country', 'office held by head of government', '112 (emergency telephone number)', 'Prime Minister of Norway', 'Oslo', 'Norway', 'emergency phone number'}",88.80234917294973,112.71362537425868,400.45073232413023
