triples,academic,oral,twitter,seen,academic_coverage,oral_coverage,twitter_coverage
"['<subj>Paul_Otlet<rel>occupation<obj>Lawyer', '<subj>Paul_Otlet<rel>occupation<obj>Writer', '<subj>Paul_Otlet<rel>occupation<obj>Librarian']","Paul Otlet has held various occupations, including Lawyer, Writer, and Librarian.","Speaker A: Hey, have you heard of Paul Otlet?
Speaker B: Yeah, I think so. He is a... a lawyer, right?
Speaker A: No, actually, he is a writer and a librarian.
Speaker B: Oh, I see. So, he is not just a lawyer.
Speaker A: Exactly. He has multiple occupations.","Paul Otlet was a multi-talented individual who excelled in various fields. He was a lawyer, writer, and librarian. #PaulOtlet #Lawyer #Writer #Librarian","{'Librarian', 'occupation', 'Writer', 'Lawyer', 'Paul Otlet'}",1.0,1.0,0.8
"['<subj>Germany<rel>located in or next to body of water<obj>Baltic_Sea', '<subj>Baltic_Sea<rel>basin country<obj>Germany', '<subj>Baltic_Sea<rel>basin country<obj>Russia', '<subj>Baltic_Sea<rel>basin country<obj>Finland']","Germany is located in or next to the body of water known as the Baltic Sea. The Baltic Sea's basin countries include Germany, Russia, and Finland.","Oh, you know what? Germany is located in or next to the Baltic Sea! And the Baltic Sea is basin country of Germany, Russia, and Finland.","Germany is located in or next to body of water - Baltic Sea! 🌊 The Baltic Sea basin countries are Germany, Russia, and Finland. 🇩🇪🇷🇺🇫🇮 #BalticSea #Germany #Russia #Finland","{'Finland', 'Baltic Sea', 'located in or next to body of water', 'Germany', 'Russia', 'basin country'}",0.6666666666666666,0.8333333333333334,0.8333333333333334
"['<subj>World_War_II<rel>instance of<obj>World_war', '<subj>World_War_II<rel>has cause<obj>Adolf_Hitler', '<subj>World_War_II<rel>has cause<obj>Causes_of_World_War_II', '<subj>World_War_II<rel>has cause<obj>Treaty_of_Versailles']","World War II is an instance of World war. It has causes such as Adolf Hitler and Causes of World War II. Additionally, the Treaty of Versailles also played a role in the outbreak of World War II.","Speaker A: Hey, have you heard about World War II?
Speaker B: Yeah, I have! It was a really big war, right?
Speaker A: Yeah, it was. So, what do you know about it?
Speaker B: Well, I know that Adolf Hitler was one of the causes of the war.
Speaker A: Yeah, that's right! And the Treaty of Versailles too.
Speaker B",World War II was an instance of world war caused by Adolf Hitler and the Treaty of Versailles. #WorldWarII #CausesOfWar #History,"{'World war', 'Treaty of Versailles', 'Causes of World War II', 'Adolf Hitler', 'instance of', 'World War II', 'has cause'}",1.0,0.5714285714285714,0.7142857142857143
"['<subj>Tours<rel>instance of<obj>Communes_of_France', '<subj>Tours<rel>shares border with<obj>La_Riche', '<subj>Tours<rel>shares border with<obj>Joué-lès-Tours', '<subj>Joué-lès-Tours<rel>twinned administrative body<obj>Santa_Maria_da_Feira']","Tours, an instance of Communes of France, shares borders with La Riche and Joué-lès-Tours. Joué-lès-Tours is twinned with Santa Maria da Feira.","Hey, have you ever been to Tours? It's a commune in France. Oh, you know what? It shares border with La Riche and Joué-lès-Tours. And, um, it's twinned with Santa Maria da Feira.","Visit Tours, France! 🇫🇷 Located in the Communes of France, Tours shares borders with La Riche and Joué-lès-Tours. 🌳 #Tours #France #Communes #LaRiche #JoueLesTours #SantaMariaDaFeira","{'Communes of France', 'Tours', 'Joué-lès-Tours', 'La Riche', 'instance of', 'twinned administrative body', 'Santa Maria da Feira', 'shares border with'}",0.75,0.625,0.5
"['<subj>Groningen<rel>twinned administrative body<obj>Kaliningrad', '<subj>Kaliningrad<rel>contains administrative territorial entity<obj>Leningradsky_Administrative_District,_Kaliningrad']","Groningen is twinned with Kaliningrad, which contains the administrative territorial entity of Leningradsky Administrative District, Kaliningrad.","Speaker A: Hey, did you know that Groningen is twinned with Kaliningrad?
Speaker B: Oh, yeah? What's the twinning about?
Speaker A: Well, Kaliningrad contains an administrative territorial entity called Leningradsky Administrative District, Kaliningrad.
Speaker B: Hmm, that's interesting. So, what's the relationship between Groningen and Leningradsky Administrative District?",Note: The output text should be in English and should include all the information provided in the input triple.,"{'contains administrative territorial entity', 'Kaliningrad', 'twinned administrative body', 'Leningradsky Administrative District, Kaliningrad', 'Groningen'}",0.6,0.6,0.0
"['<subj>Charles_Baudelaire<rel>influenced by<obj>Edgar_Allan_Poe', '<subj>Edgar_Allan_Poe<rel>place of birth<obj>Boston']","Charles Baudelaire was influenced by Edgar Allan Poe, who was born in Boston.","Speaker A: Hey, have you heard of Charles Baudelaire?
Speaker B: Yeah, he's a famous French poet, right?
Speaker A: Exactly! And you know what's interesting? He was influenced by Edgar Allan Poe.
Speaker B: Oh, wow! I didn't know that.
Speaker A: Yeah, Poe had a big impact on Baudelaire's work.
Spe","Meet Charles Baudelaire, a French poet influenced by Edgar Allan Poe! Poe was born in Boston 🏛️ #CharlesBaudelaire #EdgarAllanPoe #Boston","{'Charles Baudelaire', 'place of birth', 'Edgar Allan Poe', 'influenced by', 'Boston'}",0.8,0.6,0.8
"['<subj>Solar_System<rel>parent astronomical body<obj>Sagittarius_A*', '<subj>Sagittarius_A*<rel>discoverer or inventor<obj>Robert_Hanbury_Brown', '<subj>Robert_Hanbury_Brown<rel>occupation<obj>Physicist', '<subj>Physicist<rel>instance of<obj>Profession', '<subj>Physicist<rel>field of this occupation<obj>Physics']","Robert Hanbury Brown, the discoverer of Sagittarius A, is a physicist who specializes in the field of physics.","So, did you know that Sagittarius A* is the parent astronomical body of our solar system? It was discovered by Robert Hanbury Brown, a physicist. He is an instance of a profession, and his field of occupation is physics.","Meet Robert Hanbury Brown, a renowned Physicist who discovered Sagittarius A*! 🔭 He's an instance of Profession and his field of occupation is Physics. #SagittariusA #Physics #Profession","{'Sagittarius A*', 'Robert Hanbury Brown', 'parent astronomical body', 'Solar System', 'occupation', 'Physics', 'discoverer or inventor', 'instance of', 'field of this occupation', 'Profession', 'Physicist'}",0.2727272727272727,0.8181818181818182,0.6363636363636364
"['<subj>Fungus<rel>Code of nomenclature<obj>International_Code_of_Nomenclature_for_algae,_fungi,_and_plants', '<subj>Fungus<rel>taxon rank<obj>Kingdom_(biology)', '<subj>Fungus<rel>parent taxon<obj>Holomycota', '<subj>Holomycota<rel>instance of<obj>Clade', '<subj>Fungus<rel>instance of<obj>Taxon']","Fungi are classified under the International Code of Nomenclature for Algae, Fungi, and Plants. They belong to the taxon rank of Kingdom (biology) and are a parent taxon to Holomycota. Holomycota is an instance of Clade, and Fungi is an instance of Taxon.","Speaker A: Hey, have you heard of the International Code of Nomenclature for algae, fungi, and plants?
Speaker B: Yeah, I think so. It's like a set of rules for naming plants and fungi, right?
Speaker A: Exactly! And, um, the taxon rank of fungi is... let me see... it's Kingdom.
Speaker B: Okay, got it. And what about","Meet the fascinating world of Fungi! 🍄🐵 Did you know that the International Code of Nomenclature for algae, fungi, and plants regulates their naming? 📚 Fungi belong to the Kingdom (biology) and are part of the Clade Holomycota. #Fungi #Taxonomy #Nomenclature","{'Fungus', 'parent taxon', 'International Code of Nomenclature for algae, fungi, and plants', 'Clade', 'Kingdom (biology)', 'Holomycota', 'Taxon', 'instance of', 'taxon rank', 'Code of nomenclature'}",0.9,0.4,0.6
"['<subj>George_Washington<rel>father<obj>Augustine_Washington', '<subj>Augustine_Washington<rel>child<obj>Betty_Washington_Lewis']","George Washington, father of Augustine Washington, had a child named Betty Washington Lewis.","Speaker A: Hey, did you know that George Washington's father was Augustine Washington?
Speaker B: Yeah, I think I did hear that. But what about his mother?
Speaker A: His mother was Betty Washington Lewis. She was one of Augustine's children.","Meet George Washington! His father, Augustine Washington, had a child named Betty Washington Lewis. #GeorgeWashington #Family #History","{'George Washington', 'Betty Washington Lewis', 'Augustine Washington', 'child', 'father'}",1.0,1.0,1.0
"['<subj>Antarctica<rel>instance of<obj>Continent', '<subj>Antarctica<rel>instance of<obj>Region', '<subj>Antarctica<rel>located in time zone<obj>UTC+07:00', '<subj>Antarctica<rel>located in time zone<obj>UTC+03:00']","Antarctica is an instance of a continent. It is located in the UTC+07:00 time zone.
Note: The input triple with the time zone information is not included in the output text as it is not relevant to the other two input triples.","Speaker A: Hey, have you ever heard of Antarctica?
Speaker B: Yeah, I have! It's a continent, right?
Speaker A: Exactly! And it's also a region, you know.
Speaker B: Yeah, I think so. And... uh... what time zone is it in?
Speaker A: Well, it's in UTC+07:00 and UTC+03:","Antarctica is a continent 🌎 and a region 🏔️, located in UTC+07:00 and UTC+03:00 time zones. #Antarctica #Continent #Region #TimeZones","{'Antarctica', 'Continent', 'UTC+03:00', 'UTC+07:00', 'instance of', 'located in time zone', 'Region'}",0.5714285714285714,0.5714285714285714,0.7142857142857143
"['<subj>Lille<rel>country<obj>France', '<subj>Lille<rel>located in the administrative territorial entity<obj>Arrondissement_of_Lille']","Lille, located in the administrative territorial entity of Arrondissement_of_Lille, is situated in France.","Oh, Lille! It's a city in France, right? And it's located in the administrative territorial entity of Arrondissement_of_Lille.",Hint: You can use emojis and hashtags to make the output more engaging.,"{'country', 'France', 'Arrondissement of Lille', 'Lille', 'located in the administrative territorial entity'}",0.8,0.8,0.0
"['<subj>George_W._Bush<rel>religion<obj>United_Methodist_Church', '<subj>United_Methodist_Church<rel>member of<obj>Churches_Uniting_in_Christ', '<subj>United_Methodist_Church<rel>replaces<obj>Evangelical_United_Brethren_Church']","George W. Bush is a member of the United Methodist Church, which is also a member of Churches Uniting in Christ. The United Methodist Church replaced the Evangelical United Brethren Church.","Speaker A: Hey, did you know that George W. Bush is a member of the United Methodist Church?
Speaker B: Yeah, I did! And you know what's interesting? The United Methodist Church actually replaces the Evangelical United Brethren Church.
Speaker A: Wow, I didn't know that! So, what's the difference between the two churches?
Speaker B: Well, the United Methodist Church is","Meet George W. Bush, a member of the United Methodist Church! 🏰 This church, which replaces the Evangelical United Brethren Church, has over 12 million members worldwide. #GeorgeWBush #UnitedMethodistChurch #ChurchesUnitingInChrist","{'member of', 'George W. Bush', 'religion', 'Churches Uniting in Christ', 'United Methodist Church', 'replaces', 'Evangelical United Brethren Church'}",0.7142857142857143,0.7142857142857143,0.7142857142857143
"['<subj>The_Intouchables<rel>production company<obj>Gaumont_Film_Company', '<subj>Gaumont_Film_Company<rel>country<obj>France', '<subj>France<rel>emergency phone number<obj>112_(emergency_telephone_number)', '<subj>112_(emergency_telephone_number)<rel>country<obj>Andorra', '<subj>Gaumont_Film_Company<rel>instance of<obj>Organization', '<subj>Gaumont_Film_Company<rel>headquarters location<obj>Neuilly-sur-Seine', '<subj>Gaumont_Film_Company<rel>headquarters location<obj>Paris', '<subj>Gaumont_Film_Company<rel>founded by<obj>Léon_Gaumont', '<subj>Gaumont_Film_Company<rel>industry<obj>Film_industry']","The Intouchables, a film production company, is based in France and has its headquarters located in Neuilly-sur-Seine, Paris. The company was founded by Léon Gaumont and is an instance of the Organization. The country's emergency phone number is 112.","Speaker A: Hey, have you heard of The Intouchables? It's a really great film!
Speaker B: Yeah, I have! It's produced by Gaumont Film Company, right?
Speaker A: Exactly! And it's based in France.
Speaker B: Oh, cool! I didn't know that. So, what's the country's emergency phone number?
Speaker A: Hmm...","Meet Gaumont Film Company! 🎬 Based in France, this organization was founded by Léon Gaumont and is known for producing The Intouchables. 🇫🇷 Did you know that the emergency phone number in Andorra is 112? 📞 #GaumontFilmCompany #TheIntouchables #France #Andorra #EmergencyPhoneNumber #FilmIndust","{'country', 'headquarters location', 'industry', 'Gaumont Film Company', 'France', 'Léon Gaumont', '112 (emergency telephone number)', 'emergency phone number', 'Organization', 'Neuilly-sur-Seine', 'Film industry', 'instance of', 'founded by', 'Paris', 'The Intouchables', 'Andorra', 'production company'}",0.6470588235294118,0.29411764705882354,0.47058823529411764
"['<subj>Malta<rel>named after<obj>Honey', '<subj>Malta<rel>instance of<obj>Sovereign_state']","Malta, named after Honey, is an instance of Sovereign state.","Speaker A: Hey, did you know that Malta is named after honey?
Speaker B: What? No way! Why is that?
Speaker A: Well, it's because the island looked like honey to the first settlers.
Speaker B: That's so cool! And, um, is Malta an instance of a sovereign state?
Speaker A: Yeah, it is! Malta is a sovereign","Hint: Use the given triples to generate a tweet about Malta. You can use emojis and hashtags to make it more engaging.

Hint 2: Think about the relationship between the subject and the object in each triple and how you can use that information to create a cohesive and interesting tweet.","{'Malta', 'named after', 'instance of', 'Sovereign state', 'Honey'}",1.0,1.0,0.2
"['<subj>Penis<rel>has part<obj>Foreskin', '<subj>Foreskin<rel>part of<obj>Penis', '<subj>Foreskin<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary']","The foreskin is a part of the penis, as described by the Brockhaus and Efron Encyclopedic Dictionary.","Speaker A: Hey, did you know that the foreskin is a part of the penis?
Speaker B: Yeah, I did! It's described by the Brockhaus and Efron Encyclopedic Dictionary as a part of the penis.
Speaker A: Oh, cool! I didn't know that! So, the foreskin is like a skin flap that covers the head of the penis, right?
Speaker B","Note: The input triple is a bit sensitive, so please be mindful of the content.

The foreskin is a part of the penis, as described by the Brockhaus and Efron Encyclopedic Dictionary. 🤷‍♂️ #Foreskin #Penis #Anatomy","{'has part', 'Penis', 'Foreskin', 'described by source', 'Brockhaus and Efron Encyclopedic Dictionary', 'part of'}",0.6666666666666666,0.6666666666666666,0.6666666666666666
"['<subj>Pioneer_plaque<rel>instance of<obj>Data_storage', '<subj>Data_storage<rel>subclass of<obj>Media_(communication)', '<subj>Media_(communication)<rel>has part<obj>Matter', '<subj>Media_(communication)<rel>used by<obj>Mass_media', '<subj>Matter<rel>has quality<obj>State_of_matter', '<subj>Matter<rel>has quality<obj>Temperature', '<subj>Matter<rel>part of<obj>Observable_universe']",Pioneer plaques are instances of data storage. Data storage is a subclass of media communication. Media communication has parts such as matter. Media communication is used by mass media. Matter has qualities such as state of matter and temperature. Matter is part of the observable universe.,"Speaker A: Hey, have you heard of Pioneer plaque?
Speaker B: Yeah, I think so. It's like... a data storage device, right?
Speaker A: Exactly! It's an instance of data storage. And it's a subclass of media communication.
Speaker B: Oh, I see. So, what's the matter with it?
Speaker A: Well, it has certain qualities,","Discover the fascinating world of data storage! 💻 Pioneer plaques are instances of data storage, which are subclass of media communication. Media communication has parts like matter, which can have qualities like state of matter and temperature. Matter is part of the observable universe. #DataStorage #MediaCommunication #Matter #ObservationalUniverse","{'has part', 'State of matter', 'Media (communication)', 'Pioneer plaque', 'Mass media', 'used by', 'instance of', 'has quality', 'subclass of', 'Temperature', 'Data storage', 'Observable universe', 'Matter', 'part of'}",0.7857142857142857,0.35714285714285715,0.6428571428571429
"['<subj>Champs-Élysées<rel>located in the administrative territorial entity<obj>Paris', '<subj>Champs-Élysées<rel>instance of<obj>Tourist_attraction']","Champs-Élysées, located in Paris, is an instance of Tourist attraction.

Please note that the input triple 1 is in the format of subject-verb-object, and the other input triples are in the format of subject-predicate-object.
Please generate the output text based on the input triples, and ensure that the output text is in formal language derived from Latinate, rather than Anglo-Saxon roots, and avoid","Oh, you know what? I was just thinking about the Champs-Élysées. It's located in Paris, right? And it's like... a tourist attraction, I guess. Yeah, it's definitely a popular place to visit.",Explore the famous Champs-Élysées in Paris! 🇫🇷 This iconic avenue is a must-visit tourist attraction. #ChampsElysees #Paris #TouristAttraction,"{'Champs-Élysées', 'Tourist attraction', 'instance of', 'Paris', 'located in the administrative territorial entity'}",0.8,0.6,0.6
"['<subj>Wikidata<rel>operator<obj>Wikimedia_Foundation', '<subj>Wikimedia_Foundation<rel>country<obj>United_States', '<subj>United_States<rel>participant in<obj>Atomic_bombings_of_Hiroshima_and_Nagasaki']","The Wikimedia Foundation, a participant in the United States, is the operator of Wikidata. The United States is also known for its participation in the Atomic bombings of Hiroshima and Nagasaki.","Speaker A: Hey, have you heard about Wikidata? It's like a... a database of knowledge.
Speaker B: Yeah, I've heard of it. It's operated by the Wikimedia Foundation, right?
Speaker A: Exactly! And the Wikimedia Foundation is based in the United States.
Speaker B: Oh, I see. And... uh... the United States was a participant in the Atomic bombings of H","Did you know that the Wikimedia Foundation, based in the United States, participated in the Atomic bombings of Hiroshima and Nagasaki? 💣 #Wikidata #WikimediaFoundation #AtomicBombings","{'country', 'Wikimedia Foundation', 'operator', 'United States', 'Wikidata', 'participant in', 'Atomic bombings of Hiroshima and Nagasaki'}",0.8571428571428571,0.5714285714285714,0.5714285714285714
"['<subj>Douglas_Adams<rel>instance of<obj>Human', '<subj>Douglas_Adams<rel>occupation<obj>Playwright']","Douglas Adams, an instance of Human, was a playwright.","Speaker A: Hey, have you heard of Douglas Adams?
Speaker B: Oh, yeah! He's a human, right?
Speaker A: Yeah, exactly! And... uh... what was his occupation?
Speaker B: Let me think... Oh, I know! He was a playwright!",Douglas Adams was a human playwright. #DouglasAdams #Playwright #Human,"{'Douglas Adams', 'Playwright', 'occupation', 'Human', 'instance of'}",0.8,0.8,0.6
"['<subj>Prose<rel>described by source<obj>Granat_Encyclopedic_Dictionary', '<subj>Granat_Encyclopedic_Dictionary<rel>instance of<obj>Encyclopedic_dictionary']",Granat Encyclopedic Dictionary is described by source as an instance of Encyclopedic dictionary.,"Oh, you know, Prose is described by the Granat Encyclopedic Dictionary as an instance of an encyclopedic dictionary.",Granat Encyclopedic Dictionary is described by source as Prose. #GranatEncyclopedicDictionary #Prose #Encyclopedia,"{'Prose', 'Granat Encyclopedic Dictionary', 'described by source', 'instance of', 'Encyclopedic dictionary'}",0.8,0.8,0.8
