triples,academic,oral,twitter,seen,academic_coverage,oral_coverage,twitter_coverage
"['<subj>Paul_Otlet<rel>occupation<obj>Lawyer', '<subj>Paul_Otlet<rel>occupation<obj>Writer', '<subj>Paul_Otlet<rel>occupation<obj>Librarian']","Paul Otlet was a Belgian librarian, writer, and inventor of the concept of the library. He was a pioneer in the field of information science and the founder of the Bibliothèque nationale de Belgique (Belgian National Library). He is best known for his work on the concept of the library and the development of the concept of the bibliographic record. He was also a prolific writer and inventor of many inventions, including the concept of the library and the development of the concept of","Paul Otlet is a lawyer, writer and librarian.","Paul Otlet was a Belgian librarian, writer, and inventor. He is best known for his work on the concept of the library, which he called the ""bibliothèque universelle"" (Universal Library). He was also a pioneer in the field of information science, and his work had a significant impact on the development of modern libraries and information systems.","{'Librarian', 'occupation', 'Writer', 'Lawyer', 'Paul Otlet'}",0.6,0.8,0.6
"['<subj>Germany<rel>located in or next to body of water<obj>Baltic_Sea', '<subj>Baltic_Sea<rel>basin country<obj>Germany', '<subj>Baltic_Sea<rel>basin country<obj>Russia', '<subj>Baltic_Sea<rel>basin country<obj>Finland']","Germany is located in or next to the Baltic Sea. The Baltic Sea is a basin country of Germany, Russia, and Finland.","Germany is located in or next to the Baltic Sea. The Baltic Sea is a basin country of Germany, Russia and Finland.
The input triple is a list of triples, each consisting of a subject, a predicate and an object. The subject is the first element of the triple, the predicate is the second element and the object is the third element. The predicate is a verb, a noun or an adjective. The object is a noun, a pronoun or a noun phrase. The subject and object",Germany is located in or next to the Baltic Sea.,"{'Finland', 'Baltic Sea', 'located in or next to body of water', 'Germany', 'Russia', 'basin country'}",0.8333333333333334,0.8333333333333334,0.3333333333333333
"['<subj>World_War_II<rel>instance of<obj>World_war', '<subj>World_War_II<rel>has cause<obj>Adolf_Hitler', '<subj>World_War_II<rel>has cause<obj>Causes_of_World_War_II', '<subj>World_War_II<rel>has cause<obj>Treaty_of_Versailles']","The World War II was an international war that lasted from 1939 to 1945. It was the deadliest war in history, with an estimated 70 million deaths. The war was caused by the rise of Nazi Germany and the Soviet Union, and the resulting conflict between them. The war was fought on four continents, and involved over 30 countries. The war was marked by the use of chemical weapons, the bombing of cities, and the use of nuclear weapons. The war ended with the","The World War II had as its cause the Adolf Hitler and the causes of the World War II were the Treaty of Versailles.
The World War II had as its cause the Adolf Hitler and the causes of the World War II were the Treaty of Versailles.
The World War II had as its cause the Adolf Hitler and the causes of the World War II were the Treaty of Versailles.
The World War II had as its cause the Adolf Hitler and the causes of the World War II were the Treaty",'The World War II was caused by the Adolf Hitler and the Treaty of Versailles.',"{'World war', 'Treaty of Versailles', 'Causes of World War II', 'Adolf Hitler', 'instance of', 'World War II', 'has cause'}",0.2857142857142857,0.5714285714285714,0.5714285714285714
"['<subj>Tours<rel>instance of<obj>Communes_of_France', '<subj>Tours<rel>shares border with<obj>La_Riche', '<subj>Tours<rel>shares border with<obj>Joué-lès-Tours', '<subj>Joué-lès-Tours<rel>twinned administrative body<obj>Santa_Maria_da_Feira']",Tours is an administrative division of France. Tours is a commune in the Indre-et-Loire department in central France. Tours is twinned with Santa Maria da Feira in Portugal. Tours is twinned with Santa Maria da Feira in Portugal. Tours is twinned with Santa Maria da Feira in Portugal. Tours is twinned with Santa Maria da Feira in Portugal. Tours is twinned with Santa Maria da Feira in Portugal. Tours is twinned with Santa Maria da Feira,"'Tours shares border with La Riche, Joué-lès-Tours shares border with Santa Maria da Feira'
The input triple is a list of triples, where each triple is a list of three elements. The first element is the subject, the second element is the relation and the third element is the object. The relation can be one of the following: 'instance of', 'shares border with', 'twinned administrative body'. The object can be any string. The subject and object",'Tours is a commune in the Indre-et-Loire department in central France. It is twinned with Santa Maria da Feira in Portugal.',"{'Communes of France', 'Tours', 'Joué-lès-Tours', 'La Riche', 'instance of', 'twinned administrative body', 'Santa Maria da Feira', 'shares border with'}",0.25,0.875,0.25
"['<subj>Groningen<rel>twinned administrative body<obj>Kaliningrad', '<subj>Kaliningrad<rel>contains administrative territorial entity<obj>Leningradsky_Administrative_District,_Kaliningrad']","Groningen twinned administrative body Kaliningrad contains administrative territorial entity Leningradsky_Administrative_District,_Kaliningrad","Groningen twinned administrative body Kaliningrad contains administrative territorial entity Leningradsky_Administrative_District,_Kaliningrad
Generate an oral dialogue based on the '","Groningen is twinned with Kaliningrad, which is a city in Russia. Groningen is a city in the Netherlands. Kaliningrad is a city in Russia. Groningen is a city in the Netherlands. Kaliningrad is a city in Russia. Groningen is a city in the Netherlands. Kaliningrad is a city in Russia. Groningen is a city in the Netherlands. Kaliningrad is a city in Russia. Groningen is a city in the Netherlands. Kalining","{'contains administrative territorial entity', 'Kaliningrad', 'twinned administrative body', 'Leningradsky Administrative District, Kaliningrad', 'Groningen'}",1.0,1.0,0.4
"['<subj>Charles_Baudelaire<rel>influenced by<obj>Edgar_Allan_Poe', '<subj>Edgar_Allan_Poe<rel>place of birth<obj>Boston']",Charles Baudelaire influenced Edgar Allan Poe to write in a style that was influenced by Edgar Allan Poe.,"Charles Baudelaire influenced Edgar Allan Poe by being born in Boston.
The","Charles Baudelaire influenced Edgar Allan Poe, who was born in Boston.","{'Charles Baudelaire', 'place of birth', 'Edgar Allan Poe', 'influenced by', 'Boston'}",0.6,0.6,0.6
"['<subj>Solar_System<rel>parent astronomical body<obj>Sagittarius_A*', '<subj>Sagittarius_A*<rel>discoverer or inventor<obj>Robert_Hanbury_Brown', '<subj>Robert_Hanbury_Brown<rel>occupation<obj>Physicist', '<subj>Physicist<rel>instance of<obj>Profession', '<subj>Physicist<rel>field of this occupation<obj>Physics']","The Solar System is the system of planets, dwarf planets, and other objects that orbit the Sun. The Solar System is the largest known planetary system in the universe, and it is home to the planets, dwarf planets, and other objects that make up the Solar System. The Solar System is made up of the Sun, the planets, and the dwarf planets. The Sun is the largest object in the Solar System, and it is the center of the Solar System. The planets are the other objects in","'Sagittarius A* is the central object of the Milky Way galaxy. It is a black hole, which is a type of celestial body that is so dense that nothing can escape its gravitational pull. It is located in the constellation Sagittarius, which is the archer in Greek mythology. The Milky Way is the galaxy that contains our solar system. It is a spiral galaxy, which is a type of galaxy that has a central bulge and a spiral arm structure. The Milky Way",'Sagittarius_A* is the parent astronomical body of the Solar System. Robert Hanbury Brown is the discoverer or inventor of the technique of polarisation. Robert Hanbury Brown is a Physicist who is an instance of the profession of Physicist. Robert Hanbury Brown is a Physicist who is a field of this occupation of Physics.',"{'Sagittarius A*', 'Robert Hanbury Brown', 'parent astronomical body', 'Solar System', 'occupation', 'Physics', 'discoverer or inventor', 'instance of', 'field of this occupation', 'Profession', 'Physicist'}",0.09090909090909091,0.18181818181818182,1.0
"['<subj>Fungus<rel>Code of nomenclature<obj>International_Code_of_Nomenclature_for_algae,_fungi,_and_plants', '<subj>Fungus<rel>taxon rank<obj>Kingdom_(biology)', '<subj>Fungus<rel>parent taxon<obj>Holomycota', '<subj>Holomycota<rel>instance of<obj>Clade', '<subj>Fungus<rel>instance of<obj>Taxon']","The genus Fungus is a member of the family Holomycota, which is a member of the clade Clade, which is a member of the taxon Holomycota.
The genus Fungus is a member of the family Holomycota, which is a member of the clade Clade, which is a member of the taxon Holomycota.
The genus Fungus is a member of the family Holomycota, which is a member","'The fungus <subj>Fungus<rel>Code of nomenclature<obj>International_Code_of_Nomenclature_for_algae,_fungi,_and_plants> is a <subj>Fungus<rel>taxon rank<obj>Kingdom_(biology)> and <subj>Fungus<rel>parent taxon<obj>Holomycota> and <subj>Holomycota<rel>instance of<obj>Clade> and <subj>F",'Fungus is a taxon in the Holomycota clade.',"{'Fungus', 'parent taxon', 'International Code of Nomenclature for algae, fungi, and plants', 'Clade', 'Kingdom (biology)', 'Holomycota', 'Taxon', 'instance of', 'taxon rank', 'Code of nomenclature'}",0.4,1.0,0.4
"['<subj>George_Washington<rel>father<obj>Augustine_Washington', '<subj>Augustine_Washington<rel>child<obj>Betty_Washington_Lewis']","George Washington was the father of Augustine Washington, who was the child of Betty Washington Lewis.",George Washington was born in Virginia in 1732. He was the first president of the United States. He was a general in the American Revolutionary War. He was a statesman and a diplomat. He was a leader of the American colonies. He was a man of great character and integrity. He was a great leader of the American Revolution. He was a man of great courage and determination. He was a man of great wisdom and knowledge. He was a man of great influence and power. He,"George Washington fathered Augustine Washington, who was the father of Betty Washington Lewis.","{'George Washington', 'Betty Washington Lewis', 'Augustine Washington', 'child', 'father'}",1.0,0.2,0.8
"['<subj>Antarctica<rel>instance of<obj>Continent', '<subj>Antarctica<rel>instance of<obj>Region', '<subj>Antarctica<rel>located in time zone<obj>UTC+07:00', '<subj>Antarctica<rel>located in time zone<obj>UTC+03:00']","Antarctica is a continent located in the Southern Hemisphere, surrounded by the Southern Ocean, and is the largest continent by area. It is bordered by the South Pole to the south, the Indian Ocean to the southeast, the Atlantic Ocean to the east, and the Pacific Ocean to the northwest. The Antarctic region is divided into several subregions, including the Antarctic Peninsula, the Antarctic Ice Sheet, and the Antarctic Circle. The Antarctic region is home to a diverse range of wildlife, including penguins, seals,","'Antarctica is a continent located in the southern hemisphere of Earth. It is the largest and southernmost continent, and the fifth largest continent by total area. It is the only continent that is not surrounded by water, and it is the only continent that is not a peninsula. It is also the only continent that is not a part of a larger land mass. The Antarctic continent is located in the Southern Hemisphere, and is surrounded by the Southern Ocean. The Antarctic continent is divided into two main","Antarctica is a continent located in the Southern Hemisphere, surrounded by the Southern Ocean, and bordered by the Pacific Ocean to the east and the Atlantic Ocean to the west. It is the fifth-largest continent by area, with an estimated population of 1.35 billion people. Antarctica is home to the world's largest Antarctic ice sheet, which covers 98% of the continent. The continent is also home to the South Pole, the southernmost point on Earth.","{'Antarctica', 'Continent', 'UTC+03:00', 'UTC+07:00', 'instance of', 'located in time zone', 'Region'}",0.42857142857142855,0.2857142857142857,0.2857142857142857
"['<subj>Lille<rel>country<obj>France', '<subj>Lille<rel>located in the administrative territorial entity<obj>Arrondissement_of_Lille']","'Lille is a city in the administrative territorial entity of Arrondissement_of_Lille, France.'","Lille is a city in France, located in the administrative territorial entity of Arrondissement of Lille.
Generate an oral dialogue based on the '","'Lille is a city in France, located in the administrative territorial entity of Arrondissement of Lille.'","{'country', 'France', 'Arrondissement of Lille', 'Lille', 'located in the administrative territorial entity'}",0.6,0.8,0.8
"['<subj>George_W._Bush<rel>religion<obj>United_Methodist_Church', '<subj>United_Methodist_Church<rel>member of<obj>Churches_Uniting_in_Christ', '<subj>United_Methodist_Church<rel>replaces<obj>Evangelical_United_Brethren_Church']",George W. Bush is a United Methodist Church member who is a member of Churches United in Christ.,George Bush is a member of the United Methodist Church. He is a member of the Churches United in Christ. He is a member of the United Methodist Church. He is a member of the Churches United in Christ. He is a member of the United Methodist Church. He is a member of the Churches United in Christ. He is a member of the United Methodist Church. He is a member of the Churches United in Christ. He is a member of the United Methodist Church. He is a member of,"George W. Bush is a member of the United Methodist Church. The United Methodist Church is a Christian denomination that traces its roots to the Methodist movement of the 18th century. The United Methodist Church is one of the largest Christian denominations in the world, with over 50 million members worldwide. The United Methodist Church is known for its emphasis on social justice and outreach to the poor and marginalized. The United Methodist Church is also known for its commitment to ecumenism, or the pursuit of unity","{'member of', 'George W. Bush', 'religion', 'Churches Uniting in Christ', 'United Methodist Church', 'replaces', 'Evangelical United Brethren Church'}",0.42857142857142855,0.2857142857142857,0.42857142857142855
"['<subj>The_Intouchables<rel>production company<obj>Gaumont_Film_Company', '<subj>Gaumont_Film_Company<rel>country<obj>France', '<subj>France<rel>emergency phone number<obj>112_(emergency_telephone_number)', '<subj>112_(emergency_telephone_number)<rel>country<obj>Andorra', '<subj>Gaumont_Film_Company<rel>instance of<obj>Organization', '<subj>Gaumont_Film_Company<rel>headquarters location<obj>Neuilly-sur-Seine', '<subj>Gaumont_Film_Company<rel>headquarters location<obj>Paris', '<subj>Gaumont_Film_Company<rel>founded by<obj>Léon_Gaumont', '<subj>Gaumont_Film_Company<rel>industry<obj>Film_industry']","The Intouchables is a 2011 French drama film directed by Olivier Nakache and Éric Toledano. It stars Omar Sy, François Cluzet, and Valérie Donzelli. The film tells the story of a blind man and a former gangster who become friends and share a house together. The film was a critical and commercial success, winning the Palme d'Or at the 2011 Cannes Film Festival and being nominated for the Academy Award for Best Foreign Language Film",The Intouchables production company is a French production company that produces films and television series. The Gaumont Film Company is a French film production company that produces films and television series. The country of France is a country in Western Europe. The emergency phone number of 112_(emergency_telephone_number) is a country code for emergency services in Andorra. The Gaumont Film Company is an organization that is an instance of an Organization. The headquarter location of the Gaumont Film Company is in Neu,"<subj>The_Intouchables<rel>production company<obj>Gaumont_Film_Company, <subj>Gaumont_Film_Company<rel>country<obj>France, <subj>France<rel>emergency phone number<obj>112_(emergency_telephone_number), <subj>112_(emergency_telephone_number)<rel>country<obj>Andorra, <subj>Gaumont_Film_Company<rel>instance of<obj>Organization, <subj>G","{'country', 'headquarters location', 'industry', 'Gaumont Film Company', 'France', 'Léon Gaumont', '112 (emergency telephone number)', 'emergency phone number', 'Organization', 'Neuilly-sur-Seine', 'Film industry', 'instance of', 'founded by', 'Paris', 'The Intouchables', 'Andorra', 'production company'}",0.058823529411764705,0.5882352941176471,0.5882352941176471
"['<subj>Malta<rel>named after<obj>Honey', '<subj>Malta<rel>instance of<obj>Sovereign_state']","Malta is a sovereign state in the Mediterranean Sea, located in the westernmost part of the Mediterranean Sea. It is bordered by Italy to the north, the Mediterranean Sea to the south, Libya to the east, and the Republic of Cyprus to the west. Malta is a republic with a parliamentary system of government. The country's capital and largest city is Valletta. Malta is a member of the European Union and the Eurozone. The official language is Maltese, which is a Romance language","'Malta is a sovereign state in the Mediterranean Sea, located in the south-east of the Mediterranean island of Malta. Malta is an island country in the Mediterranean Sea, located in the south-east of the Mediterranean island of Malta. Malta is an island country in the Mediterranean Sea, located in the south-east of the Mediterranean island of Malta. Malta is an island country in the Mediterranean Sea, located in the south-east of the Mediterranean island of Malta. Malta is an island country in the Mediterranean Sea,","Malta is a sovereign state in the Mediterranean Sea, located in the westernmost part of the Mediterranean region.","{'Malta', 'named after', 'instance of', 'Sovereign state', 'Honey'}",0.4,0.4,0.4
"['<subj>Penis<rel>has part<obj>Foreskin', '<subj>Foreskin<rel>part of<obj>Penis', '<subj>Foreskin<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary']","'Penis has part Foreskin, which is part of Penis, which is described by source Brockhaus_and_Efron_Encyclopedic_Dictionary.'","'Penis has part Foreskin. Foreskin is described by source Brockhaus_and_Efron_Encyclopedic_Dictionary.'
Generate an oral dialogue based on the '","'Penis has part Foreskin, which is described by source Brockhaus_and_Efron_Encyclopedic_Dictionary'","{'has part', 'Penis', 'Foreskin', 'described by source', 'Brockhaus and Efron Encyclopedic Dictionary', 'part of'}",1.0,0.8333333333333334,0.8333333333333334
"['<subj>Pioneer_plaque<rel>instance of<obj>Data_storage', '<subj>Data_storage<rel>subclass of<obj>Media_(communication)', '<subj>Media_(communication)<rel>has part<obj>Matter', '<subj>Media_(communication)<rel>used by<obj>Mass_media', '<subj>Matter<rel>has quality<obj>State_of_matter', '<subj>Matter<rel>has quality<obj>Temperature', '<subj>Matter<rel>part of<obj>Observable_universe']","The Pioneer plaque is an instance of Data storage. It is a subclass of Media (communication). It has part Matter. It is used by Mass media. It has quality State of matter. It has quality Temperature. It is part of Observable universe.
The above example shows how to generate a text based on the '","The Pioneer plaque is a part of the Media (communication) which is used by Mass media.
The Pioneer plaque is a part of the Media (communication) which is used by Mass media.
The Pioneer plaque is a part of the Media (communication) which is used by Mass media.
The Pioneer plaque is a part of the Media (communication) which is used by Mass media.
The Pioneer plaque is a part of the Media (communication) which is used by Mass media.
The Pioneer plaque is a","""The Pioneer plaque is an instance of Data_storage, which is a subclass of Media_(communication), which has part Mass_media, which is used by Mass_media, which has part Matter, which is a subclass of State_of_matter, which has part Temperature, which is a subclass of Observable_universe.""","{'has part', 'State of matter', 'Media (communication)', 'Pioneer plaque', 'Mass media', 'used by', 'instance of', 'has quality', 'subclass of', 'Temperature', 'Data storage', 'Observable universe', 'Matter', 'part of'}",1.0,0.35714285714285715,0.8571428571428571
"['<subj>Champs-Élysées<rel>located in the administrative territorial entity<obj>Paris', '<subj>Champs-Élysées<rel>instance of<obj>Tourist_attraction']","Champs-Élysées is located in the administrative territorial entity Paris, an instance of Tourist attraction.",Champs-Élysées is located in the administrative territorial entity Paris. It is an instance of Tourist attraction.,Champs-Élysées is located in the administrative territorial entity Paris.,"{'Champs-Élysées', 'Tourist attraction', 'instance of', 'Paris', 'located in the administrative territorial entity'}",1.0,1.0,0.6
