triples,academic,oral,twitter,seen,academic_coverage,oral_coverage,twitter_coverage
"['<subj>Paul_Otlet<rel>occupation<obj>Lawyer', '<subj>Paul_Otlet<rel>occupation<obj>Writer', '<subj>Paul_Otlet<rel>occupation<obj>Librarian']","Paul Otlet was a Belgian writer, lawyer, and librarian. He is best known for his work on the concept of bibliographic coordination and the development of the concept of the library as a universal repository of knowledge. He was also a pioneer in the field of information science, and a founder of the International Federation for Information Processing (IFIP).","Paul Otlet is a Belgian writer, philosopher, and librarian. He was born on 6 September 1868 in Liège, Belgium. He was a pioneer of information science, and his work has had a significant impact on the field of library science. Otlet is best known for his work on the concept of bibliographic information, which he developed in the early 20th century. He also worked on the development of the International Federation of Library Associations and Institutions (IFLA), which he","Paul Otlet was a Belgian lawyer, writer, and librarian. He was born on 20 July 1868 in Ghent, Belgium. He was a pioneer in the field of information science and the founder of the Bibliothèque nationale de Belgique (Belgian National Library). He was also a prolific writer and published several books on the subject of information science. He was a member of the International Council of Scientific Information (ICSU) and the International Council of Libraries (IC","{'Librarian', 'occupation', 'Writer', 'Lawyer', 'Paul Otlet'}",0.8,0.6,0.8
"['<subj>Germany<rel>located in or next to body of water<obj>Baltic_Sea', '<subj>Baltic_Sea<rel>basin country<obj>Germany', '<subj>Baltic_Sea<rel>basin country<obj>Russia', '<subj>Baltic_Sea<rel>basin country<obj>Finland']","The Baltic Sea is located in or next to Germany, Russia and Finland.","The Baltic Sea is located in or next to Germany, Baltic Sea is a basin country of Germany, Baltic Sea is a basin country of Russia, Baltic Sea is a basin country of Finland.","The Baltic Sea is located in or next to the body of water Baltic Sea. The Baltic Sea is a basin country of Germany, Russia, and Finland.","{'Finland', 'Baltic Sea', 'located in or next to body of water', 'Germany', 'Russia', 'basin country'}",0.6666666666666666,0.8333333333333334,0.8333333333333334
"['<subj>World_War_II<rel>instance of<obj>World_war', '<subj>World_War_II<rel>has cause<obj>Adolf_Hitler', '<subj>World_War_II<rel>has cause<obj>Causes_of_World_War_II', '<subj>World_War_II<rel>has cause<obj>Treaty_of_Versailles']",The World War II was a global war that lasted from 1939 to 1945. The World War II was caused by the German invasion of Poland in 1939. The World War II was caused by the German invasion of Poland in 1939. The World War II was caused by the German invasion of Poland in 1939. The World War II was caused by the German invasion of Poland in 1939. The World War II was caused by the German invasion of Poland in,"The World War II was a global war that lasted from 1939 to 1945. It involved the vast majority of the world's nations, including the vast majority of the world's people. It involved the vast majority of the world's nations, including the vast majority of the world's people. The World War II was a global war that lasted from 1939 to 1945. It involved the vast majority of the world's nations, including the vast majority of the world's people","The World War II was a global war that lasted from 1939 to 1945. It involved the vast majority of the world's nations, including the United States, the Soviet Union, the United Kingdom, France, China, and many others. The major participants were the Allies (the United States, the United Kingdom, and the Soviet Union, known as the Allies), and the Axis powers (Germany, Italy, and Japan). The Allied powers defeated the Axis powers in what is known as","{'World war', 'Treaty of Versailles', 'Causes of World War II', 'Adolf Hitler', 'instance of', 'World War II', 'has cause'}",0.2857142857142857,0.2857142857142857,0.2857142857142857
"['<subj>Tours<rel>instance of<obj>Communes_of_France', '<subj>Tours<rel>shares border with<obj>La_Riche', '<subj>Tours<rel>shares border with<obj>Joué-lès-Tours', '<subj>Joué-lès-Tours<rel>twinned administrative body<obj>Santa_Maria_da_Feira']",Tours is a commune in the Indre-et-Loire department in central France.,Tours is a commune in the Indre-et-Loire department in central France.,Tours is a commune in the Indre-et-Loire department in central France. It is twinned with Santa Maria da Feira in Portugal.,"{'Communes of France', 'Tours', 'Joué-lès-Tours', 'La Riche', 'instance of', 'twinned administrative body', 'Santa Maria da Feira', 'shares border with'}",0.125,0.125,0.25
"['<subj>Groningen<rel>twinned administrative body<obj>Kaliningrad', '<subj>Kaliningrad<rel>contains administrative territorial entity<obj>Leningradsky_Administrative_District,_Kaliningrad']","Groningen, twinned administrative body of Kaliningrad, contains administrative territorial entity of Leningradsky_Administrative_District,_Kaliningrad.","Groningen twinned administrative body Kaliningrad contains administrative territorial entity Leningradsky_Administrative_District,_Kaliningrad","Groningen twinned administrative body Kaliningrad contains administrative territorial entity Leningradsky_Administrative_District,_Kaliningrad","{'contains administrative territorial entity', 'Kaliningrad', 'twinned administrative body', 'Leningradsky Administrative District, Kaliningrad', 'Groningen'}",1.0,1.0,1.0
"['<subj>Charles_Baudelaire<rel>influenced by<obj>Edgar_Allan_Poe', '<subj>Edgar_Allan_Poe<rel>place of birth<obj>Boston']","Charles Baudelaire was influenced by Edgar Allan Poe, who was born in Boston.",Charles Baudelaire was influenced by Edgar Allan Poe. He was born in Boston.,"Charles Baudelaire was a French poet and essayist who was influenced by Edgar Allan Poe. He was born in Boston, Massachusetts, in 1821. He is best known for his poetry and short stories, which often dealt with themes of death, madness, and the supernatural. He is considered one of the most influential poets of the 19th century.","{'Charles Baudelaire', 'place of birth', 'Edgar Allan Poe', 'influenced by', 'Boston'}",0.8,0.8,0.8
"['<subj>Solar_System<rel>parent astronomical body<obj>Sagittarius_A*', '<subj>Sagittarius_A*<rel>discoverer or inventor<obj>Robert_Hanbury_Brown', '<subj>Robert_Hanbury_Brown<rel>occupation<obj>Physicist', '<subj>Physicist<rel>instance of<obj>Profession', '<subj>Physicist<rel>field of this occupation<obj>Physics']",The Solar System is the gravitationally bound system of all the objects in the observable universe that are known to have sufficient mass to be rounded by their own gravity. The Solar System is the gravitationally bound system of all the objects in the observable universe that are known to have sufficient mass to be rounded by their own gravity. The Solar System is the gravitationally bound system of all the objects in the observable universe that are known to have sufficient mass to be rounded by their own gravity. The,"The Solar System is the system of the planets, dwarf planets, and other minor bodies that orbit the Sun. The Solar System is the only known planetary system in the Milky Way galaxy. The Solar System is a gravitationally bound system of 8 planets, 8 dwarf planets, and many smaller objects, including asteroids, comets, and meteoroids. The Solar System is the only known planetary system in the Milky Way galaxy. The Solar System is a gravitationally bound system of 8","The Solar System is the gravitationally bound system of all the objects in the observable universe, including the Sun, the planets, dwarf planets, moons, asteroids, comets, and other minor planets. The Solar System is a gravitationally bound system of 8 planets, 8 dwarf planets, 3 moons, and many other minor bodies. The Solar System is the gravitationally bound system of all the objects in the observable universe, including the Sun, the planets, dwarf planets,","{'Sagittarius A*', 'Robert Hanbury Brown', 'parent astronomical body', 'Solar System', 'occupation', 'Physics', 'discoverer or inventor', 'instance of', 'field of this occupation', 'Profession', 'Physicist'}",0.09090909090909091,0.09090909090909091,0.09090909090909091
"['<subj>Fungus<rel>Code of nomenclature<obj>International_Code_of_Nomenclature_for_algae,_fungi,_and_plants', '<subj>Fungus<rel>taxon rank<obj>Kingdom_(biology)', '<subj>Fungus<rel>parent taxon<obj>Holomycota', '<subj>Holomycota<rel>instance of<obj>Clade', '<subj>Fungus<rel>instance of<obj>Taxon']","Fungus is a taxon in the Kingdom (biology) of Holomycota, a clade of Clade of Taxon.",Fungus is a taxon of the Kingdom (biology) Holomycota. It is a member of the Clade Holomycota. It is a member of the Taxon Fungus.,Fungus is a taxon in the kingdom of fungi. It is a member of the clade of holomycota. It is an instance of the taxon holomycota.,"{'Fungus', 'parent taxon', 'International Code of Nomenclature for algae, fungi, and plants', 'Clade', 'Kingdom (biology)', 'Holomycota', 'Taxon', 'instance of', 'taxon rank', 'Code of nomenclature'}",0.5,0.5,0.5
"['<subj>George_Washington<rel>father<obj>Augustine_Washington', '<subj>Augustine_Washington<rel>child<obj>Betty_Washington_Lewis']","George Washington, father of Augustine Washington, was born in 1732, and died in 1799.",George Washington was born in 1732. He was the father of Betty Washington Lewis.,"George Washington was born on February 22, 1732, in Westmoreland County, Virginia, to Augustine and Mary Ball Washington. He was the second child of five children. His father was a wealthy planter and landowner, and his mother was a wealthy planter and landowner. George Washington was born on February 22, 1732, in Westmoreland County, Virginia, to Augustine and Mary Ball Washington. He was the second child of five children. His father was","{'George Washington', 'Betty Washington Lewis', 'Augustine Washington', 'child', 'father'}",0.6,0.6,0.6
"['<subj>Antarctica<rel>instance of<obj>Continent', '<subj>Antarctica<rel>instance of<obj>Region', '<subj>Antarctica<rel>located in time zone<obj>UTC+07:00', '<subj>Antarctica<rel>located in time zone<obj>UTC+03:00']","Antarctica, located in time zone UTC+07:00, is an instance of Continent, located in time zone UTC+03:00.","Antarctica is a continent located in the Southern Hemisphere, surrounded by the Southern Ocean, the Pacific Ocean, and the Indian Ocean. It is the smallest continent in terms of area, but the fifth-largest continent in terms of population, with 5.7 million people as of 2018. It is the only continent that is not a part of the Earth's major supercontinent, the supercontinent of Pangaea.","Antarctica is a continent located mostly at the southern hemisphere, and is the smallest continent in terms of area. It is surrounded by the Southern Ocean on the southern and eastern sides, and by the Pacific Ocean on the western side. The Antarctic continent is located in the Southern Hemisphere, and is the largest landmass in the world. It is the only continent that is not located in the Northern Hemisphere. The Antarctic continent is divided into two regions: the Antarctic Peninsula and the Antarctic Plateau. The","{'Antarctica', 'Continent', 'UTC+03:00', 'UTC+07:00', 'instance of', 'located in time zone', 'Region'}",0.8571428571428571,0.2857142857142857,0.42857142857142855
"['<subj>Lille<rel>country<obj>France', '<subj>Lille<rel>located in the administrative territorial entity<obj>Arrondissement_of_Lille']",Lille is a city in the administrative territorial entity of Arrondissement of Lille in the region of Hauts-de-France in France.,Do you know Lille? It is a French city. It is located in the administrative territorial entity Arrondissement of Lille.,"Lille is a city in the administrative territorial entity of Arrondissement of Lille in the region of Hauts-de-France in northern France. It is the capital of the arrondissement of Lille and the department of the Nord. It is the most populous city in France, with a population of 250,000, and the second most populous city in the European Union after London. Lille is the largest city in the Hauts-de-France region and the second largest city in","{'country', 'France', 'Arrondissement of Lille', 'Lille', 'located in the administrative territorial entity'}",0.6,0.6,0.6
"['<subj>George_W._Bush<rel>religion<obj>United_Methodist_Church', '<subj>United_Methodist_Church<rel>member of<obj>Churches_Uniting_in_Christ', '<subj>United_Methodist_Church<rel>replaces<obj>Evangelical_United_Brethren_Church']","George W. Bush, a United Methodist, is a member of the Churches United in Christ, which replaces the Evangelical United Brethren Church.",George W. Bush is a United Methodist Church member who replaces the Evangelical United Brethren Church.,"George W. Bush, the 43rd President of the United States, was a member of the United Methodist Church. He was the first President to be a member of the United Methodist Church.","{'member of', 'George W. Bush', 'religion', 'Churches Uniting in Christ', 'United Methodist Church', 'replaces', 'Evangelical United Brethren Church'}",0.5714285714285714,0.5714285714285714,0.42857142857142855
"['<subj>The_Intouchables<rel>production company<obj>Gaumont_Film_Company', '<subj>Gaumont_Film_Company<rel>country<obj>France', '<subj>France<rel>emergency phone number<obj>112_(emergency_telephone_number)', '<subj>112_(emergency_telephone_number)<rel>country<obj>Andorra', '<subj>Gaumont_Film_Company<rel>instance of<obj>Organization', '<subj>Gaumont_Film_Company<rel>headquarters location<obj>Neuilly-sur-Seine', '<subj>Gaumont_Film_Company<rel>headquarters location<obj>Paris', '<subj>Gaumont_Film_Company<rel>founded by<obj>Léon_Gaumont', '<subj>Gaumont_Film_Company<rel>industry<obj>Film_industry']","The Intouchables is a 2011 French drama film directed by Olivier Nakache and Éric Toledano. It was produced by Gaumont Film Company and distributed by Pathé. The film stars François Cluzet, Omar Sy, Anne Le Ny, and Valérie Donzelli. It follows the story of a quadriplegic man who becomes the caretaker of a young boy with a severe disability. The film was a critical and commercial success, winning the César",The Intouchables is a 2011 French drama film directed by Olivier Nakache and Éric Toledano. It tells the story of a blind man and a quadriplegic man who become friends. The film stars Omar Sy and François Cluzet. It was released in France on 15 December 2011 and in the United Kingdom on 16 December 2011. The film was nominated for the Academy Award for Best Foreign Language Film at the 84th Academy Awards,"Gaumont Film Company is a French film production company founded in 1930 by Léon Gaumont. The company is headquartered in Neuilly-sur-Seine, Paris, France, and has offices in several countries. Gaumont Film Company is known for producing and distributing films, television series, and documentaries. It has a wide range of productions, including feature films, documentaries, and television series. The company has a strong presence in the international market, with a focus on producing and distributing films in","{'country', 'headquarters location', 'industry', 'Gaumont Film Company', 'France', 'Léon Gaumont', '112 (emergency telephone number)', 'emergency phone number', 'Organization', 'Neuilly-sur-Seine', 'Film industry', 'instance of', 'founded by', 'Paris', 'The Intouchables', 'Andorra', 'production company'}",0.11764705882352941,0.11764705882352941,0.35294117647058826
"['<subj>Malta<rel>named after<obj>Honey', '<subj>Malta<rel>instance of<obj>Sovereign_state']","Malta, named after Honey, is an island country in the Mediterranean Sea.",Malta is named after Honey. It is an island country in the Mediterranean Sea. It is a member of the United Nations and the European Union.,"Malta is a sovereign state in the Mediterranean Sea, located in the centre of the Mediterranean basin. It is the smallest country in the European Union by area, the second-smallest by land area, and the least populous. It is the only island country in the world. Malta is a parliamentary democracy and a constitutional monarchy, with Queen Elizabeth II as head of state. The country is a member of the United Nations, the European Union, the Commonwealth of Nations, the Eurozone, and the Euro","{'Malta', 'named after', 'instance of', 'Sovereign state', 'Honey'}",0.6,0.6,0.4
"['<subj>Penis<rel>has part<obj>Foreskin', '<subj>Foreskin<rel>part of<obj>Penis', '<subj>Foreskin<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary']",Foreskin is a part of penis. Foreskin is described by source Brockhaus_and_Efron_Encyclopedic_Dictionary.,Foreskin is a part of penis. It is described by Brockhaus and Efron Encyclopedic Dictionary.,"Foreskin is the skin that covers the head of the penis. It is usually white, but can be any color. It is attached to the head of the penis by a small piece of tissue called the foreskin. The foreskin is usually removed during circumcision, which is the procedure that removes the foreskin. After circumcision, the foreskin is usually left attached to the head of the penis. Foreskin is an important part of the penis because it helps to protect the head of the","{'has part', 'Penis', 'Foreskin', 'described by source', 'Brockhaus and Efron Encyclopedic Dictionary', 'part of'}",0.8333333333333334,0.6666666666666666,0.5
"['<subj>Pioneer_plaque<rel>instance of<obj>Data_storage', '<subj>Data_storage<rel>subclass of<obj>Media_(communication)', '<subj>Media_(communication)<rel>has part<obj>Matter', '<subj>Media_(communication)<rel>used by<obj>Mass_media', '<subj>Matter<rel>has quality<obj>State_of_matter', '<subj>Matter<rel>has quality<obj>Temperature', '<subj>Matter<rel>part of<obj>Observable_universe']",Pioneer plaque is a type of data storage used by mass media.,Pioneer plaque is a part of Data storage. It is used by Media (communication) and has quality of State of matter. It is a part of Matter.,Pioneer plaque used by mass media has quality of state of matter has part of observable universe.,"{'has part', 'State of matter', 'Media (communication)', 'Pioneer plaque', 'Mass media', 'used by', 'instance of', 'has quality', 'subclass of', 'Temperature', 'Data storage', 'Observable universe', 'Matter', 'part of'}",0.2857142857142857,0.5714285714285714,0.6428571428571429
"['<subj>Champs-Élysées<rel>located in the administrative territorial entity<obj>Paris', '<subj>Champs-Élysées<rel>instance of<obj>Tourist_attraction']","Champs-Élysées, located in the administrative territorial entity Paris, is an instance of Tourist attraction.",Champs-Élysées is a tourist attraction located in the administrative territorial entity of Paris.,"Champs-Élysées is a tourist attraction in Paris, France. It is located in the administrative territorial entity of Paris. It is an important historical site and a major tourist destination in the city. The Champs-Élysées is a wide avenue in Paris, France, that runs from the Place de la Concorde to the Place de l'Étoile. It is named after the Champs-Élysées, a large park that was once part of the city's","{'Champs-Élysées', 'Tourist attraction', 'instance of', 'Paris', 'located in the administrative territorial entity'}",1.0,0.8,0.8
"['<subj>Wikidata<rel>operator<obj>Wikimedia_Foundation', '<subj>Wikimedia_Foundation<rel>country<obj>United_States', '<subj>United_States<rel>participant in<obj>Atomic_bombings_of_Hiroshima_and_Nagasaki']",The United States is a participant in the atomic bombings of Hiroshima and Nagasaki.,Wikidata:Q1 is a Wikimedia Foundation. Wikimedia Foundation is a Wikimedia Foundation. Wikimedia Foundation is a Wikimedia Foundation. Wikimedia Foundation is a Wikimedia Foundation. Wikimedia Foundation is a Wikimedia Foundation. Wikimedia Foundation is a Wikimedia Foundation. Wikimedia Foundation is a Wikimedia Foundation. Wikimedia Foundation is a Wikimedia Foundation. Wikimedia Foundation is a Wikimedia Foundation. Wikimedia Foundation is a Wikimedia Foundation. Wikimedia Foundation is a Wikimedia Foundation. Wikimedia Foundation is a Wikimedia Foundation. Wikimedia Foundation is a Wikimedia Foundation. Wikimedia Foundation is a Wikimedia Foundation,Wikidata is a free knowledge base that anyone can edit. It's a collaborative project that anyone can contribute to. The Wikimedia Foundation is a non-profit organization that supports Wikidata and other Wikimedia projects. The Wikimedia Foundation is a non-profit organization that supports Wikidata and other Wikimedia projects. The Wikimedia Foundation is a non-profit organization that supports Wikidata and other Wikimedia projects. The Wikimedia Foundation is a non-profit organization that supports Wikidata and other Wikimedia projects. The Wikimedia Foundation is a non-profit organization that,"{'country', 'Wikimedia Foundation', 'operator', 'United States', 'Wikidata', 'participant in', 'Atomic bombings of Hiroshima and Nagasaki'}",0.42857142857142855,0.2857142857142857,0.2857142857142857
