triples,academic,oral,twitter,seen,academic_coverage,oral_coverage,twitter_coverage
"['<subj>Paul_Otlet<rel>occupation<obj>Lawyer', '<subj>Paul_Otlet<rel>occupation<obj>Writer', '<subj>Paul_Otlet<rel>occupation<obj>Librarian']","Paul Otlet, lawyer, writer, librarian.","Paul Otlet is a lawyer, writer and librarian. He is a very famous person in the world. He is a very famous person in the world. He is a very famous person in the world. He is a very famous person in the world. He is a very famous person in the world. He is a very famous person in the world. He is a very famous person in the world. He is a very famous person in the world. He is a very famous person in the world","Meet Paul Otlet! This lawyer 📝, writer 📚, and librarian 📚 are all occupations that Paul Otlet has. #PaulOtlet #Lawyer #Writer #Librarian","{'Librarian', 'occupation', 'Writer', 'Lawyer', 'Paul Otlet'}",0.8,0.8,1.0
"['<subj>Germany<rel>located in or next to body of water<obj>Baltic_Sea', '<subj>Baltic_Sea<rel>basin country<obj>Germany', '<subj>Baltic_Sea<rel>basin country<obj>Russia', '<subj>Baltic_Sea<rel>basin country<obj>Finland']","The Baltic Sea is a sea in Northern Europe, bounded by Scandinavia, Finland, the Baltic countries, Germany, Poland, and Russia. It is the largest Baltic Sea, and the largest sea in Europe. The Baltic Sea is the only sea that is surrounded by land on all sides. The Baltic Sea is the only sea that is surrounded by land on all sides. The Baltic Sea is the only sea that is surrounded by land on all sides. The Baltic Sea is the only sea that is surrounded","The Baltic Sea is a sea in Northern Europe. It is the largest Baltic Sea, and it is located in or next to the body of water Baltic Sea. It is located in or next to the body of water Baltic Sea. It is located in or next to the body of water Baltic Sea. It is located in or next to the body of water Baltic Sea. It is located in or next to the body of water Baltic Sea. It is located in or next to the body of water Baltic","The Baltic Sea is a large body of water in Northern Europe. It is surrounded by the countries of Germany, Russia, Finland, and Estonia. The Baltic Sea is an important source of fish and seafood for many people in the region. It is also a popular destination for tourists and sailors.","{'Finland', 'Baltic Sea', 'located in or next to body of water', 'Germany', 'Russia', 'basin country'}",0.6666666666666666,0.16666666666666666,0.6666666666666666
"['<subj>World_War_II<rel>instance of<obj>World_war', '<subj>World_War_II<rel>has cause<obj>Adolf_Hitler', '<subj>World_War_II<rel>has cause<obj>Causes_of_World_War_II', '<subj>World_War_II<rel>has cause<obj>Treaty_of_Versailles']","World War II was an instance of a world war. It was caused by Adolf Hitler, who was caused by the Treaty of Versailles.",World War II was a global war that lasted from 1939 to 1945. It was caused by Adolf Hitler and the Treaty of Versailles.,"World War II was a global war that lasted from 1939 to 1945. It was caused by Adolf Hitler's rise to power in Germany and the Treaty of Versailles, which ended World War I. The war had a significant impact on the world, including the Holocaust, the rise of communism, and the creation of the United Nations.","{'World war', 'Treaty of Versailles', 'Causes of World War II', 'Adolf Hitler', 'instance of', 'World War II', 'has cause'}",0.7142857142857143,0.5714285714285714,0.5714285714285714
"['<subj>Tours<rel>instance of<obj>Communes_of_France', '<subj>Tours<rel>shares border with<obj>La_Riche', '<subj>Tours<rel>shares border with<obj>Joué-lès-Tours', '<subj>Joué-lès-Tours<rel>twinned administrative body<obj>Santa_Maria_da_Feira']","Tours is a commune in the Indre-et-Loire department in central France. It is the capital of the Indre-et-Loire department and the largest commune in the department. It is located on the banks of the Loire River, 250 km (160 mi) south of Paris and 70 km (43 mi) northeast of Tours. The city is twinned with Santa Maria da Feira in Portugal.","Tours is a commune in the Indre-et-Loire department in central France. It is the capital of the Indre-et-Loire department and the largest city in the region of Centre-Val de Loire. It is located on the banks of the Loire River, 200 km (120 mi) south of Paris. The city is twinned with Santa Maria da Feira in Portugal.","Meet Tours! This Commune of France 🇫🇷, which shares borders with La Riche 🇫🇷 and Joué-lès-Tours 🇫🇷, is twinned with Santa Maria da Feira 🇵🇹.#Tours #France #Commune","{'Communes of France', 'Tours', 'Joué-lès-Tours', 'La Riche', 'instance of', 'twinned administrative body', 'Santa Maria da Feira', 'shares border with'}",0.25,0.25,0.5
"['<subj>Groningen<rel>twinned administrative body<obj>Kaliningrad', '<subj>Kaliningrad<rel>contains administrative territorial entity<obj>Leningradsky_Administrative_District,_Kaliningrad']",Groningen and Kaliningrad are twinned administrative bodies.,Groningen is twinned with Kaliningrad. Kaliningrad is a city in Russia. It is located in the Kaliningrad Oblast. It is the administrative center of the Kaliningrad Oblast. It is located on the Baltic Sea coast. It is the largest city in the Kaliningrad Oblast. It is the second largest city in the Kaliningrad Oblast. It is the third largest city in the Kaliningrad Oblast. It is the fourth largest city in,Groningen and Kaliningrad are twinned administrative bodies. Kaliningrad contains the Leningradsky Administrative District.,"{'contains administrative territorial entity', 'Kaliningrad', 'twinned administrative body', 'Leningradsky Administrative District, Kaliningrad', 'Groningen'}",0.4,0.4,0.4
"['<subj>Charles_Baudelaire<rel>influenced by<obj>Edgar_Allan_Poe', '<subj>Edgar_Allan_Poe<rel>place of birth<obj>Boston']","Charles Baudelaire was influenced by Edgar Allan Poe, who was born in Boston.",Edgar Allan Poe was born in Boston. He was influenced by Charles Baudelaire.,"Charles Baudelaire was influenced by Edgar Allan Poe, who was born in Boston. Edgar Allan Poe was influenced by Charles Baudelaire, who was born in Boston.","{'Charles Baudelaire', 'place of birth', 'Edgar Allan Poe', 'influenced by', 'Boston'}",0.8,0.8,0.8
"['<subj>Solar_System<rel>parent astronomical body<obj>Sagittarius_A*', '<subj>Sagittarius_A*<rel>discoverer or inventor<obj>Robert_Hanbury_Brown', '<subj>Robert_Hanbury_Brown<rel>occupation<obj>Physicist', '<subj>Physicist<rel>instance of<obj>Profession', '<subj>Physicist<rel>field of this occupation<obj>Physics']","Solar_System, discovered by Robert_Hanbury_Brown, is a Physicist.",Solar System is a parent astronomical body of Sagittarius A*. Robert Hanbury Brown is a discoverer or inventor of Sagittarius A*. Robert Hanbury Brown is a Physicist. Physicist is an instance of Profession. Physics is a field of this occupation.,"Meet the Solar System! This astronomical body, which was discovered by Robert Hanbury Brown, is a parent of Sagittarius A*. It is also a physicist who works in the field of physics.#SolarSystem #Astronomy #RobertHanburyBrown","{'Sagittarius A*', 'Robert Hanbury Brown', 'parent astronomical body', 'Solar System', 'occupation', 'Physics', 'discoverer or inventor', 'instance of', 'field of this occupation', 'Profession', 'Physicist'}",0.2727272727272727,1.0,0.45454545454545453
"['<subj>Fungus<rel>Code of nomenclature<obj>International_Code_of_Nomenclature_for_algae,_fungi,_and_plants', '<subj>Fungus<rel>taxon rank<obj>Kingdom_(biology)', '<subj>Fungus<rel>parent taxon<obj>Holomycota', '<subj>Holomycota<rel>instance of<obj>Clade', '<subj>Fungus<rel>instance of<obj>Taxon']","Fungus is a kingdom of holomycota, which is a clade of fungi, and is a taxon of the International Code of Nomenclature for algae, fungi, and plants.",Fungus is a kingdom of fungi. It is a kingdom of fungi. Fungus is a kingdom of fungi. Fungus is a kingdom of fungi. Fungus is a kingdom of fungi. Fungus is a kingdom of fungi. Fungus is a kingdom of fungi. Fungus is a kingdom of fungi. Fungus is a kingdom of fungi. Fungus is a kingdom of fungi. Fungus is a kingdom of fungi. Fungus,"Meet Fungus! This fungus 🍄, which belongs to the Kingdom (biology) 🏛️, is the parent taxon of Holomycota 🌍.#Fungus #Kingdom #Holomycota","{'Fungus', 'parent taxon', 'International Code of Nomenclature for algae, fungi, and plants', 'Clade', 'Kingdom (biology)', 'Holomycota', 'Taxon', 'instance of', 'taxon rank', 'Code of nomenclature'}",0.6,0.1,0.5
"['<subj>George_Washington<rel>father<obj>Augustine_Washington', '<subj>Augustine_Washington<rel>child<obj>Betty_Washington_Lewis']","George Washington, born at 1732, is the father of Augustine Washington. Augustine Washington, born at 1732, is the child of Betty Washington Lewis.",George Washington was the father of Augustine Washington. Augustine Washington was the child of Betty Washington Lewis.,"Meet George Washington! This father 🤵 of Augustine Washington, who holds American citizenship 🇺🇸, was born on 22 February 1732.#GeorgeWashington #Father #American","{'George Washington', 'Betty Washington Lewis', 'Augustine Washington', 'child', 'father'}",1.0,1.0,0.6
"['<subj>Antarctica<rel>instance of<obj>Continent', '<subj>Antarctica<rel>instance of<obj>Region', '<subj>Antarctica<rel>located in time zone<obj>UTC+07:00', '<subj>Antarctica<rel>located in time zone<obj>UTC+03:00']","Antarctica is a continent located in the Southern Hemisphere, south of the South Pole. It is the fifth largest continent in the world, with an area of 14,200,000 square kilometers. Antarctica is the coldest, driest, and windiest continent on Earth. It has no permanent human population and is the only continent without a native human population. Antarctica is the only continent that is not part of any country. Antarctica is the only continent that is not part of any country. Antarctica is","Antarctica is a continent located in the Southern Hemisphere. It is the southernmost continent and is surrounded by the Southern Ocean. Antarctica is the coldest, windiest, and driest continent on Earth. It is also the highest continent, with the highest mountains in the world. Antarctica is home to the South Pole, which is the southernmost point on Earth. Antarctica is also home to the largest ice sheet in the world, the Antarctic Ice Sheet. Antarctica is a remote and isolated continent, with only","Antarctica is a continent located in the Southern Hemisphere. It is the coldest, driest, and windiest continent on Earth. Antarctica is also the highest and lowest continent, with the highest peak, Mount Vinson, reaching 16,067 feet (4,892 meters) above sea level, and the lowest point, the Amundsen-Scott South Pole Station, at -12,131 feet (-3,794 meters) below sea level. Antarctica is home to the South Pole, the","{'Antarctica', 'Continent', 'UTC+03:00', 'UTC+07:00', 'instance of', 'located in time zone', 'Region'}",0.2857142857142857,0.2857142857142857,0.2857142857142857
"['<subj>Lille<rel>country<obj>France', '<subj>Lille<rel>located in the administrative territorial entity<obj>Arrondissement_of_Lille']",Lille is a French city located in the Arrondissement of Lille.,Lille is located in the administrative territorial entity Arrondissement_of_Lille. Lille is a city in France.,"Meet Lille! This football ⚽ player, who holds French citizenship 🇫🇷, is located in the administrative territorial entity Arrondissement_of_Lille.#Lille #Football #France","{'country', 'France', 'Arrondissement of Lille', 'Lille', 'located in the administrative territorial entity'}",0.4,0.8,0.8
"['<subj>George_W._Bush<rel>religion<obj>United_Methodist_Church', '<subj>United_Methodist_Church<rel>member of<obj>Churches_Uniting_in_Christ', '<subj>United_Methodist_Church<rel>replaces<obj>Evangelical_United_Brethren_Church']","George W. Bush, a member of the United Methodist Church, replaced the Evangelical United Brethren Church.",George W. Bush is a United Methodist Church. He is a member of Churches Uniting in Christ. He replaces the Evangelical United Brethren Church.,"George W. Bush was a member of the United Methodist Church, which replaced the Evangelical United Brethren Church. The United Methodist Church is a mainline Protestant denomination that traces its roots to the Methodist movement of the 18th century. The Evangelical United Brethren Church was a Protestant denomination that was formed in 1946 by the merger of the Evangelical Church in Germany and the United Brethren Church. The United Methodist Church is one of the largest Protestant denominations in the United States,","{'member of', 'George W. Bush', 'religion', 'Churches Uniting in Christ', 'United Methodist Church', 'replaces', 'Evangelical United Brethren Church'}",0.5714285714285714,0.8571428571428571,0.5714285714285714
"['<subj>The_Intouchables<rel>production company<obj>Gaumont_Film_Company', '<subj>Gaumont_Film_Company<rel>country<obj>France', '<subj>France<rel>emergency phone number<obj>112_(emergency_telephone_number)', '<subj>112_(emergency_telephone_number)<rel>country<obj>Andorra', '<subj>Gaumont_Film_Company<rel>instance of<obj>Organization', '<subj>Gaumont_Film_Company<rel>headquarters location<obj>Neuilly-sur-Seine', '<subj>Gaumont_Film_Company<rel>headquarters location<obj>Paris', '<subj>Gaumont_Film_Company<rel>founded by<obj>Léon_Gaumont', '<subj>Gaumont_Film_Company<rel>industry<obj>Film_industry']","The Intouchables was produced by Gaumont Film Company, which is a French organization. The headquarters of Gaumont Film Company are located in Neuilly-sur-Seine and Paris. Léon Gaumont founded Gaumont Film Company. Gaumont Film Company is an organization in the film industry.",The Intouchables is a French film production company. It is located in France. The emergency phone number in France is 112. The emergency phone number in Andorra is 112. The Intouchables is an organization. The headquarters location of the Intouchables is Neuilly-sur-Seine. The headquarters location of the Intouchables is Paris. The Intouchables was founded by Léon Gaumont. The industry of the Intouchables is Film industry.,"Meet The Intouchables! This production company 🎥, which is based in France 🇫🇷, is responsible for the emergency phone number 📞 112 🇦🇩. It is also a part of the Organization 📝 and has its headquarters in Neuilly-sur-Seine 🏙️ and Paris 🏙️. Léon Gaumont founded it in 1895 📆 and it is involved in the Film industry","{'country', 'headquarters location', 'industry', 'Gaumont Film Company', 'France', 'Léon Gaumont', '112 (emergency telephone number)', 'emergency phone number', 'Organization', 'Neuilly-sur-Seine', 'Film industry', 'instance of', 'founded by', 'Paris', 'The Intouchables', 'Andorra', 'production company'}",0.47058823529411764,0.7647058823529411,0.5882352941176471
"['<subj>Malta<rel>named after<obj>Honey', '<subj>Malta<rel>instance of<obj>Sovereign_state']",Malta is named after Honey. Malta is an instance of Sovereign_state.,Malta is named after Honey. Malta is an instance of Sovereign_state.,Malta is named after Honey. Malta is an instance of Sovereign_state.,"{'Malta', 'named after', 'instance of', 'Sovereign state', 'Honey'}",1.0,1.0,1.0
"['<subj>Penis<rel>has part<obj>Foreskin', '<subj>Foreskin<rel>part of<obj>Penis', '<subj>Foreskin<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary']","The foreskin is a part of the penis, and the penis is described by the Brockhaus and Efron Encyclopedic Dictionary.",The foreskin has a part called penis. The penis is a part of the foreskin. The foreskin is described by the Brockhaus and Efron Encyclopedic Dictionary.,"Meet the penis! This foreskin ⚾️ player, who holds part ⚾️ of ⚾️, was described by source ⚾️.#Penis #Foreskin #Brockhaus_and_Efron_Encyclopedic_Dictionary","{'has part', 'Penis', 'Foreskin', 'described by source', 'Brockhaus and Efron Encyclopedic Dictionary', 'part of'}",0.6666666666666666,0.6666666666666666,0.6666666666666666
"['<subj>Pioneer_plaque<rel>instance of<obj>Data_storage', '<subj>Data_storage<rel>subclass of<obj>Media_(communication)', '<subj>Media_(communication)<rel>has part<obj>Matter', '<subj>Media_(communication)<rel>used by<obj>Mass_media', '<subj>Matter<rel>has quality<obj>State_of_matter', '<subj>Matter<rel>has quality<obj>Temperature', '<subj>Matter<rel>part of<obj>Observable_universe']","The Pioneer plaque is an instance of data storage, which is a subclass of media (communication). Media (communication) has part matter, which has quality state of matter and temperature. Matter is part of observable universe.",Pioneer plaque is an instance of data storage. Data storage is a subclass of media (communication). Media (communication) has part matter. Matter has quality state of matter. Matter has quality temperature. Matter is part of observable universe.,"Meet Pioneer Plaque! This Data Storage 📚, which is a subclass of Media (communication) 📺, has part Matter 🌍, used by Mass Media 📺, has quality State of matter 🌍, has quality Temperature 🌍, and part of Observable Universe 🌍.#PioneerPlaque #DataStorage #MediaCommunication #Matter #Temperature #ObservableUniverse","{'has part', 'State of matter', 'Media (communication)', 'Pioneer plaque', 'Mass media', 'used by', 'instance of', 'has quality', 'subclass of', 'Temperature', 'Data storage', 'Observable universe', 'Matter', 'part of'}",0.8571428571428571,0.8571428571428571,0.9285714285714286
"['<subj>Champs-Élysées<rel>located in the administrative territorial entity<obj>Paris', '<subj>Champs-Élysées<rel>instance of<obj>Tourist_attraction']",The Champs-Élysées is located in the administrative territorial entity of Paris and is an instance of Tourist_attraction.,"The Champs-Élysées is a famous street in Paris, France. It is located in the administrative territorial entity of Paris and is an instance of a tourist attraction.","Champs-Élysées is a famous street in Paris, France. It is known for its luxury shops, cafes, and restaurants. The street is located in the 8th arrondissement of Paris and is a popular tourist destination. The street is named after the Champs-Élysées, a mythical plain in Greek mythology. The street is also known for its historical significance, as it was the site of the French Revolution and the Paris Commune. The street is also home to","{'Champs-Élysées', 'Tourist attraction', 'instance of', 'Paris', 'located in the administrative territorial entity'}",1.0,1.0,0.4
"['<subj>Wikidata<rel>operator<obj>Wikimedia_Foundation', '<subj>Wikimedia_Foundation<rel>country<obj>United_States', '<subj>United_States<rel>participant in<obj>Atomic_bombings_of_Hiroshima_and_Nagasaki']","The Wikimedia Foundation, based in the United States, is a non-profit organization that operates Wikipedia and other free knowledge projects. The organization was founded in 2003 by Jimmy Wales and Larry Sanger, and is governed by a board of trustees. The Wikimedia Foundation is a 501(c)(3) non-profit organization registered in the United States, and is a member of the Internet Society. The Wikimedia Foundation is a member of the Internet Society. The Wikimedia Foundation is a member of the Internet Society.","The Wikimedia Foundation is a non-profit organization based in the United States. It was founded in 2003 by Jimmy Wales and Larry Sanger. The organization operates Wikipedia, a free online encyclopedia in many languages. The Wikimedia Foundation is a participant in the Atomic bombings of Hiroshima and Nagasaki, which were two nuclear weapons attacks that occurred in August 1945. The attacks were carried out by the United States against the cities of Hiroshima and Nagasaki in Japan during World War II. The attacks","Wikimedia Foundation is a non-profit organization that operates Wikipedia and other free knowledge projects. It was founded in 2003 by Jimmy Wales and Larry Sanger. The organization is headquartered in San Francisco, California, United States. The Wikimedia Foundation is a 501(c)(3) non-profit organization and is governed by a board of trustees. The foundation is funded primarily through donations from individuals, corporations, and foundations. The Wikimedia Foundation is committed to the principles of free knowledge and open access to information.","{'country', 'Wikimedia Foundation', 'operator', 'United States', 'Wikidata', 'participant in', 'Atomic bombings of Hiroshima and Nagasaki'}",0.2857142857142857,0.5714285714285714,0.2857142857142857
"['<subj>Douglas_Adams<rel>instance of<obj>Human', '<subj>Douglas_Adams<rel>occupation<obj>Playwright']","Douglas Adams, an instance of Human, is an occupation of Playwright.","Douglas Adams was a British writer and comedian. He was born in Cambridge, England, on March 11, 1952. He was best known for his science fiction books, such as The Hitchhiker's Guide to the Galaxy and The Restaurant at the End of the Universe. He died on May 11, 2001, at the age of 49.","Meet Douglas Adams! This Playwright 📚, who is an instance of Human 🤖, was born on 11 March 1952.#DouglasAdams #Playwright #Human","{'Douglas Adams', 'Playwright', 'occupation', 'Human', 'instance of'}",1.0,0.2,0.8
