triples,academic,oral,twitter,seen,academic_coverage,oral_coverage,twitter_coverage
"['<subj>Paul_Otlet<rel>occupation<obj>Lawyer', '<subj>Paul_Otlet<rel>occupation<obj>Writer', '<subj>Paul_Otlet<rel>occupation<obj>Librarian']","Paul Otlet was a lawyer, writer, and librarian.","Paul Otlet was a lawyer, writer and librarian.","Paul Otlet was a lawyer, writer, and librarian. He was a pioneer in the field of information science and is considered the father of documentation. He was a prolific writer and published numerous books and articles on the subject. He was also a librarian and worked to improve library services.","{'Librarian', 'occupation', 'Writer', 'Lawyer', 'Paul Otlet'}",0.8,0.8,0.8
"['<subj>Germany<rel>located in or next to body of water<obj>Baltic_Sea', '<subj>Baltic_Sea<rel>basin country<obj>Germany', '<subj>Baltic_Sea<rel>basin country<obj>Russia', '<subj>Baltic_Sea<rel>basin country<obj>Finland']","Germany is located in or next to the Baltic Sea. The Baltic Sea is a basin country of Germany, Russia, and Finland.","Speaker A: Hey, I was looking into the... um... the Baltic Sea.
 Speaker B: Oh, yeah? The Baltic Sea... where is that?
 Speaker A: Well, its located in or next to body of water is Germany.
 Speaker B: Germany, right. And, uh, what about its basin country?
 Speaker A: Let's see... the basin country is Germany.
 Speaker B: Germany","Germany is located next to the Baltic Sea, which is also bordered by Russia and Finland.","{'Finland', 'Baltic Sea', 'located in or next to body of water', 'Germany', 'Russia', 'basin country'}",0.8333333333333334,0.6666666666666666,0.6666666666666666
"['<subj>World_War_II<rel>instance of<obj>World_war', '<subj>World_War_II<rel>has cause<obj>Adolf_Hitler', '<subj>World_War_II<rel>has cause<obj>Causes_of_World_War_II', '<subj>World_War_II<rel>has cause<obj>Treaty_of_Versailles']","World War II, an instance of a world war, was caused by Adolf Hitler and the Causes of World War II, as well as the Treaty of Versailles.","Speaker A: Hey, I was looking into the... um... the World War II.
 Speaker B: Oh, yeah? The World War II... what is it?
 Speaker A: Well, its instance of is World war.
 Speaker B: World war, right. And, uh, what about its cause?
 Speaker A: Let's see... the cause is Adolf Hitler.
 Speaker B: Adolf Hitler. Got it. And...","World War II was a global war that lasted from 1939 to 1945. It was the largest and deadliest war in history, with over 70 million people killed. The war was fought between the Allies and the Axis powers, with Adolf Hitler and the Treaty of Versailles being two of the main causes.","{'World war', 'Treaty of Versailles', 'Causes of World War II', 'Adolf Hitler', 'instance of', 'World War II', 'has cause'}",0.8571428571428571,0.5714285714285714,0.5714285714285714
"['<subj>Tours<rel>instance of<obj>Communes_of_France', '<subj>Tours<rel>shares border with<obj>La_Riche', '<subj>Tours<rel>shares border with<obj>Joué-lès-Tours', '<subj>Joué-lès-Tours<rel>twinned administrative body<obj>Santa_Maria_da_Feira']",Tours is an instance of Communes of France. It shares borders with La Riche and Joué-lès-Tours. Joué-lès-Tours is twinned with Santa Maria da Feira.,"Speaker A: Hey, I was looking into the... um... the Tours.
 Speaker B: Oh, yeah? The Tours... where is that?
 Speaker A: Well, its instance of is Communes of France.
 Speaker B: Communes of France, right. And, uh, what about its shares border with?
 Speaker A: Let's see... the shares border with is La Riche.
 Speaker B: La","Tours, a commune in France, shares borders with La Riche and Joué-lès-Tours. Joué-lès-Tours is twinned with Santa Maria da Feira.","{'Communes of France', 'Tours', 'Joué-lès-Tours', 'La Riche', 'instance of', 'twinned administrative body', 'Santa Maria da Feira', 'shares border with'}",0.75,0.625,0.5
"['<subj>Groningen<rel>twinned administrative body<obj>Kaliningrad', '<subj>Kaliningrad<rel>contains administrative territorial entity<obj>Leningradsky_Administrative_District,_Kaliningrad']","Groningen is twinned with the administrative body of Kaliningrad. Kaliningrad contains the administrative territorial entity of Leningradsky Administrative District, Kaliningrad.","Speaker A: Hey, I was looking into the... um... the Groningen.
 Speaker B: Oh, yeah? The Groningen... where is that?
 Speaker A: Well, its twinned administrative body is Kaliningrad.
 Speaker B: Kaliningrad, right. And, uh, what about its contains administrative territorial entity?
 Speaker A: Let's see... the contains administrative territorial entity is Leningradsky Administrative","Groningen is twinned with Kaliningrad, which contains the Leningradsky Administrative District.","{'contains administrative territorial entity', 'Kaliningrad', 'twinned administrative body', 'Leningradsky Administrative District, Kaliningrad', 'Groningen'}",0.6,0.8,0.4
"['<subj>Charles_Baudelaire<rel>influenced by<obj>Edgar_Allan_Poe', '<subj>Edgar_Allan_Poe<rel>place of birth<obj>Boston']",Charles Baudelaire was influenced by Edgar Allan Poe. Edgar Allan Poe was born in Boston.,"Speaker A: Charles Baudelaire was influenced by Edgar Allan Poe.
Speaker B: Really? I didn't know that. Where was Edgar Allan Poe born?
Speaker A: He was born in Boston.","Charles Baudelaire was influenced by Edgar Allan Poe, who was born in Boston.","{'Charles Baudelaire', 'place of birth', 'Edgar Allan Poe', 'influenced by', 'Boston'}",0.8,0.8,0.8
"['<subj>Solar_System<rel>parent astronomical body<obj>Sagittarius_A*', '<subj>Sagittarius_A*<rel>discoverer or inventor<obj>Robert_Hanbury_Brown', '<subj>Robert_Hanbury_Brown<rel>occupation<obj>Physicist', '<subj>Physicist<rel>instance of<obj>Profession', '<subj>Physicist<rel>field of this occupation<obj>Physics']",The Solar System is a parent astronomical body of Sagittarius A*. Robert Hanbury Brown is the discoverer or inventor of Sagittarius A*. Robert Hanbury Brown is a physicist. A physicist is an instance of a profession. Physics is the field of this occupation.,"Speaker A: Hey, did you know that the Solar System has a parent astronomical body?
 Speaker B: Really? What is it?
 Speaker A: It's Sagittarius A*.
 Speaker B: Sagittarius A*? I've never heard of it.
 Speaker A: Well, it was discovered by Robert Hanbury Brown.
 Speaker B: Robert Hanbury Brown? Who is he?
 Speaker","The Solar System is a parent astronomical body of Sagittarius A*, which was discovered by Robert Hanbury Brown, a physicist. Physicists are professionals who work in the field of physics.","{'Sagittarius A*', 'Robert Hanbury Brown', 'parent astronomical body', 'Solar System', 'occupation', 'Physics', 'discoverer or inventor', 'instance of', 'field of this occupation', 'Profession', 'Physicist'}",1.0,0.36363636363636365,0.6363636363636364
"['<subj>Fungus<rel>Code of nomenclature<obj>International_Code_of_Nomenclature_for_algae,_fungi,_and_plants', '<subj>Fungus<rel>taxon rank<obj>Kingdom_(biology)', '<subj>Fungus<rel>parent taxon<obj>Holomycota', '<subj>Holomycota<rel>instance of<obj>Clade', '<subj>Fungus<rel>instance of<obj>Taxon']","Fungi are a kingdom of organisms that are classified under the International Code of Nomenclature for algae, fungi, and plants. They are a taxon rank under the kingdom of Holomycota, which is an instance of the clade. Fungi are also an instance of the taxon.",,"Fungi are a kingdom of organisms that are classified under the International Code of Nomenclature for algae, fungi, and plants. They are a part of the Holomycota clade, which is a taxon that includes all fungi.","{'Fungus', 'parent taxon', 'International Code of Nomenclature for algae, fungi, and plants', 'Clade', 'Kingdom (biology)', 'Holomycota', 'Taxon', 'instance of', 'taxon rank', 'Code of nomenclature'}",0.7,0.0,0.5
"['<subj>George_Washington<rel>father<obj>Augustine_Washington', '<subj>Augustine_Washington<rel>child<obj>Betty_Washington_Lewis']","George Washington, the father of Augustine Washington, was born on February 22, 1732. Augustine Washington, the father of Betty Washington Lewis, was born on November 17, 1718.",George Washington's father was Augustine Washington. Augustine Washington had a child named Betty Washington Lewis.,"George Washington's father, Augustine Washington, had a child named Betty Washington Lewis.","{'George Washington', 'Betty Washington Lewis', 'Augustine Washington', 'child', 'father'}",0.8,1.0,1.0
"['<subj>Antarctica<rel>instance of<obj>Continent', '<subj>Antarctica<rel>instance of<obj>Region', '<subj>Antarctica<rel>located in time zone<obj>UTC+07:00', '<subj>Antarctica<rel>located in time zone<obj>UTC+03:00']",Antarctica is an instance of a continent and a region. It is located in time zones UTC+07:00 and UTC+03:00.,Antarctica is a continent. It is located in time zone UTC+07:00 and UTC+03:00.,Antarctica is a continent located in the Southern Hemisphere. It is the fifth-largest continent in the world and is surrounded by the Southern Ocean. It is located in the UTC+07:00 and UTC+03:00 time zones.,"{'Antarctica', 'Continent', 'UTC+03:00', 'UTC+07:00', 'instance of', 'located in time zone', 'Region'}",1.0,0.7142857142857143,0.5714285714285714
"['<subj>Lille<rel>country<obj>France', '<subj>Lille<rel>located in the administrative territorial entity<obj>Arrondissement_of_Lille']","Lille is a city located in France, specifically in the administrative territorial entity of Arrondissement of Lille.",,"Lille is a city located in the administrative territorial entity of Arrondissement of Lille, in the country of France.","{'country', 'France', 'Arrondissement of Lille', 'Lille', 'located in the administrative territorial entity'}",0.6,0.0,1.0
"['<subj>George_W._Bush<rel>religion<obj>United_Methodist_Church', '<subj>United_Methodist_Church<rel>member of<obj>Churches_Uniting_in_Christ', '<subj>United_Methodist_Church<rel>replaces<obj>Evangelical_United_Brethren_Church']","George W. Bush, a United Methodist Church member, is a member of the Churches Uniting in Christ. The United Methodist Church replaces the Evangelical United Brethren Church.","Speaker A: Hey, did you know that George W. Bush is a member of the United Methodist Church?
Speaker B: Really? I didn't know that.
Speaker A: Yeah, he is. And the United Methodist Church is a member of Churches Uniting in Christ.
Speaker B: Oh, that's interesting. And what about the Evangelical United Brethren Church?
Speaker A: Well, the United","George W. Bush is a member of the United Methodist Church, which is a part of the Churches Uniting in Christ. The United Methodist Church replaced the Evangelical United Brethren Church.","{'member of', 'George W. Bush', 'religion', 'Churches Uniting in Christ', 'United Methodist Church', 'replaces', 'Evangelical United Brethren Church'}",0.8571428571428571,0.7142857142857143,0.7142857142857143
"['<subj>The_Intouchables<rel>production company<obj>Gaumont_Film_Company', '<subj>Gaumont_Film_Company<rel>country<obj>France', '<subj>France<rel>emergency phone number<obj>112_(emergency_telephone_number)', '<subj>112_(emergency_telephone_number)<rel>country<obj>Andorra', '<subj>Gaumont_Film_Company<rel>instance of<obj>Organization', '<subj>Gaumont_Film_Company<rel>headquarters location<obj>Neuilly-sur-Seine', '<subj>Gaumont_Film_Company<rel>headquarters location<obj>Paris', '<subj>Gaumont_Film_Company<rel>founded by<obj>Léon_Gaumont', '<subj>Gaumont_Film_Company<rel>industry<obj>Film_industry']","The Gaumont Film Company, a French production company, was founded by Léon Gaumont. The company is headquartered in Neuilly-sur-Seine, Paris. The emergency phone number for France is 112.",,"The Intouchables, produced by Gaumont Film Company, is a French film. In France, the emergency phone number is 112, while in Andorra it is 112. Gaumont Film Company is an organization headquartered in Neuilly-sur-Seine and Paris, founded by Léon Gaumont.","{'country', 'headquarters location', 'industry', 'Gaumont Film Company', 'France', 'Léon Gaumont', '112 (emergency telephone number)', 'emergency phone number', 'Organization', 'Neuilly-sur-Seine', 'Film industry', 'instance of', 'founded by', 'Paris', 'The Intouchables', 'Andorra', 'production company'}",0.47058823529411764,0.0,0.5882352941176471
"['<subj>Malta<rel>named after<obj>Honey', '<subj>Malta<rel>instance of<obj>Sovereign_state']",Malta is named after honey. It is an instance of a sovereign state.,Malta is named after honey. It is an instance of a sovereign state.,"Malta, the honey-named country, is a sovereign state located in the Mediterranean Sea. #Malta #Honey #SovereignState","{'Malta', 'named after', 'instance of', 'Sovereign state', 'Honey'}",1.0,1.0,0.6
"['<subj>Penis<rel>has part<obj>Foreskin', '<subj>Foreskin<rel>part of<obj>Penis', '<subj>Foreskin<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary']",The foreskin is a part of the penis. It is described by the Brockhaus and Efron Encyclopedic Dictionary.,The foreskin is a part of the penis. It is described by the Brockhaus and Efron Encyclopedic Dictionary.,"The foreskin is a part of the penis, as described by the Brockhaus and Efron Encyclopedic Dictionary.","{'has part', 'Penis', 'Foreskin', 'described by source', 'Brockhaus and Efron Encyclopedic Dictionary', 'part of'}",0.6666666666666666,0.6666666666666666,0.6666666666666666
"['<subj>Pioneer_plaque<rel>instance of<obj>Data_storage', '<subj>Data_storage<rel>subclass of<obj>Media_(communication)', '<subj>Media_(communication)<rel>has part<obj>Matter', '<subj>Media_(communication)<rel>used by<obj>Mass_media', '<subj>Matter<rel>has quality<obj>State_of_matter', '<subj>Matter<rel>has quality<obj>Temperature', '<subj>Matter<rel>part of<obj>Observable_universe']","The Pioneer plaque is an instance of data storage, which is a subclass of media (communication). Media (communication) has part matter, which is used by mass media. Matter has quality state of matter and temperature, and is part of the observable universe.",The Pioneer plaque is an instance of data storage. Data storage is a subclass of media communication. Media communication has part matter. Media communication is used by mass media. Matter has quality state of matter. Matter has quality temperature. Matter is part of observable universe.,The Pioneer plaque is a type of data storage that is a subclass of media communication. It is used by mass media and has qualities such as state of matter and temperature.,"{'has part', 'State of matter', 'Media (communication)', 'Pioneer plaque', 'Mass media', 'used by', 'instance of', 'has quality', 'subclass of', 'Temperature', 'Data storage', 'Observable universe', 'Matter', 'part of'}",1.0,0.9285714285714286,0.5714285714285714
"['<subj>Champs-Élysées<rel>located in the administrative territorial entity<obj>Paris', '<subj>Champs-Élysées<rel>instance of<obj>Tourist_attraction']",The Champs-Élysées is a tourist attraction located in the administrative territorial entity of Paris.,"Speaker A: Hey, I was looking into the... um... the Champs-Élysées.
 Speaker B: Oh, yeah? The Champs-Élysées... where is that?
 Speaker A: Well, its located in the administrative territorial entity is Paris.
 Speaker B: Paris, right. And, uh, what about its instance of?
 Speaker A: Let's see... the instance of is Tourist_",The Champs-Élysées is a famous tourist attraction located in the administrative territorial entity of Paris.,"{'Champs-Élysées', 'Tourist attraction', 'instance of', 'Paris', 'located in the administrative territorial entity'}",0.8,0.8,0.8
"['<subj>Wikidata<rel>operator<obj>Wikimedia_Foundation', '<subj>Wikimedia_Foundation<rel>country<obj>United_States', '<subj>United_States<rel>participant in<obj>Atomic_bombings_of_Hiroshima_and_Nagasaki']","Wikidata is operated by the Wikimedia Foundation, which is based in the United States. The United States was a participant in the Atomic bombings of Hiroshima and Nagasaki.","Speaker A: Hey, I was looking into the... um... the Wikidata.
 Speaker B: Oh, yeah? The Wikidata... where is that?
 Speaker A: Well, its country is United States.
 Speaker B: United States, right. And, uh, what about its operator?
 Speaker A: Let's see... the operator is Wikimedia Foundation.
 Speaker B: Wikimedia Foundation. Got it. And... like","Wikidata is operated by the Wikimedia Foundation, which is based in the United States. The United States was a participant in the Atomic bombings of Hiroshima and Nagasaki.","{'country', 'Wikimedia Foundation', 'operator', 'United States', 'Wikidata', 'participant in', 'Atomic bombings of Hiroshima and Nagasaki'}",0.7142857142857143,0.7142857142857143,0.7142857142857143
"['<subj>Douglas_Adams<rel>instance of<obj>Human', '<subj>Douglas_Adams<rel>occupation<obj>Playwright']","Douglas Adams, an instance of a human, was a playwright.","Speaker A: Hey, I was looking into the... um... the Douglas Adams.
 Speaker B: Oh, yeah? The Douglas Adams... where is that?
 Speaker A: Well, its instance of is Human.
 Speaker B: Human, right. And, uh, what about its occupation?
 Speaker A: Let's see... the occupation is Playwright.
 Speaker B: Playwright. Got it. And... like",Douglas Adams was a human playwright.,"{'Douglas Adams', 'Playwright', 'occupation', 'Human', 'instance of'}",0.8,1.0,0.6
"['<subj>Prose<rel>described by source<obj>Granat_Encyclopedic_Dictionary', '<subj>Granat_Encyclopedic_Dictionary<rel>instance of<obj>Encyclopedic_dictionary']","The Granat Encyclopedic Dictionary is a Russian encyclopedic dictionary. It was published in 1910-1913, and was the first Russian encyclopedic dictionary. It was published in 11 volumes, and was edited by Vladimir Granat. The dictionary is described by the source as ""a monumental work, which has no equal in the world"".","Speaker A: Hey, I was looking into the... um... the Prose.
 Speaker B: Oh, yeah? The Prose... what about it?
 Speaker A: Well, its described by source is Granat Encyclopedic Dictionary.
 Speaker B: Granat Encyclopedic Dictionary, right. And, uh, what about its instance of?
 Speaker A: Let's see... the instance of is Encyclopedic dictionary.
 Speaker B",Granat Encyclopedic Dictionary describes Prose as an instance of Encyclopedic Dictionary.,"{'Prose', 'Granat Encyclopedic Dictionary', 'described by source', 'instance of', 'Encyclopedic dictionary'}",0.4,1.0,0.8
"['<subj>Portugal<rel>continent<obj>Europe', '<subj>Europe<rel>history of topic<obj>History_of_Europe', '<subj>Europe<rel>located in time zone<obj>Kaliningrad_Time', '<subj>Europe<rel>has part<obj>Eastern_Europe', '<subj>Eastern_Europe<rel>has part<obj>Poland']",Portugal is a country located in the continent of Europe. The history of Europe is a topic that has been studied for centuries. Europe is located in the time zone of Kaliningrad Time. Eastern Europe is a part of Europe and has the country of Poland as a part of it.,"Speaker A: Hey, do you know where Portugal is?
Speaker B: Yeah, it's in Europe.
Speaker A: Oh, Europe. I heard that it has a long history.
Speaker B: Yeah, the history of Europe is very long.
Speaker A: And, uh, what about the time zone?
Speaker B: The time zone is Kaliningrad Time.
Speaker A: And, uh,","Portugal is a country located in Europe, which has a rich history and is located in the Kaliningrad Time zone. Eastern Europe is a part of Europe and has countries like Poland.","{'Kaliningrad Time', 'has part', 'Portugal', 'continent', 'History of Europe', 'Eastern Europe', 'Poland', 'located in time zone', 'Europe', 'history of topic'}",0.7,0.4,0.5
"['<subj>Jack_Bauer<rel>educated at<obj>University_of_California,_Berkeley', '<subj>Jack_Bauer<rel>educated at<obj>Officer_Candidate_School_(United_States_Army)', '<subj>Jack_Bauer<rel>educated at<obj>University_of_California,_Los_Angeles', '<subj>University_of_California,_Los_Angeles<rel>instance of<obj>Campus']","Jack Bauer was educated at the University of California, Berkeley, Officer Candidate School (United States Army), and the University of California, Los Angeles. The University of California, Los Angeles is an instance of a campus.","Jack Bauer was educated at the University of California, Berkeley. He was also educated at the Officer Candidate School (United States Army). And he was educated at the University of California, Los Angeles. The University of California, Los Angeles is an instance of a campus.","Jack Bauer is a highly educated individual, having attended the University of California, Berkeley, Officer Candidate School (United States Army), and the University of California, Los Angeles. The University of California, Los Angeles is a campus that offers a wide range of academic programs.","{'Jack Bauer', 'University of California, Berkeley', 'Campus', 'educated at', 'instance of', 'University of California, Los Angeles', 'Officer Candidate School (United States Army)'}",1.0,1.0,0.7142857142857143
['<subj>Hydraulic_ram<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary'],The hydraulic ram was described by the Brockhaus and Efron Encyclopedic Dictionary.,The hydraulic ram is described by the Brockhaus and Efron Encyclopedic Dictionary.,The Hydraulic ram was described by the Brockhaus and Efron Encyclopedic Dictionary.,"{'Hydraulic ram', 'described by source', 'Brockhaus and Efron Encyclopedic Dictionary'}",0.6666666666666666,0.6666666666666666,0.6666666666666666
