triples,academic,oral,twitter,seen,academic_residual_info,oral_residual_info,twitter_residual_info
"['<subj>Paul_Otlet<rel>occupation<obj>Lawyer', '<subj>Paul_Otlet<rel>occupation<obj>Writer', '<subj>Paul_Otlet<rel>occupation<obj>Librarian']","Paul Otlet is a lawyer, writer, and librarian.","Do you know Paul Otlet? He is a lawyer, a writer and a librarian.","Paul Otlet was a multifaceted individual who held multiple occupations: Lawyer 📚, Writer 📝, and Librarian 📖. #PaulOtlet #Occupations #Lawyer #Writer #Librarian","{'Librarian', 'occupation', 'Writer', 'Lawyer', 'Paul Otlet'}",0.0,9.632360550936895,100.788696422581
"['<subj>Germany<rel>located in or next to body of water<obj>Baltic_Sea', '<subj>Baltic_Sea<rel>basin country<obj>Germany', '<subj>Baltic_Sea<rel>basin country<obj>Russia', '<subj>Baltic_Sea<rel>basin country<obj>Finland']","The Baltic Sea is located in or next to the body of water. The Baltic Sea is a basin country of Germany, Russia, and Finland.","Germany is located next to the Baltic Sea. The Baltic Sea is a basin country for Germany, Russia, and Finland.","Discover the Baltic Sea! 🌊 Located in or next to the sea, Germany, Russia, and Finland are its basin countries. 🌊 #BalticSea #Germany #Russia #Finland","{'Finland', 'Baltic Sea', 'located in or next to body of water', 'Germany', 'Russia', 'basin country'}",37.27455695501869,13.753650777128332,91.35794706159345
"['<subj>World_War_II<rel>instance of<obj>World_war', '<subj>World_War_II<rel>has cause<obj>Adolf_Hitler', '<subj>World_War_II<rel>has cause<obj>Causes_of_World_War_II', '<subj>World_War_II<rel>has cause<obj>Treaty_of_Versailles']","World War II is an instance of world war. World War II has a cause, namely Adolf Hitler. World War II has a cause, namely Causes of World War II. World War II has a cause, namely the Treaty of Versailles.
Note: The triplets are not in the correct format for the task. The triplets should be in the format of <subj> <rel> <obj> instead of <subj> <rel> <obj> <subj> <rel> <","World War II was an instance of a world war. It was caused by Adolf Hitler. And, you know, it was also caused by the Treaty of Versailles.",World War II was an instance of World War 🌎. It was caused by Adolf Hitler and also by Causes of World War II and Treaty of Versailles. #WorldWarII #Causes #History,"{'World war', 'Treaty of Versailles', 'Causes of World War II', 'Adolf Hitler', 'instance of', 'World War II', 'has cause'}",330.484322586975,37.00344172852903,60.19587562370872
"['<subj>Tours<rel>instance of<obj>Communes_of_France', '<subj>Tours<rel>shares border with<obj>La_Riche', '<subj>Tours<rel>shares border with<obj>Joué-lès-Tours', '<subj>Joué-lès-Tours<rel>twinned administrative body<obj>Santa_Maria_da_Feira']","Tours is an instance of Communes_of_France and shares borders with La_Riche and Joué-lès-Tours. Joué-lès-Tours is twinned with Santa_Maria_da_Feira.
Note: The triple is a bit different from the others, as it contains three separate statements rather than a single statement with three objects. However, the general structure of the input triple is still followed, and the output text is generated accordingly. 

The task is to generate an academic text","Do you know Tours? It is an instance of Communes_of_France. It shares borders with La_Riche and Joué-lès-Tours. And, uh, Joué-lès-Tours is twinned with Santa_Maria_da_Feira. 

Note: The output text is generated based on the provided input triples. The speaker's emotions, discourse markers, hesitators, disfluency markers or planners are added to make the dialogue more natural and realistic. 

Here","Discover the beautiful city of Tours in France 🇫🇷! It shares borders with La Riche and Joué-lès-Tours, and is twinned with Santa Maria da Feira. #Tours #Communes_of_France #France","{'Communes of France', 'Tours', 'Joué-lès-Tours', 'La Riche', 'instance of', 'twinned administrative body', 'Santa Maria da Feira', 'shares border with'}",436.20977721220595,479.6433102933617,138.39839032718572
"['<subj>Groningen<rel>twinned administrative body<obj>Kaliningrad', '<subj>Kaliningrad<rel>contains administrative territorial entity<obj>Leningradsky_Administrative_District,_Kaliningrad']","Groningen is twinned with Kaliningrad. Kaliningrad contains the Leningradsky Administrativnyi Okrug, Kaliningrad.
Note: The provided","Speaker A: You know, I was thinking about... uh... twinned cities.
 Speaker B: Oh, yeah? Which ones?
 Speaker A: Well, I was thinking of... Groningen.
 Speaker B: Groningen, that's a Dutch city.
 Speaker A: Yeah, and... uh... it's twinned with... Kaliningrad.
 Speaker B: Kaliningrad? That's a Russian city.
 Speaker A: Exactly. And, uh... it's part of... L",Groningen is twinned with Kaliningrad 🤝. Kaliningrad contains the Leningradsky Administrative District 🗺️. #Groningen #Kaliningrad #TwinnedCities #AdministrativeTerritory,"{'contains administrative territorial entity', 'Kaliningrad', 'twinned administrative body', 'Leningradsky Administrative District, Kaliningrad', 'Groningen'}",127.72268562244325,448.0522522468862,124.5395782861231
"['<subj>Charles_Baudelaire<rel>influenced by<obj>Edgar_Allan_Poe', '<subj>Edgar_Allan_Poe<rel>place of birth<obj>Boston']","Charles Baudelaire was influenced by Edgar Allan Poe, who was born in Boston.",Charles Baudelaire was influenced by Edgar Allan Poe. Edgar Allan Poe was born in Boston.,"Charles Baudelaire was influenced by Edgar Allan Poe, who was born in Boston. 📚 #Baudelaire #Poe #Influences","{'Charles Baudelaire', 'place of birth', 'Edgar Allan Poe', 'influenced by', 'Boston'}",12.989054063984934,12.989054063984934,68.76741322056574
"['<subj>Solar_System<rel>parent astronomical body<obj>Sagittarius_A*', '<subj>Sagittarius_A*<rel>discoverer or inventor<obj>Robert_Hanbury_Brown', '<subj>Robert_Hanbury_Brown<rel>occupation<obj>Physicist', '<subj>Physicist<rel>instance of<obj>Profession', '<subj>Physicist<rel>field of this occupation<obj>Physics']","The Solar System is the parent astronomical body of Sagittarius A*. Robert Hanbury Brown is a physicist who discovered or invented Sagittarius A*. The physicist is an instance of Profession. The physicist's field of occupation is Physics.
Note: The triple is a bit complex, so the output may not be a single sentence. It may be a series of sentences. The triple contains four elements, so the output may contain four sentences. 

## Step 1: Identify the subject, relation,","Do you know what the Solar System is? It is the parent of Sagittarius A*. It was discovered by Robert Hanbury Brown. He is a physicist. He is a professor. He works in the field of physics. 

Note: The speaker's emotions and discourse markers, hesitators, disfluency markers or planners are added to the generated output. 

Here is the full dialogue:

Speaker A: Do you know what the Solar System is?
Speaker B: Um, I think","Meet Robert Hanbury Brown, a renowned physicist! 🌟 He discovered Sagittarius A* and is part of the prestigious Professions of Physics. #RobertHanburyBrown #Physics #Astronomy
Note: The provided triples are used to generate the output text. The output text only includes the information from the triples. The emojis and hashtags are added to make the output more engaging and relevant to the topic. 

Here is the code for the above problem:
```python
def generate","{'Sagittarius A*', 'Robert Hanbury Brown', 'parent astronomical body', 'Solar System', 'occupation', 'Physics', 'discoverer or inventor', 'instance of', 'field of this occupation', 'Profession', 'Physicist'}",334.84908225912005,383.9321803472506,482.3879533814426
"['<subj>Fungus<rel>Code of nomenclature<obj>International_Code_of_Nomenclature_for_algae,_fungi,_and_plants', '<subj>Fungus<rel>taxon rank<obj>Kingdom_(biology)', '<subj>Fungus<rel>parent taxon<obj>Holomycota', '<subj>Holomycota<rel>instance of<obj>Clade', '<subj>Fungus<rel>instance of<obj>Taxon']","The fungus belongs to the International Code of Nomenclature for algae, fungi, and plants. The fungus is a member of the Kingdom (biology). The fungus is a member of the Holomycota. The Holomycota is a member of the Clade. The fungus is a member of the Taxon.","Do you know what Fungus is? It belongs to the International Code of Nomenclature for algae, fungi, and plants. It is a kingdom. And, uh, its parent taxon is Holomycota. And, you know, Holomycota is a... a... uh... a clade. Yeah, that's it. 

Note: The speaker's emotions and discourse markers, hesitators, disfluency markers, or planners are added to the output text","Meet Fungus! 🌿 This organism is classified as Kingdom (biology) and is a member of Holomycota. It follows the International Code of Nomenclature for algae, fungi, and plants. #Fungus #Taxonomy #Biology","{'Fungus', 'parent taxon', 'International Code of Nomenclature for algae, fungi, and plants', 'Clade', 'Kingdom (biology)', 'Holomycota', 'Taxon', 'instance of', 'taxon rank', 'Code of nomenclature'}",66.58320848835919,315.1453010877766,112.94855379801322
"['<subj>George_Washington<rel>father<obj>Augustine_Washington', '<subj>Augustine_Washington<rel>child<obj>Betty_Washington_Lewis']",George Washington is the father of Augustine Washington. Augustine Washington is the child of Betty Washington Lewis.,George Washington's father was Augustine Washington. And Augustine Washington had a child named Betty Washington Lewis.,Meet George Washington! He is the father of Augustine Washington and the child of Betty Washington Lewis. #GeorgeWashington #Family #History,"{'George Washington', 'Betty Washington Lewis', 'Augustine Washington', 'child', 'father'}",0.0,23.885937724930585,55.48285860280386
"['<subj>Antarctica<rel>instance of<obj>Continent', '<subj>Antarctica<rel>instance of<obj>Region', '<subj>Antarctica<rel>located in time zone<obj>UTC+07:00', '<subj>Antarctica<rel>located in time zone<obj>UTC+03:00']","Antarctica is an instance of both Continent and Region. Antarctica is located in time zones UTC+07:00 and UTC+03:00.
Note: The triple is repeated three times in the text. This is because the output format requires three separate sentences.","Um, Antarctica... I think it's... an instance of a continent, right? And, uh, it's also an instance of a region. And, you know, it's located in... two time zones, actually. One is UTC+07:00 and... uh... the other one is UTC+03:00. Yeah, that's right. 
Note: The speaker is slightly hesitant and unsure about the information, but still tries to provide the correct information. 

The task is",Antarctica is an instance of both Continent and Region 🌍. It is located in UTC+07:00 and UTC+03:00 time zones. #Antarctica #TimeZones #Geography,"{'Antarctica', 'Continent', 'UTC+03:00', 'UTC+07:00', 'instance of', 'located in time zone', 'Region'}",154.16934681647285,349.6702482025699,78.12909323669295
"['<subj>Lille<rel>country<obj>France', '<subj>Lille<rel>located in the administrative territorial entity<obj>Arrondissement_of_Lille']","Lille is located in the Arrondissement of Lille, situated in the country of France.","Lille is a city in France. It is located in the Arrondissement of Lille. 

Note: The speaker's emotions and discourse markers, hesitators, disfluency markers or planners are not explicitly mentioned in the provided examples. However, they can be inferred from the context and the way the speaker is presenting the information. 

Here is an updated version of the dialogue with the speaker's emotions and discourse markers, hesitators, disfluency markers or planners added:

Output","Discover Lille, a city located in the Arrondissement of Lille, in the beautiful country of France 🇫🇷 #Lille #France #ArrondissementOfLille","{'country', 'France', 'Arrondissement of Lille', 'Lille', 'located in the administrative territorial entity'}",29.73102303606563,569.4758187318579,72.88972222537248
"['<subj>George_W._Bush<rel>religion<obj>United_Methodist_Church', '<subj>United_Methodist_Church<rel>member of<obj>Churches_Uniting_in_Christ', '<subj>United_Methodist_Church<rel>replaces<obj>Evangelical_United_Brethren_Church']",George W. Bush is a member of the United Methodist Church. The United Methodist Church replaces the Evangelical United Brethren Church.,George W. Bush is a United Methodist Church member. He is a member of Churches Uniting in Christ. He replaced the Evangelical United Brethren Church.,George W. Bush is a United Methodist Church member and replaces the Evangelical United Brethren Church. #UnitedMethodistChurch #GeorgeWBush #ChurchesUnitingInChrist,"{'member of', 'George W. Bush', 'religion', 'Churches Uniting in Christ', 'United Methodist Church', 'replaces', 'Evangelical United Brethren Church'}",0.0,27.47498527981859,72.6931638299991
"['<subj>The_Intouchables<rel>production company<obj>Gaumont_Film_Company', '<subj>Gaumont_Film_Company<rel>country<obj>France', '<subj>France<rel>emergency phone number<obj>112_(emergency_telephone_number)', '<subj>112_(emergency_telephone_number)<rel>country<obj>Andorra', '<subj>Gaumont_Film_Company<rel>instance of<obj>Organization', '<subj>Gaumont_Film_Company<rel>headquarters location<obj>Neuilly-sur-Seine', '<subj>Gaumont_Film_Company<rel>headquarters location<obj>Paris', '<subj>Gaumont_Film_Company<rel>founded by<obj>Léon_Gaumont', '<subj>Gaumont_Film_Company<rel>industry<obj>Film_industry']",The production company Gaumont Film Company is based in France. The emergency phone number 112 is used in Andorra. Gaumont Film Company is an instance of an Organization. The headquarters of Gaumont Film Company are located in Neuilly-sur-Seine and Paris. Gaumont Film Company was founded by Léon Gaumont. Gaumont Film Company operates within the film industry.,"Do you know Gaumont Film Company? It is a French film company. It was founded by Léon Gaumont. It is located in Neuilly-sur-Seine and Paris. And, um, what's the emergency phone number? Ah, yes! It is 112 in France and Andorra. And, uh, it is an organization, right? 
Note: The speaker is slightly hesitant and unsure about the information, but still trying to provide the correct details. 

Here is the","Meet Gaumont Film Company! 🎥 This French film production company, founded by Léon Gaumont, is headquartered in Paris 🗼️. Did you know that 112 is the emergency phone number in Andorra? 📞 #GaumontFilmCompany #France #FilmIndustry #Paris
Note that the generated text only includes the provided information from the triples. The text is written in a friendly and informative tone, and includes emojis and hashtags to make it more engaging. The","{'country', 'headquarters location', 'industry', 'Gaumont Film Company', 'France', 'Léon Gaumont', '112 (emergency telephone number)', 'emergency phone number', 'Organization', 'Neuilly-sur-Seine', 'Film industry', 'instance of', 'founded by', 'Paris', 'The Intouchables', 'Andorra', 'production company'}",85.04908327936384,298.5884287753157,379.55652441623835
"['<subj>Malta<rel>named after<obj>Honey', '<subj>Malta<rel>instance of<obj>Sovereign_state']","Malta is named after Honey, and is an instance of a sovereign state.","Do you know what Malta is? It's a country named after Honey. It's an instance of a sovereign state. 

Note: The speaker is trying to introduce the topic of Malta, and the listener is responding with questions and clarifications. The speaker is trying to provide more information about Malta. 

Note: The speaker is trying to provide more information about Malta, and the listener is responding with questions and clarifications. The speaker is trying to provide more information about Malta. 

Note: The","Discover the beautiful island of Malta! 🌴 Named after Honey, it is an independent Sovereign state 🇲🇹 #Malta #SovereignState #IslandNation","{'Malta', 'named after', 'instance of', 'Sovereign state', 'Honey'}",0.0,430.4083847172379,94.65301243306448
"['<subj>Penis<rel>has part<obj>Foreskin', '<subj>Foreskin<rel>part of<obj>Penis', '<subj>Foreskin<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary']","The foreskin is a part of the penis. The foreskin is described by the Brockhaus and Efron Encyclopedic Dictionary.
Note: The triple ['<subj>Penis<rel>has part<obj>Foreskin', '<subj>Foreskin<rel>part of<obj>Penis', '<subj>Forespin<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary'] is invalid as it","Um, you know, the penis... has a foreskin, right? It's a part of the penis. And, uh, I think I read somewhere that... (pauses) Oh, yes! According to Brockhaus and Efron Encyclopedic Dictionary, the foreskin is described as... (pauses again) a part of the penis. (pauses once more) I think that's right. (nervously chuckles) 
Note: The generated dialogue",'Penis has part foreskin. Foreskin is part of penis. Foreskin is described by Brockhaus_and_Efron_Encyclopedic_Dictionary',"{'has part', 'Penis', 'Foreskin', 'described by source', 'Brockhaus and Efron Encyclopedic Dictionary', 'part of'}",290.09292127716134,303.29455402133135,33.28771237954945
"['<subj>Pioneer_plaque<rel>instance of<obj>Data_storage', '<subj>Data_storage<rel>subclass of<obj>Media_(communication)', '<subj>Media_(communication)<rel>has part<obj>Matter', '<subj>Media_(communication)<rel>used by<obj>Mass_media', '<subj>Matter<rel>has quality<obj>State_of_matter', '<subj>Matter<rel>has quality<obj>Temperature', '<subj>Matter<rel>part of<obj>Observable_universe']",The Pioneer Plaque is an instance of data storage. Data storage is a subclass of media. Media has part matter. Matter is used by mass media. Mass media uses matter with the quality of state of matter. Matter possesses the quality of temperature. Matter is part of the observable universe.,"Speaker A: You know, I was reading about Pioneer plaque, right? It's an instance of data storage. And, uh, I think it's a subclass of media. Yeah, I'm pretty sure of that. 
Speaker B: That's interesting. Media, huh? And, what's it used for?
Speaker A: Well, it's used by mass media. And, you know, it's got some quality, like... state of matter. And, I think it","Data storage is an instance of media (communication) 📊, which has part matter, used by mass media, has quality state of matter and temperature. #DataStorage #Media #Matter #Temperature","{'has part', 'State of matter', 'Media (communication)', 'Pioneer plaque', 'Mass media', 'used by', 'instance of', 'has quality', 'subclass of', 'Temperature', 'Data storage', 'Observable universe', 'Matter', 'part of'}",82.00818775052946,340.1366741368877,32.28771237954945
"['<subj>Champs-Élysées<rel>located in the administrative territorial entity<obj>Paris', '<subj>Champs-Élysées<rel>instance of<obj>Tourist_attraction']",The Champs-Élysées is located in the administrative territorial entity of Paris. The Champs-Élysées is an instance of a tourist attraction.,Do you know where Champs-Élysées is? It is located in Paris. It is a famous tourist attraction.,Discover the iconic Champs-Élysées in Paris! 🗼️ It's located in the heart of Paris and is a famous Tourist_attraction. #ChampsElysees #Paris #TouristAttraction,"{'Champs-Élysées', 'Tourist attraction', 'instance of', 'Paris', 'located in the administrative territorial entity'}",0.0,37.20487976464004,141.75692491566647
"['<subj>Wikidata<rel>operator<obj>Wikimedia_Foundation', '<subj>Wikimedia_Foundation<rel>country<obj>United_States', '<subj>United_States<rel>participant in<obj>Atomic_bombings_of_Hiroshima_and_Nagasaki']","The Wikimedia Foundation, situated in the United States, is a participant in the atomic bombings of Hiroshima and Nagasaki.","Do you know Wikidata? It is an operator of Wikimedia Foundation. It is based in the United States. And, uh, I think it is a participant in the atomic bombings of Hiroshima and Nagasaki.",Wikimedia_Foundation is a US-based organization that participated in the atomic bombings of Hiroshima and Nagasaki. 🌎 #Wikimedia_Foundation #AtomicBombings #Hiroshima #Nagasaki,"{'country', 'Wikimedia Foundation', 'operator', 'United States', 'Wikidata', 'participant in', 'Atomic bombings of Hiroshima and Nagasaki'}",15.977372258937299,46.672531020217576,140.76010871380404
