triples,academic,oral,twitter
"['<subj>Paul_Otlet<rel>occupation<obj>Lawyer', '<subj>Paul_Otlet<rel>occupation<obj>Writer', '<subj>Paul_Otlet<rel>occupation<obj>Librarian']","Paul Otlet is a multifaceted individual, whose occupations encompass the roles of a lawyer, a writer, and a librarian.","Paul Otlet, he was, uh, a lawyer, I think, and, hmm, also a writer, and, oh, a librarian, too. Yeah, he had multiple occupations. 
Note: The output text should be a dialogue between two or more speakers.","Meet Paul Otlet! 📚 He is a multi-talented individual who works as a Lawyer 👮, Writer 📝, and Librarian 📖! #PaulOtlet #Multitalented #Professions"
"['<subj>Germany<rel>located in or next to body of water<obj>Baltic_Sea', '<subj>Baltic_Sea<rel>basin country<obj>Germany', '<subj>Baltic_Sea<rel>basin country<obj>Russia', '<subj>Baltic_Sea<rel>basin country<obj>Finland']","Germany is located in or next to the Baltic Sea. The Baltic Sea is situated in the basin countries of Germany, Russia, and Finland.  These countries are the basin countries of the Baltic Sea.","Speaker A: So, Germany... where is it located? 
 Speaker B: Ah, Germany... it's located in or next to the Baltic Sea.
 Speaker A: That's right! And, um, which countries are basin countries of the Baltic Sea?
 Speaker B: Let me think... Germany, for sure... and, uh, Russia... and Finland, I believe.
 Speaker A: Exactly! So, the Baltic Sea... its basin countries are Germany, Russia, and Finland.
 Speaker B",'Did you know that Germany 🇩🇪 is located next to the Baltic Sea 🌊? The Baltic Sea also borders Russia 🇷🇺 and Finland 🇫🇮! #BalticSea #Germany #Russia #Finland'
"['<subj>World_War_II<rel>instance of<obj>World_war', '<subj>World_War_II<rel>has cause<obj>Adolf_Hitler', '<subj>World_War_II<rel>has cause<obj>Causes_of_World_War_II', '<subj>World_War_II<rel>has cause<obj>Treaty_of_Versailles']","World War II is an instance of a world war. The causes of World War II include Adolf Hitler, the Causes of World War II, and the Treaty of Versailles.","Speaker A: So, you know, World War II... it's, like, an instance of a world war, right? 
 Speaker B: Yeah, that's right. 
 Speaker A: And, um, what about its causes? 
 Speaker B: Well, there are several, I think. 
 Speaker A: Like what? 
 Speaker B: Hmmm... Adolf Hitler, for one. 
 Speaker A: That's right. And, uh, what else? 
 Speaker B","World War II, a global conflict 🌎, was caused by factors including Adolf Hitler, the Treaty of Versailles & other Causes of World War II 🤯 #WorldWarII #History #CausesOfWar"
"['<subj>Tours<rel>instance of<obj>Communes_of_France', '<subj>Tours<rel>shares border with<obj>La_Riche', '<subj>Tours<rel>shares border with<obj>Joué-lès-Tours', '<subj>Joué-lès-Tours<rel>twinned administrative body<obj>Santa_Maria_da_Feira']",Tours is an instance of Communes of France. Tours shares a border with La Riche and Joué-lès-Tours. Joué-lès-Tours is twinned with Santa Maria da Feira.,"Speaker A: So, I was thinking of visiting Tours. 
Speaker B: Oh, Tours! It's a commune in France, right? 
Speaker A: Yeah, that's right. And, um, it shares a border with... La Riche and... Joué-lès-Tours. 
Speaker B: Okay, got it. And, uh, what about Joué-lès-Tours? Is it twinned with any other city? 
Speaker A: Ah, yeah!","Did you know that Tours, a commune in France 🇫🇷, shares borders with La Riche & Joué-lès-Tours? 🗺️ Meanwhile, Joué-lès-Tours is twinned with Santa Maria da Feira! 🌎 #Tours #LaRiche #JouéLèsTours #SantaMariaDaFeira #CommunesOfFrance #France #TwinnedCities #BorderingCities"
"['<subj>Groningen<rel>twinned administrative body<obj>Kaliningrad', '<subj>Kaliningrad<rel>contains administrative territorial entity<obj>Leningradsky_Administrative_District,_Kaliningrad']","Groningen is twinned with the administrative body of Kaliningrad. Kaliningrad contains the administrative territorial entity of Leningradsky Administrative District, Kaliningrad.","'Hey, did you know that Groningen is twinned with Kaliningrad? And, uh, Kaliningrad... it contains, like, the Leningradsky Administrative District, right?'","Groningen is twinned with Kaliningrad, which contains the Leningradsky Administrative District! 🌎 #Groningen #Kaliningrad #LeningradskyAdministrativeDistrict
Please generate a new tweet based on the following"
"['<subj>Charles_Baudelaire<rel>influenced by<obj>Edgar_Allan_Poe', '<subj>Edgar_Allan_Poe<rel>place of birth<obj>Boston']","Charles Baudelaire was influenced by Edgar Allan Poe, who was born in Boston. 

Note: The output text should be a formal academic text. 
Please generate an output text based on the following","I'm reading about Charles Baudelaire, and, um, apparently he was influenced by, you know, Edgar Allan Poe. And, uh, I was wondering, where was Edgar Allan Poe born? Ah, yes, Boston.","Did you know that Charles Baudelaire was influenced by Edgar Allan Poe, who was born in Boston? 📚 #CharlesBaudelaire #EdgarAllanPoe #LiteraryLegends #Boston"
"['<subj>Solar_System<rel>parent astronomical body<obj>Sagittarius_A*', '<subj>Sagittarius_A*<rel>discoverer or inventor<obj>Robert_Hanbury_Brown', '<subj>Robert_Hanbury_Brown<rel>occupation<obj>Physicist', '<subj>Physicist<rel>instance of<obj>Profession', '<subj>Physicist<rel>field of this occupation<obj>Physics']","The Solar System is a constituent of the Sagittarius A* astronomical body. Sagittarius A* was discovered by Robert Hanbury Brown, who is a physicist by occupation. The profession of physicist is an instance of a profession, and the field of this occupation is physics.","Oh my god, you know, I was reading about the Solar System, right? And, um, its parent astronomical body is... Sagittarius A*. I mean, have you heard of it? Anyway, Sagittarius A* was, like, discovered by... Robert Hanbury Brown. And, oh, he's a physicist, you know? I mean, being a physicist is a profession, of course. And, uh, physicists work in the field of physics, which is","Did you know that our Solar System's parent astronomical body is Sagittarius A*? 🌠 It was discovered by Robert Hanbury Brown, a renowned Physicist! 🚀 #SolarSystem #SagittariusA #RobertHanburyBrown #Physicist #Physics #SpaceExploration  #Astronomy #Galaxy  #Stars #Profession #Occupation #Science  #Discovery #Universe #Cosmos #Astronomer #Space #Research"
"['<subj>Fungus<rel>Code of nomenclature<obj>International_Code_of_Nomenclature_for_algae,_fungi,_and_plants', '<subj>Fungus<rel>taxon rank<obj>Kingdom_(biology)', '<subj>Fungus<rel>parent taxon<obj>Holomycota', '<subj>Holomycota<rel>instance of<obj>Clade', '<subj>Fungus<rel>instance of<obj>Taxon']","Fungus adheres to the International Code of Nomenclature for algae, fungi, and plants, as stipulated by the code of nomenclature. Fungus is classified as a taxon of the rank of Kingdom. The parent taxon of Fungus is Holomycota, which is an instance of a clade. Fungus is an instance of a taxon. 
Note: The output text should be a formal academic text. The text should be written in","Oh, I'm trying to, uh, learn about Fungus, you know? So, Fungus, it follows the, hmm, what's it called... International Code of Nomenclature for algae, fungi, and plants, that's right! And, um, its taxon rank is Kingdom, I think. Yeah, it's a Kingdom. And, let me see... its parent taxon is Holomycota. Now, Holomycota, that's","Did you know that Fungus follows the International Code of Nomenclature for algae, fungi, and plants? 🌿 It's classified under the Kingdom rank & its parent taxon is Holomycota, which is a clade! 🌱 #Fungus #Biology #Taxonomy #Holomycota"
"['<subj>George_Washington<rel>father<obj>Augustine_Washington', '<subj>Augustine_Washington<rel>child<obj>Betty_Washington_Lewis']",George Washington's father was Augustine Washington. Augustine Washington was the parent of Betty Washington Lewis.,"So, George Washington's father, um, I think it was Augustine Washington, right? And, uh, Augustine Washington had a child, let me see... it was Betty Washington Lewis. Yeah, that's it!",Did you know that George Washington's father was Augustine Washington? 🤔 Augustine Washington was also the parent of Betty Washington Lewis 👪 #GeorgeWashington #AugustineWashington #BettyWashingtonLewis
"['<subj>Antarctica<rel>instance of<obj>Continent', '<subj>Antarctica<rel>instance of<obj>Region', '<subj>Antarctica<rel>located in time zone<obj>UTC+07:00', '<subj>Antarctica<rel>located in time zone<obj>UTC+03:00']","Antarctica is an instance of a continent and a region. Additionally, it is located in the time zones UTC+07:00 and UTC+03:00.","Speaker A: So, I was reading about... uh... Antarctica. 
 Speaker B: Yeah? What about it?
 Speaker A: Well, it's an instance of... a continent, right? And also a region.
 Speaker B: That's right. I think it's... um... in multiple time zones, isn't it?
 Speaker A: Exactly! It's in... let me see... UTC+07:00 and UTC+03:00.
 Speaker B: Okay, got it",Did you know that Antarctica is a continent 🌍 & a region 🌎? It's located in multiple time zones: UTC+07:00 & UTC+03:00! 🕰️ #Antarctica #Continent #Region #TimeZones
"['<subj>Lille<rel>country<obj>France', '<subj>Lille<rel>located in the administrative territorial entity<obj>Arrondissement_of_Lille']","Lille, located in the administrative territorial entity of Arrondissement of Lille, is situated in France.","So, Lille... it's, uh, located in France, right? And, specifically, it's in the Arrondissement of Lille. Yeah, that's where Lille is.","Discover Lille, a beautiful city located in the Arrondissement of Lille, France 🇫🇷 #Lille #France #ArrondissementOfLille"
"['<subj>George_W._Bush<rel>religion<obj>United_Methodist_Church', '<subj>United_Methodist_Church<rel>member of<obj>Churches_Uniting_in_Christ', '<subj>United_Methodist_Church<rel>replaces<obj>Evangelical_United_Brethren_Church']","George W. Bush is affiliated with the United Methodist Church. The United Methodist Church is a member of Churches Uniting in Christ. Furthermore, the United Methodist Church has replaced the Evangelical United Brethren Church.","Speaker A: So, George W. Bush... what's his religion? 
 Speaker B: Ah, yeah... George W. Bush... he is a member of the United Methodist Church. 
 Speaker A: United Methodist Church... what's that? 
 Speaker B: Well, the United Methodist Church... it's a member of... uh... Churches Uniting in Christ. 
 Speaker A: Churches Uniting in Christ... okay. And, um, what about the Evangelical United Brethren Church",Did you know that George W. Bush is a member of the United Methodist Church? 🙏 The United Methodist Church is part of Churches Uniting in Christ and was formed after replacing the Evangelical United Brethren Church. #GeorgeWBush #UnitedMethodistChurch #ChurchesUnitingInChrist #EvangelicalUnitedBrethrenChurch
"['<subj>The_Intouchables<rel>production company<obj>Gaumont_Film_Company', '<subj>Gaumont_Film_Company<rel>country<obj>France', '<subj>France<rel>emergency phone number<obj>112_(emergency_telephone_number)', '<subj>112_(emergency_telephone_number)<rel>country<obj>Andorra', '<subj>Gaumont_Film_Company<rel>instance of<obj>Organization', '<subj>Gaumont_Film_Company<rel>headquarters location<obj>Neuilly-sur-Seine', '<subj>Gaumont_Film_Company<rel>headquarters location<obj>Paris', '<subj>Gaumont_Film_Company<rel>founded by<obj>Léon_Gaumont', '<subj>Gaumont_Film_Company<rel>industry<obj>Film_industry']",The Intouchables was produced by the Gaumont Film Company. The Gaumont Film Company is situated in France. The Gaumont Film Company is an instance of an organization. The headquarters of the Gaumont Film Company are located in Neuilly-sur-Seine and Paris. The Gaumont Film Company was founded by Léon Gaumont and operates within the film industry.  Note that the information regarding the emergency phone number and the country of Andorra is not relevant to the Gaumont Film Company or,"Speaker A: Hey, have you seen The Intouchables? 
 Speaker B: Yeah, I loved it! It's produced by... um... Gaumont Film Company.
 Speaker A: That's right! And, uh, where is Gaumont Film Company from?
 Speaker B: I think it's from France.
 Speaker A: France, okay. So, if I'm in France and I need help, what's the emergency number?
 Speaker B: Ah, that's an easy one...","🎥 The Intouchables, a film by Gaumont Film Company 🇫🇷, a French organization founded by Léon Gaumont, based in Neuilly-sur-Seine & Paris! 🎬 #TheIntouchables #GaumontFilmCompany #FrenchCinema #FilmIndustry #NeuillySurSeine #Paris #LeonGaumont #France #FilmLovers #Cinema #MovieMagic #FrenchFilm #Organization #FilmCompany #Léon"
"['<subj>Malta<rel>named after<obj>Honey', '<subj>Malta<rel>instance of<obj>Sovereign_state']","Malta is named after Honey. Malta is an instance of a sovereign state. 

Note: The code should be able to handle multiple input triples and generate a formal academic text based on the provided information. 

Here is a Python code that can be used as a starting point:
```python
def generate_text(triples):
    # Initialize an empty list to store the sentences
    sentences = []
    
    # Iterate over each triple in the input list
    for triple in triples:
        # Extract","Um, so, I was reading about Malta, and, apparently, it's named after, you know, honey. Yeah, that's right. And, uh, it's also an instance of a sovereign state, I think. Yeah, that's it.","Malta, named after Honey 🍯, is an instance of a Sovereign state 🌎 #Malta #Honey #SovereignState"
"['<subj>Penis<rel>has part<obj>Foreskin', '<subj>Foreskin<rel>part of<obj>Penis', '<subj>Foreskin<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary']","The penis has a part referred to as the foreskin. The foreskin is a part of the penis. Furthermore, the foreskin is described by the Brockhaus and Efron Encyclopedic Dictionary.","So, I was reading this, uh, Brockhaus and Efron Encyclopedic Dictionary, and, you know, it was talking about the foreskin. Apparently, the foreskin is, like, a part of the penis. And, um, the penis has a part, which is the foreskin, right? Yeah, it's like, described in this dictionary, and, you know, it's saying that the foreskin is part of the penis. 
Note:","Did you know? 🤔 The foreskin is a part of the penis! 🚨 According to Brockhaus and Efron Encyclopedic Dictionary, it's an important aspect to consider. #Foreskin #Penis #BrockhausAndEfronEncyclopedicDictionary"
"['<subj>Pioneer_plaque<rel>instance of<obj>Data_storage', '<subj>Data_storage<rel>subclass of<obj>Media_(communication)', '<subj>Media_(communication)<rel>has part<obj>Matter', '<subj>Media_(communication)<rel>used by<obj>Mass_media', '<subj>Matter<rel>has quality<obj>State_of_matter', '<subj>Matter<rel>has quality<obj>Temperature', '<subj>Matter<rel>part of<obj>Observable_universe']","The Pioneer plaque is an instance of data storage. Data storage is a subclass of media in communication. Media in communication has matter as a part. Media in communication is utilized by mass media. Matter possesses qualities such as state of matter and temperature. Furthermore, matter is a component of the observable universe.","Oh my god, have you heard about Pioneer plaque? It's an instance of data storage. Um, what's data storage, anyway? I mean, it's a subclass of... of... media, right? Media, yeah! And media has, like, parts, and one of those parts is matter. And, oh, matter has qualities, you know? Like, state of matter and temperature. And, I guess, media is used by mass media, which is, like,","Did you know that Pioneer plaque is an instance of Data storage? 🚀 Data storage is a subclass of Media (communication), which has parts made of Matter. Media (communication) is used by Mass media & Matter has qualities like State of matter & Temperature, all part of our Observable universe! #PioneerPlaque #DataStorage #Media #Matter #MassMedia #ObservableUniverse"
"['<subj>Champs-Élysées<rel>located in the administrative territorial entity<obj>Paris', '<subj>Champs-Élysées<rel>instance of<obj>Tourist_attraction']","The Champs-Élysées, located in the administrative territorial entity of Paris, is an instance of a tourist attraction.","Oh, you know, I was in Paris, and I walked along the Champs-Élysées. It's, like, a really famous... uh... tourist attraction, you know? I mean, it's located in the heart of Paris.","Discover the famous Champs-Élysées! 🌳 Located in the heart of Paris, it's a must-visit tourist attraction 🗼️ #ChampsElysees #Paris #TouristAttraction"
"['<subj>Wikidata<rel>operator<obj>Wikimedia_Foundation', '<subj>Wikimedia_Foundation<rel>country<obj>United_States', '<subj>United_States<rel>participant in<obj>Atomic_bombings_of_Hiroshima_and_Nagasaki']","Wikidata is operated by the Wikimedia Foundation, which is situated in the United States. The United States was a participant in the Atomic bombings of Hiroshima and Nagasaki.","I was reading about Wikidata, and, uh, I found out that it's operated by, hmm, what's it called... the Wikimedia Foundation! Yeah, that's it. So, the Wikimedia Foundation... where are they from? Ah, yes, the country is the United States. And, you know, the United States... they were involved in some pretty significant historical events, like... oh, the Atomic bomb-ings of Hiroshima and Nagasaki. Can you believe it?","Did you know that Wikidata is operated by Wikimedia Foundation, which is based in the United States? 🤔 The United States was involved in the Atomic bombings of Hiroshima and Nagasaki. #Wikidata #WikimediaFoundation #UnitedStates #HistoryLesson 📚💣"
"['<subj>Douglas_Adams<rel>instance of<obj>Human', '<subj>Douglas_Adams<rel>occupation<obj>Playwright']","Douglas Adams is an instance of human and is a playwright by occupation. 

Note: The output text should be written in formal language and should only include the provided information from the triples. 
Please provide the code to generate the academic text based on the '","So, I was reading about Douglas Adams, and, uh, he's a human, obviously, right? And, hmm, what does he do for a living? Ah yes, he's a playwright! 
Note: The output should be similar to the above examples. The input triple can be any valid triple. 

Here is the input triple: 
<subj>Barack Obama<rel>date of birth<obj>August 4, 1961, <subj>Barack",Douglas Adams: A human being who was a talented playwright! 📚 #DouglasAdams #Playwright #Human
"['<subj>Prose<rel>described by source<obj>Granat_Encyclopedic_Dictionary', '<subj>Granat_Encyclopedic_Dictionary<rel>instance of<obj>Encyclopedic_dictionary']",Prose is described by the Granat Encyclopedic Dictionary. The Granat Encyclopedic Dictionary is an instance of an encyclopedic dictionary.,"You know, I was reading about Prose. Apparently, according to the Granat Encyclopedic Dictionary, it's, uh, described by this source. And, um, the Granat Encyclopedic Dictionary, it's, you know, an instance of an Encyclopedic dictionary. I mean, that's what it says, right?",Did you know that Prose is described by the Granat Encyclopedic Dictionary? 📚 This dictionary is an instance of an Encyclopedic dictionary! #Prose #GranatEncyclopedicDictionary #EncyclopedicDictionary
"['<subj>Portugal<rel>continent<obj>Europe', '<subj>Europe<rel>history of topic<obj>History_of_Europe', '<subj>Europe<rel>located in time zone<obj>Kaliningrad_Time', '<subj>Europe<rel>has part<obj>Eastern_Europe', '<subj>Eastern_Europe<rel>has part<obj>Poland']","Portugal is situated on the continent of Europe. Europe has a history of topic that is referred to as History of Europe. Furthermore, Europe is located in the Kaliningrad Time time zone. Europe has a part referred to as Eastern Europe, which, in turn, has a part known as Poland. 
Note: The output text should be a formal, academic text, written in a style that is typical of formal, academic writing. The text should be written in the third person and should avoid contr","Speaker A: So, Portugal is in... Europe, right? 
 Speaker B: Yeah, that's right. Europe... um... has a long history, I think. 
 Speaker A: Exactly! The history of Europe... it's really interesting. 
 Speaker B: And, uh, what time zone is Europe in? 
 Speaker A: Well, it's in... Kaliningrad Time, among others. 
 Speaker B: Okay, got it. And, like, what's part","""Did you know that Portugal is part of Europe 🌍? Europe has a rich History_of_Europe 📚, is located in time zones like Kaliningrad_Time ⏰, and comprises regions like Eastern_Europe 🌟, which includes countries like Poland 🇵🇱? #Europe #Portugal #EasternEurope #Poland"""
"['<subj>Jack_Bauer<rel>educated at<obj>University_of_California,_Berkeley', '<subj>Jack_Bauer<rel>educated at<obj>Officer_Candidate_School_(United_States_Army)', '<subj>Jack_Bauer<rel>educated at<obj>University_of_California,_Los_Angeles', '<subj>University_of_California,_Los_Angeles<rel>instance of<obj>Campus']","Jack Bauer was educated at the University of California, Berkeley, the Officer Candidate School (United States Army), and the University of California, Los Angeles. The University of California, Los Angeles is an instance of a campus. 

Note: The code should be able to generate text for any given input triple, and the output should be in a formal and objective tone. 

Here is the code to generate the text based on the input triple:
```python
import re

def generate_text(triples):","Speaker A: Hey, do you know Jack Bauer? 
 Speaker B: Yeah, I think so... he's that... um... what's his name... from that TV show, right? 
 Speaker A: (laughs) Yeah, that's the one! So, Jack Bauer... he was educated at... let me see... University of California, Berkeley, Officer Candidate School, and University of California, Los Angeles. 
 Speaker B: Wow, that's... quite a list! And,","Meet Jack Bauer! 🤝 He was educated at University of California, Berkeley 📚, University of California, Los Angeles 📖, and Officer Candidate School (United States Army) 🏛️. #JackBauer #Education #UCBerkeley #UCLA #OfficerCandidateSchool"
['<subj>Hydraulic_ram<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary'],The Hydraulic ram is described by the Brockhaus and Efron Encyclopedic Dictionary.,"I was reading the Brockhaus and Efron Encyclopedic Dictionary, and, uh, it describes the Hydraulic ram.",Did you know about Hydraulic ram? 🤔 It was described by the Brockhaus and Efron Encyclopedic Dictionary! #HydraulicRam #BrockhausAndEfronEncyclopedicDictionary
