triples,academic,oral,twitter
"['<subj>Paul_Otlet<rel>occupation<obj>Lawyer', '<subj>Paul_Otlet<rel>occupation<obj>Writer', '<subj>Paul_Otlet<rel>occupation<obj>Librarian']","Paul Otlet was a multifaceted individual who pursued various occupations, including that of a lawyer, writer, and librarian.","Paul Otlet was a lawyer, a writer, and a librarian.","Paul Otlet was a multi-talented individual who worked as a lawyer, writer, and librarian. #PaulOtlet #Multitasking #CareerGoals"
"['<subj>Germany<rel>located in or next to body of water<obj>Baltic_Sea', '<subj>Baltic_Sea<rel>basin country<obj>Germany', '<subj>Baltic_Sea<rel>basin country<obj>Russia', '<subj>Baltic_Sea<rel>basin country<obj>Finland']","Germany is situated in proximity to the Baltic Sea, which is a body of water that is bordered by several countries, including Germany, Russia, and Finland.","Germany is located in or next to the Baltic Sea. The Baltic Sea is a sea that is located in or next to Germany, Russia, and Finland.","Germany is located in or next to the Baltic Sea 🌊, which is also bordered by Russia 🇷🇺 and Finland 🇫🇮. #BalticSea #Germany #Russia #Finland"
"['<subj>World_War_II<rel>instance of<obj>World_war', '<subj>World_War_II<rel>has cause<obj>Adolf_Hitler', '<subj>World_War_II<rel>has cause<obj>Causes_of_World_War_II', '<subj>World_War_II<rel>has cause<obj>Treaty_of_Versailles']","World War II, an instance of a global conflict, was precipitated by a multitude of factors, including the actions of Adolf Hitler and the stipulations of the Treaty of Versailles, which are collectively referred to as the Causes of World War II.","World War II, you know, it was a world war. It was caused by Adolf Hitler, and also the Causes of World War II, and the Treaty of Versailles.","World War II was a global conflict that lasted from 1939 to 1945, caused by Adolf Hitler, the Treaty of Versailles, and other factors. #WorldWarII #WWII #CausesOfWar"
"['<subj>Tours<rel>instance of<obj>Communes_of_France', '<subj>Tours<rel>shares border with<obj>La_Riche', '<subj>Tours<rel>shares border with<obj>Joué-lès-Tours', '<subj>Joué-lès-Tours<rel>twinned administrative body<obj>Santa_Maria_da_Feira']",Tours is an instance of Communes of France. Tours shares a border with La Riche. Tours also shares a border with Joué-lès-Tours. Joué-lès-Tours is twinned with Santa Maria da Feira.,"I'm planning to visit Tours, a commune in France. I've heard that it shares borders with La Riche and Joué-lès-Tours. By the way, Joué-lès-Tours is twinned with Santa Maria da Feira.","Did you know that Tours 🏙️, a commune in France 🇫🇷, shares borders with La Riche 🌳 and Joué-lès-Tours 🏞️? Meanwhile, Joué-lès-Tours is twinned with Santa Maria da Feira 🌍! #Tours #LaRiche #JoueLesTours #SantaMariaDaFeira #France"
"['<subj>Groningen<rel>twinned administrative body<obj>Kaliningrad', '<subj>Kaliningrad<rel>contains administrative territorial entity<obj>Leningradsky_Administrative_District,_Kaliningrad']","Groningen is twinned with Kaliningrad, which comprises the Leningradsky Administrative District.",Groningen is twinned with Kaliningrad. Kaliningrad contains Leningradsky Administrative District.,"Did you know that Groningen is twinned with Kaliningrad, which contains the Leningradsky Administrative District? 🤝🌎 #Groningen #Kaliningrad #LeningradskyAdministrativeDistrict"
"['<subj>Charles_Baudelaire<rel>influenced by<obj>Edgar_Allan_Poe', '<subj>Edgar_Allan_Poe<rel>place of birth<obj>Boston']","Charles Baudelaire, a renowned French poet, was significantly influenced by the literary works of Edgar Allan Poe, who was born in Boston.","You know, Charles Baudelaire was heavily influenced by Edgar Allan Poe. I mean, Poe was born in Boston, right? Anyway, Baudelaire was really into his work.","Charles Baudelaire was influenced by the master of mystery, Edgar Allan Poe, who was born in Boston! 📚👻 #EdgarAllanPoe #CharlesBaudelaire #LiteraryLegends"
"['<subj>Solar_System<rel>parent astronomical body<obj>Sagittarius_A*', '<subj>Sagittarius_A*<rel>discoverer or inventor<obj>Robert_Hanbury_Brown', '<subj>Robert_Hanbury_Brown<rel>occupation<obj>Physicist', '<subj>Physicist<rel>instance of<obj>Profession', '<subj>Physicist<rel>field of this occupation<obj>Physics']","The Solar System is a planetary system that is situated in proximity to the Sagittarius A* astronomical body. Sagittarius A* was discovered by Robert Hanbury Brown, a physicist by profession, whose field of expertise lies within the realm of physics.","So, you know the Solar System, right? It's parent astronomical body is Sagittarius A*. Sagittarius A* was discovered by Robert Hanbury Brown. He was a physicist. Physicist is a profession. It's field of this occupation is physics.","Did you know that the Solar System's parent astronomical body is Sagittarius A*? It was discovered by Robert Hanbury Brown, a renowned Physicist! 🌠👨‍🔬 #SolarSystem #SagittariusA #RobertHanburyBrown #Physicist #Physics"
"['<subj>Fungus<rel>Code of nomenclature<obj>International_Code_of_Nomenclature_for_algae,_fungi,_and_plants', '<subj>Fungus<rel>taxon rank<obj>Kingdom_(biology)', '<subj>Fungus<rel>parent taxon<obj>Holomycota', '<subj>Holomycota<rel>instance of<obj>Clade', '<subj>Fungus<rel>instance of<obj>Taxon']","Fungus, a taxon of rank Kingdom, is governed by the International Code of Nomenclature for algae, fungi, and plants. Furthermore, Fungus is a constituent of the clade Holomycota, which is itself an instance of a clade. Additionally, Fungus is an instance of a taxon.","Ah, I see! So, the Fungus is classified under the Kingdom rank in biology, right? And, um, it's part of the Holomycota clade, which is a, you know, a clade, obviously! (laughs) And, if I'm not mistaken, the International Code of Nomenclature for algae, fungi, and plants is used to, you know, name and classify fungi, right? (pauses) Oh, and the Fung","Did you know that Fungi are classified under the Kingdom rank in biology? 🌿👑 They follow the International Code of Nomenclature for algae, fungi, and plants. Fungi are part of the Holomycota clade. #Fungi #Biology #Taxonomy"
"['<subj>George_Washington<rel>father<obj>Augustine_Washington', '<subj>Augustine_Washington<rel>child<obj>Betty_Washington_Lewis']","Augustine Washington, the father of George Washington, was the parent of Betty Washington Lewis.",George Washington's father was Augustine Washington. Augustine Washington had a child named Betty Washington Lewis.,George Washington's father was Augustine Washington. Augustine Washington's child was Betty Washington Lewis.
"['<subj>Antarctica<rel>instance of<obj>Continent', '<subj>Antarctica<rel>instance of<obj>Region', '<subj>Antarctica<rel>located in time zone<obj>UTC+07:00', '<subj>Antarctica<rel>located in time zone<obj>UTC+03:00']","Antarctica is an instance of both a continent and a region. Furthermore, it is situated within the time zones of UTC+07:00 and UTC+03:00.","Antarctica is a continent, right? And it is also a region. And, um, I think it is in, uh, UTC+07:00 and UTC+03:00 time zones.","Did you know that Antarctica is both a continent 🌍 and a region 🗺️? It's also located in multiple time zones, including UTC+07:00 and UTC+03:00! 🕰️ #Antarctica #Continent #Region #TimeZones"
"['<subj>Lille<rel>country<obj>France', '<subj>Lille<rel>located in the administrative territorial entity<obj>Arrondissement_of_Lille']","Lille, situated in the administrative territorial entity of Arrondissement of Lille, is a city located in France.","Oh, Lille, yeah, it's in France, right? And, um, I think it's located in the, uh, Arrondissement of Lille, if I'm not mistaken.",Did you know that Lille is located in the Arrondissement of Lille in France? 🇫🇷 #Lille #France #ArrondissementOfLille
"['<subj>George_W._Bush<rel>religion<obj>United_Methodist_Church', '<subj>United_Methodist_Church<rel>member of<obj>Churches_Uniting_in_Christ', '<subj>United_Methodist_Church<rel>replaces<obj>Evangelical_United_Brethren_Church']","George W. Bush is a member of the United Methodist Church, which is a constituent member of Churches Uniting in Christ. The United Methodist Church was formed through the merger of the Methodist Church and the Evangelical United Brethren Church.",George W. Bush is a member of the United Methodist Church. The United Methodist Church is a member of Churches Uniting in Christ. The United Methodist Church replaced the Evangelical United Brethren Church.,"George W. Bush is a member of the United Methodist Church, which replaced the Evangelical United Brethren Church and is a member of Churches Uniting in Christ. #UnitedMethodistChurch #GeorgeWBush"
"['<subj>The_Intouchables<rel>production company<obj>Gaumont_Film_Company', '<subj>Gaumont_Film_Company<rel>country<obj>France', '<subj>France<rel>emergency phone number<obj>112_(emergency_telephone_number)', '<subj>112_(emergency_telephone_number)<rel>country<obj>Andorra', '<subj>Gaumont_Film_Company<rel>instance of<obj>Organization', '<subj>Gaumont_Film_Company<rel>headquarters location<obj>Neuilly-sur-Seine', '<subj>Gaumont_Film_Company<rel>headquarters location<obj>Paris', '<subj>Gaumont_Film_Company<rel>founded by<obj>Léon_Gaumont', '<subj>Gaumont_Film_Company<rel>industry<obj>Film_industry']","The Intouchables, a cinematic production, was facilitated by the Gaumont Film Company, a French organization that operates within the film industry. The Gaumont Film Company was established by Léon Gaumont and maintains its headquarters in Neuilly-sur-Seine, a suburb of Paris. Notably, France, the country in which the Gaumont Film Company is situated, utilizes the emergency telephone number 112, a service also employed by the nation of Andorra.","I was watching this movie called The Intouchables. It was produced by Gaumont Film Company. I think they are from France. You know, in France, the emergency number is 112, right? I just learned that 112 is also the emergency number in Andorra. Anyway, Gaumont Film Company is like an organization, I guess. They are based in Neuilly-sur-Seine, but also in Paris. I think it was founded by Léon Gaumont. They are","Did you know that The Intouchables was produced by Gaumont Film Company, a French organization founded by Léon Gaumont? 🎬🇫🇷 #TheIntouchables #GaumontFilmCompany #FrenchCinema"
"['<subj>Malta<rel>named after<obj>Honey', '<subj>Malta<rel>instance of<obj>Sovereign_state']","Malta, named after Honey, is an instance of Sovereign state.","Malta, you know, it's named after Honey. It's a sovereign state, by the way.",Did you know that Malta is named after Honey? 🍯🇲🇹 This sovereign state is a sweet destination to visit! 🌴 #Malta #Honey #SovereignState
"['<subj>Penis<rel>has part<obj>Foreskin', '<subj>Foreskin<rel>part of<obj>Penis', '<subj>Foreskin<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary']","The foreskin, a component of the penis, is described in the Brockhaus and Efron Encyclopedic Dictionary.","Oh, I see. So, the foreskin is part of the penis, right? And, um, it's described in the Brockhaus and Efron Encyclopedic Dictionary. Yeah, that's where I read about it. So, the foreskin is, like, a part of the penis, got it?",Did you know that the foreskin is a part of the penis? 🤔 It's also described by the Brockhaus and Efron Encyclopedic Dictionary! 📚 #Foreskin #Penis #Anatomy
"['<subj>Pioneer_plaque<rel>instance of<obj>Data_storage', '<subj>Data_storage<rel>subclass of<obj>Media_(communication)', '<subj>Media_(communication)<rel>has part<obj>Matter', '<subj>Media_(communication)<rel>used by<obj>Mass_media', '<subj>Matter<rel>has quality<obj>State_of_matter', '<subj>Matter<rel>has quality<obj>Temperature', '<subj>Matter<rel>part of<obj>Observable_universe']","The Pioneer plaque, an instance of data storage, is a subclass of media (communication), which has matter as a part. Matter, in turn, has qualities such as state of matter and temperature. Furthermore, media (communication) is utilized by mass media, and matter is a component of the observable universe.","So, I was reading about the Pioneer plaque, and apparently, it's an instance of data storage. And, uh, data storage is a subclass of media, right? Like, media has different parts, and one of them is matter. And, you know, mass media uses media to, you know, communicate. Anyway, matter has different qualities, like state of matter and temperature. And, oh, matter is part of the observable universe, isn't that cool?","Did you know that Pioneer plaque is an instance of Data storage? Data storage is a subclass of Media (communication), which has matter as a part. Media (communication) is used by Mass media and matter has qualities like state of matter and temperature. Matter is also a part of the observable universe! 🚀💻 #PioneerPlaque #DataStorage #Media #Matter #MassMedia #ObservableUniverse"
"['<subj>Champs-Élysées<rel>located in the administrative territorial entity<obj>Paris', '<subj>Champs-Élysées<rel>instance of<obj>Tourist_attraction']","The Champs-Élysées, situated within the administrative territorial entity of Paris, is a prominent tourist attraction.","Oh, you know, the Champs-Élysées is, like, this super famous street in Paris, right? I mean, it's a major tourist attraction, and, um, I guess that's why it's so popular with visitors.","Looking for a great place to visit in Paris? 🗼️ Head to the Champs-Élysées, one of the city's top tourist attractions! 🗺️ #ChampsElysees #Paris #Tourism"
"['<subj>Wikidata<rel>operator<obj>Wikimedia_Foundation', '<subj>Wikimedia_Foundation<rel>country<obj>United_States', '<subj>United_States<rel>participant in<obj>Atomic_bombings_of_Hiroshima_and_Nagasaki']","Wikidata is operated by the Wikimedia Foundation, an organization based in the United States, a country that participated in the Atomic bombings of Hiroshima and Nagasaki.","Oh, I see. So, Wikidata is operated by Wikimedia Foundation, right? And Wikimedia Foundation is based in the United States. You know, the United States was involved in the Atomic bombings of Hiroshima and Nagasaki.","Did you know that Wikidata is operated by Wikimedia Foundation, which is based in the United States? The United States was involved in the Atomic bombings of Hiroshima and Nagasaki. #Wikidata #WikimediaFoundation #USA"
"['<subj>Douglas_Adams<rel>instance of<obj>Human', '<subj>Douglas_Adams<rel>occupation<obj>Playwright']","Douglas Adams, a playwright, was an instance of human.","Douglas Adams was a human being, and he was a playwright. He was a very talented playwright.",Douglas Adams was a human being who worked as a playwright. #DouglasAdams #Playwright #Human
"['<subj>Prose<rel>described by source<obj>Granat_Encyclopedic_Dictionary', '<subj>Granat_Encyclopedic_Dictionary<rel>instance of<obj>Encyclopedic_dictionary']","According to the Granat Encyclopedic Dictionary, an encyclopedic dictionary, prose is described by this source.","You know, Prose is described by Granat Encyclopedic Dictionary. It is an encyclopedic dictionary, by the way.",Did you know that Prose was described by the Granat Encyclopedic Dictionary? 📚👀 This dictionary is an instance of an encyclopedic dictionary! 📖 #Prose #GranatEncyclopedicDictionary #EncyclopedicDictionary
"['<subj>Portugal<rel>continent<obj>Europe', '<subj>Europe<rel>history of topic<obj>History_of_Europe', '<subj>Europe<rel>located in time zone<obj>Kaliningrad_Time', '<subj>Europe<rel>has part<obj>Eastern_Europe', '<subj>Eastern_Europe<rel>has part<obj>Poland']","Portugal is a country situated on the continent of Europe, a geographical entity with a rich and diverse history, as documented in the History of Europe. Europe is a vast landmass that encompasses various regions, including Eastern Europe, which comprises countries such as Poland. Furthermore, Europe spans multiple time zones, including the Kaliningrad Time zone.","I was thinking about Portugal, and I realized it's in Europe. Europe has a rich history, you know. I mean, have you read about the History of Europe? Anyway, Europe is in the Kaliningrad Time zone, right? And, um, Eastern Europe is a part of it. I think Poland is in Eastern Europe, isn't it?","Did you know that Portugal 🇵🇹 is located in Europe 🌍? Europe has a rich history, from ancient civilizations to modern times 🕰️. It's also home to Eastern Europe, which includes countries like Poland 🇵🇱. And, fun fact: Europe spans across multiple time zones, including Kaliningrad Time ⏰! #Europe #Portugal #Poland #HistoryOfEurope"
"['<subj>Jack_Bauer<rel>educated at<obj>University_of_California,_Berkeley', '<subj>Jack_Bauer<rel>educated at<obj>Officer_Candidate_School_(United_States_Army)', '<subj>Jack_Bauer<rel>educated at<obj>University_of_California,_Los_Angeles', '<subj>University_of_California,_Los_Angeles<rel>instance of<obj>Campus']","Jack Bauer, a notable alumnus, received his education at the University of California, Berkeley, the Officer Candidate School, and the University of California, Los Angeles. The latter institution is a campus.","Jack Bauer, he is a very interesting guy, you know? So, he was educated at University of California, Berkeley, Officer Candidate School (United States Army), and University of California, Los Angeles. Yeah, I know, it's a lot of education, right? Anyway, University of California, Los Angeles is a campus, by the way.","Jack Bauer, the famous CTU agent, was educated at University of California, Berkeley, Officer Candidate School (United States Army) and University of California, Los Angeles. #JackBauer #CTU #UCBerkeley #UCLA"
['<subj>Hydraulic_ram<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary'],The Hydraulic ram is described by the Brockhaus and Efron Encyclopedic Dictionary.,"Oh, I think I know what you're talking about. It's a hydraulic ram, right? I read about it in the Brockhaus and Efron Encyclopedic Dictionary.",Hydraulic ram 🚧💧 is described by source Brockhaus and Efron Encyclopedic Dictionary 📚 #HydraulicRam #BrockhausAndEfronEncyclopedicDictionary
"['<subj>Oslo<rel>country<obj>Norway', '<subj>Norway<rel>emergency phone number<obj>112_(emergency_telephone_number)', '<subj>Norway<rel>office held by head of government<obj>Prime_Minister_of_Norway']","Oslo is a city located in Norway, a country that utilises the emergency telephone number 112. The head of government in Norway holds the office of Prime Minister of Norway.",Oslo is a city in Norway. Norway's emergency number is 112. The head of government in Norway is the Prime Minister.,"Did you know that Oslo is in Norway? 🇳🇴 In case of an emergency, dial 112. The head of government in Norway is the Prime Minister. #Norway #Oslo #EmergencyNumber"
"['<subj>Anatomy<rel>part of<obj>Biology', '<subj>Anatomy<rel>part of<obj>Medicine', '<subj>Anatomy<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary', '<subj>Anatomy<rel>described by source<obj>Encyclopædia_Britannica_Eleventh_Edition', '<subj>Anatomy<rel>described by source<obj>Realencyclopädie_der_classischen_Altertumswissenschaft']","Anatomy is a subdiscipline of both Biology and Medicine. The field of Anatomy has been described in various sources, including the Brockhaus and Efron Encyclopedic Dictionary, the Encyclopædia Britannica Eleventh Edition, and the Realencyclopädie der classischen Altertumswissenschaft.","Oh, anatomy! It's part of biology, right? And, um, it's also part of medicine, I think. Anyway, I was reading about it in, uh, Brockhaus and Efron Encyclopedic Dictionary, and, you know, it's also described in Encyclopædia Britannica Eleventh Edition. And, oh, I just remembered, it's also in Realencyclopädie der classischen Altertumswissenschaft! Yeah,","Did you know that Anatomy is a part of both Biology and Medicine? 🤔 It's also been described by sources like Brockhaus and Efron Encyclopedic Dictionary, Encyclopædia Britannica Eleventh Edition, and Realencyclopädie der classischen Altertumswissenschaft! 📚 #Anatomy #Biology #Medicine #Knowledge"
"[""<subj>All_Saints'_Day<rel>described by source<obj>Catholic_Encyclopedia"", '<subj>Catholic_Encyclopedia<rel>instance of<obj>Book_series', '<subj>Catholic_Encyclopedia<rel>genre<obj>Encyclopedia']","The Catholic Encyclopedia, a book series and an instance of an encyclopedia, describes All Saints' Day.","You know, I was reading this book series, the Catholic Encyclopedia, and it described All Saints' Day. It's an encyclopedia, by the way.","Did you know that All Saints' Day is described by the Catholic Encyclopedia, a book series that is an instance of an encyclopedia? 📚 #AllSaintsDay #CatholicEncyclopedia #BookSeries"
"['<subj>Bahrain<rel>instance of<obj>Sovereign_state', '<subj>Sovereign_state<rel>subclass of<obj>State_(polity)']","Bahrain is an instance of the concept of a sovereign state, which is a subclass of the broader notion of a state.",Bahrain is an instance of Sovereign_state. Sovereign_state is a subclass of State_(polity).,"Bahrain is an instance of Sovereign state, which is a subclass of State (polity). #Bahrain #SovereignState #StatePolity"
"['<subj>Planet<rel>subclass of<obj>Substellar_object', '<subj>Planet<rel>parent astronomical body<obj>Star_system', '<subj>Star_system<rel>subclass of<obj>Astronomical_object', '<subj>Star_system<rel>child astronomical body<obj>Planet', '<subj>Star_system<rel>different from<obj>Planetary_system']","A planet is a type of substellar object. A planet is typically situated within a star system, which is a distinct category of astronomical object. Conversely, a star system is often comprised of a planet, which serves as its child astronomical body. It is essential to note that a star system is distinct from a planetary system.","So, a planet is a type of substellar object, right? And, um, it's part of a star system, I think. Yeah, a star system is like, a type of astronomical object, and it has planets as, you know, child bodies. But, wait, isn't a star system different from a planetary system? I mean, I'm not really sure, but I think they're not the same thing... (laughs nervously)","Did you know that a Planet is a type of Substellar_object? 🌌 It's also part of a Star_system, which is a subclass of Astronomical_object. 🌠 A Star_system is made up of multiple celestial bodies, including Planets! 🌟 #Astronomy #Planets #StarSystems"
"['<subj>Flower<rel>different from<obj>Malva', '<subj>Flower<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary', '<subj>Malva<rel>different from<obj>Flower', '<subj>Flower<rel>described by source<obj>Encyclopædia_Britannica_Eleventh_Edition', '<subj>Flower<rel>use<obj>Plant_reproduction', '<subj>Flower<rel>part of<obj>Shoot']","The term ""flower"" is distinct from ""Malva"", as noted in the Brockhaus and Efron Encyclopedic Dictionary and the Encyclopædia Britannica Eleventh Edition. A flower serves a crucial function in plant reproduction and is a component of a shoot. Conversely, a Malva is differentiated from a flower.","Oh, I see. So, a flower is different from a Malva, right? I read that in the Brockhaus and Efron Encyclopedic Dictionary. And, um, it's also described in the Encyclopædia Britannica Eleventh Edition. Anyway, flowers are used for plant reproduction, and they're part of a shoot. Yeah, that's what I know about flowers.","Did you know that a flower is different from a Malva? According to Brockhaus and Efron Encyclopedic Dictionary and Encyclopædia Britannica Eleventh Edition, flowers play a crucial role in plant reproduction and are part of a shoot! 🌼📚 #FlowerPower #Botany #PlantReproduction"
"['<subj>Right_angle<rel>facet of<obj>Perpendicular', '<subj>Right_angle<rel>part of<obj>Right_triangle', '<subj>Right_angle<rel>subclass of<obj>Angle']","A right angle is a facet of perpendicularity and a constituent component of a right triangle, being a subclass of the broader category of angles.","You know, a right angle is a facet of perpendicular, and it's also part of a right triangle. And, um, I think it's a subclass of angle, right?","Did you know that a Right angle is a facet of Perpendicular, part of a Right triangle, and a subclass of Angle? 🤔 #Geometry #Angles #Triangles"
