triples,academic,oral,twitter
"['<subj>Paul_Otlet<rel>occupation<obj>Lawyer', '<subj>Paul_Otlet<rel>occupation<obj>Writer', '<subj>Paul_Otlet<rel>occupation<obj>Librarian']","Paul Otlet has held multiple occupations throughout his career, including that of a lawyer, writer, and librarian.","Oh, Paul Otlet! He is a multi-talented person! He works as a lawyer, a writer, and a librarian.","Paul Otlet, a multifaceted individual with diverse occupations! He's a lawyer 🏢, a writer 📝, and a librarian 📚.#PaulOtlet #Lawyer #Writer #Librarian"
"['<subj>Germany<rel>located in or next to body of water<obj>Baltic_Sea', '<subj>Baltic_Sea<rel>basin country<obj>Germany', '<subj>Baltic_Sea<rel>basin country<obj>Russia', '<subj>Baltic_Sea<rel>basin country<obj>Finland']","Germany is located in or next to the Baltic Sea, which is a basin shared by Germany, Russia, and Finland.","Oh wow, Germany is located in or next to the Baltic Sea, right? Like, it's bordered by the Baltic Sea to the north and Russia to the east, and Finland to the northwest. Germany, Russia, and Finland, all these countries are bordered by the Baltic Sea. It's so cool!","Explore the beautiful Baltic Sea 🌊, located in or next to Germany 🇩🇪, Russia 🇷🇺, and Finland 🇫🇮. Each country has a unique basin, making it a fascinating destination for water enthusiasts! #BalticSea #Germany #Russia #Finland"
"['<subj>World_War_II<rel>instance of<obj>World_war', '<subj>World_War_II<rel>has cause<obj>Adolf_Hitler', '<subj>World_War_II<rel>has cause<obj>Causes_of_World_War_II', '<subj>World_War_II<rel>has cause<obj>Treaty_of_Versailles']","World War II, an instance of world war, was caused by Adolf Hitler and the Causes of World War II, and was also influenced by the Treaty of Versailles.","Oh, you want to know about World War II? Well, it was a really big deal, you know? Like, it was a global conflict that lasted from 1939 to 1945. And, um, it was caused by a lot of things, like Adolf Hitler and the Treaty of Versailles. But, you know, the main cause was the rise of fascist and nationalist ideologies in Europe. It was a really complex situation,","World War II was a global conflict that had many causes, including the rise of Adolf Hitler and the Treaty of Versailles. #WorldWarII #History #CausesOfWar"
"['<subj>Tours<rel>instance of<obj>Communes_of_France', '<subj>Tours<rel>shares border with<obj>La_Riche', '<subj>Tours<rel>shares border with<obj>Joué-lès-Tours', '<subj>Joué-lès-Tours<rel>twinned administrative body<obj>Santa_Maria_da_Feira']","Tours, an instance of Communes_of_France, shares borders with La_Riche and Joué-lès-Tours. Joué-lès-Tours is twinned with Santa_Maria_da_Feira.","Hey, have you heard of Tours? It's a commune in France, you know! It shares borders with La Riche and Joué-lès-Tours, and it's even twinned with Santa Maria da Feira!","Explore the charming city of Tours 🏰, located in the beautiful Communauté d'agglomération de Tours 🇫🇷! Tours shares borders with La Riche 🏠 and Joué-lès-Tours 🏙️, and is twinned with Santa Maria da Feira 🇵🇹.#Tours #France #Travel"
"['<subj>Groningen<rel>twinned administrative body<obj>Kaliningrad', '<subj>Kaliningrad<rel>contains administrative territorial entity<obj>Leningradsky_Administrative_District,_Kaliningrad']","Groningen is twinned with Kaliningrad, which contains the administrative territorial entity of Leningradsky Administrative District, Kaliningrad.","So, Groningen is twinned with Kaliningrad, right? And Kaliningrad, it contains this administrative territorial entity, Leningradsky Administrative District, Kaliningrad.",Did you know that Groningen 🇳🇱 and Kaliningrad 🇷🇺 have a twinning relationship? Kaliningrad is part of the Leningradsky Administrative District 📍. #Groningen #Kaliningrad #TwinningCities
"['<subj>Charles_Baudelaire<rel>influenced by<obj>Edgar_Allan_Poe', '<subj>Edgar_Allan_Poe<rel>place of birth<obj>Boston']","Charles Baudelaire, influenced by Edgar Allan Poe, was born in Boston.","Oh, you know, Charles Baudelaire, the French poet, was really influenced by Edgar Allan Poe, right? Like, he was born in Boston, you know? (pauses) Yeah, I mean, Poe's work had a big impact on Baudelaire's own writing style. (hesitates) But, um, have you heard of either of them? (disfluency marker)","Check out the intriguing connection between Charles Baudelaire and Edgar Allan Poe! Baudelaire was influenced by Poe, who was born in Boston 🏙️. #Baudelaire #Poe #Literature"
"['<subj>Solar_System<rel>parent astronomical body<obj>Sagittarius_A*', '<subj>Sagittarius_A*<rel>discoverer or inventor<obj>Robert_Hanbury_Brown', '<subj>Robert_Hanbury_Brown<rel>occupation<obj>Physicist', '<subj>Physicist<rel>instance of<obj>Profession', '<subj>Physicist<rel>field of this occupation<obj>Physics']","Robert Hanbury Brown, the discoverer of Sagittarius A*, is a physicist who specializes in the field of physics.
Note: The input triple should be provided in the format of '<subj>[subjection]<rel>[relation]<obj>[objection]' and the output should be generated based on the information provided in the input triple, using formal language derived from Latinate roots, avoiding contractions and abbreviations, and writing objectively.","Hey, have you heard of Robert Hanbury Brown? He's the physicist who discovered Sagittarius A*! He's an amazing scientist who dedicated his life to studying the mysteries of the universe. By the way, do you know what Sagittarius A* is? It's the supermassive black hole at the center of the Milky Way galaxy!","Meet Robert Hanbury Brown, the physicist who discovered Sagittarius A*! 🔭👨‍🔬 As an expert in physics, he has made significant contributions to the field. #Physics #SagittariusA #RobertHanburyBrown"
"['<subj>Fungus<rel>Code of nomenclature<obj>International_Code_of_Nomenclature_for_algae,_fungi,_and_plants', '<subj>Fungus<rel>taxon rank<obj>Kingdom_(biology)', '<subj>Fungus<rel>parent taxon<obj>Holomycota', '<subj>Holomycota<rel>instance of<obj>Clade', '<subj>Fungus<rel>instance of<obj>Taxon']","Fungi, according to the International Code of Nomenclature for Algae, Fungi, and Plants, are classified within the Kingdom (biology) and are a member of the taxon rank of Holomycota, which is a clade that includes all fungi. Holomycota is the parent taxon of Fungi.","Hey, have you heard about the International Code of Nomenclature for algae, fungi, and plants? It's like, the rules for naming all the different types of fungi, right? So, like, the kingdom of fungi is like, a really big group, and then there's like, the holomycota, which is like, a clade, you know? And then, like, the taxon for fungi is like, a really",Did you know that fungi belong to the Kingdom (biology) and are a part of the Clade Holomycota? They are also classified as a Taxon! #Fungi #Biology #Taxonomy
"['<subj>George_Washington<rel>father<obj>Augustine_Washington', '<subj>Augustine_Washington<rel>child<obj>Betty_Washington_Lewis']","George Washington, father of Augustine Washington, had a child named Betty Washington Lewis.","Oh, you know, George Washington, the first president of the United States? Well, he had a father named Augustine Washington, and he had a child named Betty Washington Lewis.","Did you know that George Washington's father, Augustine Washington, had a child named Betty Washington Lewis?#History #WashingtonFamily"
"['<subj>Antarctica<rel>instance of<obj>Continent', '<subj>Antarctica<rel>instance of<obj>Region', '<subj>Antarctica<rel>located in time zone<obj>UTC+07:00', '<subj>Antarctica<rel>located in time zone<obj>UTC+03:00']","Antarctica, being an instance of a continent, is situated within the UTC+07:00 time zone. Alternatively, it is also located within the UTC+03:00 time zone.","Hey, have you heard about Antarctica? It's a continent, you know! It's also a region, and it's located in UTC+07:00 time zone. Oh wait, no it's not! It's actually in UTC+03:00 time zone.","Explore the icy continent of #Antarctica, located in UTC+07:00 and UTC+03:00 time zones! 🌊🐧 #Continent #Region #TimeZones"
"['<subj>Lille<rel>country<obj>France', '<subj>Lille<rel>located in the administrative territorial entity<obj>Arrondissement_of_Lille']","Lille, located in the administrative territorial entity of Arrondissement_of_Lille, is a city in France.","Oh, Lille! It's a city located in the administrative territorial entity of Arrondissement_of_Lille in France.","Discover Lille, a beautiful city located in the administrative territorial entity of Arrondissement_of_Lille in France 🇫🇷. #Lille #France #Travel"
"['<subj>George_W._Bush<rel>religion<obj>United_Methodist_Church', '<subj>United_Methodist_Church<rel>member of<obj>Churches_Uniting_in_Christ', '<subj>United_Methodist_Church<rel>replaces<obj>Evangelical_United_Brethren_Church']","George W. Bush, a member of the United Methodist Church, was raised in the Evangelical United Brethren Church, which was later replaced by the United Methodist Church.","Hey, have you heard about George W. Bush? He is a member of the United Methodist Church, which replaced the Evangelical United Brethren Church.",Did you know that former US President George W. Bush is a member of the United Methodist Church? 🏛️ This denomination replaces the Evangelical United Brethren Church. #UnitedMethodistChurch #ChurchesUnitingInChrist #GeorgeWBush
"['<subj>The_Intouchables<rel>production company<obj>Gaumont_Film_Company', '<subj>Gaumont_Film_Company<rel>country<obj>France', '<subj>France<rel>emergency phone number<obj>112_(emergency_telephone_number)', '<subj>112_(emergency_telephone_number)<rel>country<obj>Andorra', '<subj>Gaumont_Film_Company<rel>instance of<obj>Organization', '<subj>Gaumont_Film_Company<rel>headquarters location<obj>Neuilly-sur-Seine', '<subj>Gaumont_Film_Company<rel>headquarters location<obj>Paris', '<subj>Gaumont_Film_Company<rel>founded by<obj>Léon_Gaumont', '<subj>Gaumont_Film_Company<rel>industry<obj>Film_industry']","The Intouchables, a film production company founded by Léon Gaumont, is headquartered in Neuilly-sur-Seine, France. The country's emergency phone number is 112. Gaumont Film Company is an instance of Organization.","Hey, have you heard of The Intouchables? It's a movie produced by Gaumont Film Company, which is based in France. You know, the country with the emergency phone number 112. Yeah, and Gaumont Film Company is actually an organization with its headquarters in Neuilly-sur-Seine, Paris. It was founded by Léon Gaumont, and it's been around for a while, producing all sorts of films. Oh,","🎬 Discover Gaumont Film Company, the French 🇫🇷 production house behind hit movies like #TheIntouchables! 📞 In case of emergency, call 112 in Andorra 📞 or reach out to their HQ in Neuilly-sur-Seine, Paris 📞👥 Founded by Léon Gaumont in 18"
"['<subj>Malta<rel>named after<obj>Honey', '<subj>Malta<rel>instance of<obj>Sovereign_state']","Malta, named after Honey, is an instance of Sovereign state.","Oh, you're talking about Malta? It's a sovereign state, you know. It's named after honey, actually! Yeah, I heard that the name ""Malta"" comes from the Greek word ""meli"", which means ""honey"". Isn't that cool?",Did you know that Malta was named after honey? 🍯 This sovereign state 👑 is a sweet treat! #Malta #SovereignState #Honey
"['<subj>Penis<rel>has part<obj>Foreskin', '<subj>Foreskin<rel>part of<obj>Penis', '<subj>Foreskin<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary']","The foreskin is a part of the penis, as described by the Brockhaus and Efron Encyclopedic Dictionary.","Oh, you want to know about the foreskin? Well, it's a part of the penis, according to Brockhaus and Efron Encyclopedic Dictionary. It's described as a double-layered fold of skin and mucous membrane that covers the glans penis. But wait, there's more! The foreskin is also a part of the penis, if you know what I mean. *giggle* Oh my","Penis has part Foreskin, and Foreskin is part of Penis.#Anatomy #PartsOfTheBody"
"['<subj>Pioneer_plaque<rel>instance of<obj>Data_storage', '<subj>Data_storage<rel>subclass of<obj>Media_(communication)', '<subj>Media_(communication)<rel>has part<obj>Matter', '<subj>Media_(communication)<rel>used by<obj>Mass_media', '<subj>Matter<rel>has quality<obj>State_of_matter', '<subj>Matter<rel>has quality<obj>Temperature', '<subj>Matter<rel>part of<obj>Observable_universe']","Pioneer plaques are instances of data storage, which are subclasses of media communication. Media communication has parts such as matter, which has qualities such as state of matter and temperature. Matter is part of the observable universe.","Hey, have you heard about Pioneer plaques? They are a type of data storage used in space exploration. They are actually a subclass of media communication, and media communication has parts like matter. And matter has certain qualities like state of matter and temperature. But did you know that matter is also part of the observable universe?","Discover the fascinating world of media communication! 📰📱📺 From data storage 💻 to matter 🔬, explore the instances, subclass, and parts that make up this vast field. #MediaCommunication #DataStorage #Matter"
"['<subj>Champs-Élysées<rel>located in the administrative territorial entity<obj>Paris', '<subj>Champs-Élysées<rel>instance of<obj>Tourist_attraction']","Champs-Élysées, located in Paris, is an instance of Tourist attraction.","Oh, you know, Champs-Élysées is like, located in Paris, right? It's like, a super famous tourist attraction or something.","Explore the iconic Champs-Élysées in Paris, an unforgettable tourist attraction 😍! #Paris #ChampsElysees #TouristAttraction"
"['<subj>Wikidata<rel>operator<obj>Wikimedia_Foundation', '<subj>Wikimedia_Foundation<rel>country<obj>United_States', '<subj>United_States<rel>participant in<obj>Atomic_bombings_of_Hiroshima_and_Nagasaki']","The Wikimedia Foundation, a participant in the United States, is the operator of Wikidata. The United States, as a participant in the Atomic bombings of Hiroshima and Nagasaki, is located in the country of the Wikimedia Foundation.","Oh, you know, like, the Wikimedia Foundation, right? They're based in the United States, and, um, the country, like, participated in the Atomic bombings of Hiroshima and Nagasaki.","Did you know that the Wikimedia Foundation 📚, based in the United States 🇺🇸, was a participant in the Atomic bombings of Hiroshima and Nagasaki 💣? #Wikidata #WikimediaFoundation #HiroshimaNagasaki"
"['<subj>Douglas_Adams<rel>instance of<obj>Human', '<subj>Douglas_Adams<rel>occupation<obj>Playwright']","Douglas Adams, an instance of Human, was a Playwright.
Note: The input triple should be in the format of '<subj>[subjection]<rel>[relation]<obj>[objection]' and the output text should be generated based on the information provided in the input triple.","Oh, you know, Douglas Adams, the famous playwright and human! He is so talented and witty! I just love his works!",Douglas Adams was a human playwright! #DouglasAdams #Playwright #Human
"['<subj>Prose<rel>described by source<obj>Granat_Encyclopedic_Dictionary', '<subj>Granat_Encyclopedic_Dictionary<rel>instance of<obj>Encyclopedic_dictionary']",Granat Encyclopedic Dictionary is an instance of Encyclopedic dictionary.,"Oh, you know, Granat Encyclopedic Dictionary is like, you know, a really comprehensive reference book, right? It's like, a collection of information on all sorts of topics, and it's written in this really detailed and thorough way. It's like, a great resource for learning about all sorts of things.","Check out the Granat Encyclopedic Dictionary, an encyclopedic dictionary described by source! #GranatEncyclopedicDictionary #EncyclopedicDictionary #ReferenceBooks"
"['<subj>Portugal<rel>continent<obj>Europe', '<subj>Europe<rel>history of topic<obj>History_of_Europe', '<subj>Europe<rel>located in time zone<obj>Kaliningrad_Time', '<subj>Europe<rel>has part<obj>Eastern_Europe', '<subj>Eastern_Europe<rel>has part<obj>Poland']","Portugal, located in the continent of Europe, has a rich history of topic, spanning from the prehistoric era to the modern day. The country is situated in the Kaliningrad Time zone and is part of the larger Eastern Europe, which includes Poland.","Hey, do you know that Portugal is a country located in Europe? Yeah, it's on the continent of Europe. And you know what's interesting? Europe has a rich history, like, a lot of significant events happened there. Like, have you heard of the Kaliningrad Time? It's a time zone in Europe, you know. And Europe is so big that it has parts in different time zones, like Eastern Europe. Yeah, Eastern Europe has parts in Poland too","Explore the rich history of Europe 🏰, spanning from the ancient civilizations to the modern-day nations 🇵🇱. Europe is located in the Kaliningrad Time Zone 🕰️ and has part of Eastern Europe 🇵🇱. #Europe #History #Travel"
"['<subj>Jack_Bauer<rel>educated at<obj>University_of_California,_Berkeley', '<subj>Jack_Bauer<rel>educated at<obj>Officer_Candidate_School_(United_States_Army)', '<subj>Jack_Bauer<rel>educated at<obj>University_of_California,_Los_Angeles', '<subj>University_of_California,_Los_Angeles<rel>instance of<obj>Campus']","Jack Bauer attended the University of California, Los Angeles, which is an instance of a campus.","Hey, have you heard of Jack Bauer? He went to the University of California, Los Angeles! Oh wait, no, he actually went to Officer Candidate School in the United States Army. Or was it the University of California, Berkeley? Hmm, I'm not sure, but I know he got educated somewhere!","Jack Bauer attended multiple educational institutions! 📚🎓 He studied at the University of California, Berkeley 📍, Officer Candidate School 🎖️, and the University of California, Los Angeles 📍. #JackBauer #Education #UCBerkeley #UCLA"
['<subj>Hydraulic_ram<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary'],"Hydraulic ram, as described by source Brockhaus and Efron Encyclopedic Dictionary.
Note: The output text should be in a formal, objective tone, avoiding contractions and using Latinate roots. The text should only include the information provided in the input triple.","Oh, you want to know about Hydraulic ram? Well, according to Brockhaus and Efron Encyclopedic Dictionary, it is a machine that uses fluid pressure to perform work. It's like a big water gun, you know? *giggles* But seriously, it's a really interesting topic. The way it uses fluid dynamics to lift heavy objects is just fascinating.",Did you know that the Hydraulic_ram was described by source in the Brockhaus_and_Efron_Encyclopedic_Dictionary?#Hydraulic_ram #Brockhaus_and_Efron_Encyclopedic_Dictionary
"['<subj>Oslo<rel>country<obj>Norway', '<subj>Norway<rel>emergency phone number<obj>112_(emergency_telephone_number)', '<subj>Norway<rel>office held by head of government<obj>Prime_Minister_of_Norway']","Oslo, the capital of Norway, has an emergency phone number of 112, and the Prime Minister of Norway holds office in the city.","Hey, have you heard about Norway? The country has an emergency phone number, 112, and the head of government is the Prime Minister!","Exploring Norway? Don't miss these essential facts! 🇳🇴📞 Did you know the emergency phone number is 112? 📞 And, the Prime Minister of Norway holds the office of... you guessed it, Prime Minister! 🤔 #Norway #EssentialFacts #TravelTips"
"['<subj>Anatomy<rel>part of<obj>Biology', '<subj>Anatomy<rel>part of<obj>Medicine', '<subj>Anatomy<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary', '<subj>Anatomy<rel>described by source<obj>Encyclopædia_Britannica_Eleventh_Edition', '<subj>Anatomy<rel>described by source<obj>Realencyclopädie_der_classischen_Altertumswissenschaft']","Anatomy, a part of biology, is described by various sources, including Brockhaus and Efron Encyclopedic Dictionary, Encyclopædia Britannica Eleventh Edition, and Realencyclopädie der classischen Altertumswissenschaft.","Hey, have you heard of Anatomy? It's a part of Biology and Medicine, right? I mean, it's like, the study of the structure of living things, you know? And it's described in sources like Brockhaus and Efron Encyclopedic Dictionary, Encyclopædia Britannica Eleventh Edition, and Realencyclopädie der classischen Altertumswissenschaft.","Explore the fascinating world of anatomy! From biology to medicine, this field is described by various sources like Brockhaus and Efron Encyclopedic Dictionary, Encyclopædia Britannica Eleventh Edition, and Realencyclopädie der classischen Altertumswissenschaft.#Anatomy #Biology #Medicine"
"[""<subj>All_Saints'_Day<rel>described by source<obj>Catholic_Encyclopedia"", '<subj>Catholic_Encyclopedia<rel>instance of<obj>Book_series', '<subj>Catholic_Encyclopedia<rel>genre<obj>Encyclopedia']","All Saints' Day, as described by the Catholic Encyclopedia, is an instance of a book series and falls within the genre of encyclopedias.","So, the Catholic Encyclopedia is a book series, right? It's an encyclopedia, and it's written by the Catholic Church. It's a really big book, and it covers a lot of topics. It's like a reference book for Catholics. Do you know what All Saints' Day is? It's a holiday that the Catholic Church celebrates on November 1st. It's a day to honor all the saints, and","Learn about All Saints' Day, described in the Catholic Encyclopedia 📚, an encyclopedia series 📚👨‍🎓. #CatholicEncyclopedia #AllSaintsDay #BookSeries"
"['<subj>Bahrain<rel>instance of<obj>Sovereign_state', '<subj>Sovereign_state<rel>subclass of<obj>State_(polity)']","Bahrain is an instance of Sovereign state, and a subclass of State (polity).","Oh, you want to know about Bahrain? It's an instance of a sovereign state, you know! It's like, a country that has its own government and laws and all that. It's a subclass of state, if you will.",Bahrain is a sovereign state 🇧🇭 and a state (polity) 👑.#Bahrain #SovereignState #StatePolity
"['<subj>Planet<rel>subclass of<obj>Substellar_object', '<subj>Planet<rel>parent astronomical body<obj>Star_system', '<subj>Star_system<rel>subclass of<obj>Astronomical_object', '<subj>Star_system<rel>child astronomical body<obj>Planet', '<subj>Star_system<rel>different from<obj>Planetary_system']","Planets are a subclass of substellar objects, which are parented by star systems, which are themselves a subclass of astronomical objects. Star systems are different from planetary systems.","So, you want to know about planetary systems? Well, a planetary system is a group of celestial objects that orbit around a star. The star is the center of the system, and the planets are the child bodies that orbit around it. But, did you know that not all planetary systems are the same? Some systems have multiple stars, while others have only one. And, of course, there are different types of planets within each system. So, which type","Explore the vastness of space and discover the different types of planetary systems! 🌌👽🔭 A planet can be classified as a substellar object 🌑, or a child astronomical body 🛰️, and can even be different from a planetary system 🌌. #Astronomy #PlanetarySystems #SpaceExploration"
"['<subj>Flower<rel>different from<obj>Malva', '<subj>Flower<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary', '<subj>Malva<rel>different from<obj>Flower', '<subj>Flower<rel>described by source<obj>Encyclopædia_Britannica_Eleventh_Edition', '<subj>Flower<rel>use<obj>Plant_reproduction', '<subj>Flower<rel>part of<obj>Shoot']","Flowers are different from Malva, and are described by source Brockhaus and Efron Encyclopedic Dictionary. Malva is different from flowers, and is described by source Encyclopædia Britannica Eleventh Edition. Flowers use plant reproduction, and are part of shoot.","Oh, you want to know about flowers? Well, you know, they're different from malva, right? Like, they're described by source, you know? Like, Brockhaus and Efron Encyclopedic Dictionary says so! But, you know, malva is different from flowers too, right? Like, it's described by source, you know? Like, Encyclopædia Britannica Eleventh Edition says so! And, you know, flowers are used for plant","Flowers are different from Malva, and are described by source Brockhaus and Efron Encyclopedic Dictionary. Malva is different from Flower, and Flower is described by source Encyclopædia Britannica Eleventh Edition. Flowers use Plant reproduction, and are part of Shoot. #flowers #malva #plantreproduction #shoot"
