triples,academic,oral,twitter
"['<subj>Paul_Otlet<rel>occupation<obj>Lawyer', '<subj>Paul_Otlet<rel>occupation<obj>Writer', '<subj>Paul_Otlet<rel>occupation<obj>Librarian']","Paul Otlet was a lawyer, writer, and librarian.","Do you know Paul Otlet? He is a lawyer. He was born at 14 July 1988.
 Discourse markers: 'Do you know' (in the first sentence), 'He is' (in the second sentence), 'He was' (in the third sentence), 'He was born at' (in the fourth sentence)
 Hesitators: 'Do you know' (in the first sentence), 'He is' (in the second sentence), 'He was'","Paul Otlet is a lawyer, writer, and librarian. #PaulOtlet #Lawyer #Writer #Librarian"
"['<subj>Germany<rel>located in or next to body of water<obj>Baltic_Sea', '<subj>Baltic_Sea<rel>basin country<obj>Germany', '<subj>Baltic_Sea<rel>basin country<obj>Russia', '<subj>Baltic_Sea<rel>basin country<obj>Finland']","The Baltic Sea is located in or next to Germany, Russia, and Finland.","Germany is located in or next to the Baltic Sea. The Baltic Sea is a basin country of Germany, Russia, and Finland.
 Discourse markers: The, a
 Hesitators: is, was
 Disfluency markers: umm, you know, do you know, umm
 Planners: is, was
 Emotions expressed: Germany is a country, a basin country, a location, a place, a region, a continent, a country, a country, a","Germany 🇩🇪 is located in or next to the Baltic Sea 🌊. The Baltic Sea 🌊 is the basin country of Germany 🇩🇪, Russia 🇷🇺, and Finland 🇫🇮. #BalticSea #Germany #Russia #Finland"
"['<subj>World_War_II<rel>instance of<obj>World_war', '<subj>World_War_II<rel>has cause<obj>Adolf_Hitler', '<subj>World_War_II<rel>has cause<obj>Causes_of_World_War_II', '<subj>World_War_II<rel>has cause<obj>Treaty_of_Versailles']","The World War II was an instance of the cause of World War II, which had the cause Adolf Hitler, and had the cause Causes of World War II, which had the cause Treaty of Versailles.",Do you know World War II? It was an instance of World War II. World War II has a cause. Adolf Hitler has a cause. Causes of World War II has a cause. Treaty of Versailles.,The causes of World War II were Adolf Hitler and the Treaty of Versailles. #WWII #WorldWarII #AdolfHitler #TreatyOfVersailles
"['<subj>Tours<rel>instance of<obj>Communes_of_France', '<subj>Tours<rel>shares border with<obj>La_Riche', '<subj>Tours<rel>shares border with<obj>Joué-lès-Tours', '<subj>Joué-lès-Tours<rel>twinned administrative body<obj>Santa_Maria_da_Feira']","Tours, a commune in the department of Seine-et-Marne, shares borders with La_Riche and Joué-lès-Tours, and is twinned with Santa_Maria_da_Feira.","Do you know Tours? He is a commune in France! He was born at 14 July 1988.
 Discourse markers: 
- do you know Yani Pehlivanov? (question)
- He is a Bulgarian football player! (emphasized statement)
- He was born at 14 July 1988. (emphasized statement)
- He was born at 14 July 1988. (emphasized statement)
- He was born at 14 July",Tours 🏙️ shares border with La_Riche 🏠 and Joué-lès-Tours 🏙️ shares border with Santa_Maria_da_Feira 🏠. Tours 🏙️ is twinned with Santa_Maria_da_Feira 🏠. #Tours #LaRiche #Joué-lès-Tours #SantaMariaDaFeira
"['<subj>Groningen<rel>twinned administrative body<obj>Kaliningrad', '<subj>Kaliningrad<rel>contains administrative territorial entity<obj>Leningradsky_Administrative_District,_Kaliningrad']",Groningen and Kaliningrad are twinned administrative bodies.,"Groningen twinned administrative body Kaliningrad contains administrative territorial entity Leningradsky_Administrative_District,_Kaliningrad Kaliningrad contains administrative territorial entity Leningradsky_Administrative_District,_Kaliningrad Groningen twinned administrative body Kaliningrad contains administrative territorial entity Leningradsky_Administrative_District,_Kaliningrad
 Discourse markers: 'Do you know Yani Pehlivanov?' (question)
 Hesitators: 'He is a","Groningen and Kaliningrad are twinned administrative bodies! Kaliningrad contains administrative territorial entity Leningradsky_Administrative_District,_Kaliningrad. #Groningen #Kaliningrad #Twinning"
"['<subj>Charles_Baudelaire<rel>influenced by<obj>Edgar_Allan_Poe', '<subj>Edgar_Allan_Poe<rel>place of birth<obj>Boston']","Charles Baudelaire was influenced by Edgar Allan Poe, who was born in Boston.",Charles_Baudelaire was influenced by Edgar_Allan_Poe. He was born in Boston.,"Edgar Allan Poe, the renowned American author, was influenced by Charles Baudelaire's works. Poe, who was born in Boston, Massachusetts, was a key figure in the development of the detective story genre. #EdgarAllanPoe #Baudelaire #Boston"
"['<subj>Solar_System<rel>parent astronomical body<obj>Sagittarius_A*', '<subj>Sagittarius_A*<rel>discoverer or inventor<obj>Robert_Hanbury_Brown', '<subj>Robert_Hanbury_Brown<rel>occupation<obj>Physicist', '<subj>Physicist<rel>instance of<obj>Profession', '<subj>Physicist<rel>field of this occupation<obj>Physics']","The Sagittarius A* is the parent astronomical body of Robert Hanbury Brown, who is the discoverer or inventor of this profession, which is a field of physics.","Do you know Yani Pehlivanov? He is a Bulgarian football player! He was born at 14 July 1988. He was discovered by Robert Hanbury Brown. He is a physicist. He is a profession in physics.
 Discourse markers: 
- Do you know Yani Pehlivanov? (question)
- He is a Bulgarian football player! (emotive expression)
- He was born at 14 July 1988. (repetition)
- He was","The solar system is the celestial body that contains the planets, stars, and other objects. Robert Hanbury Brown was the discoverer or inventor of the first solar telescope. He was a physicist who worked in the field of physics. #SolarSystem #Physics #RobertHanburyBrown"
"['<subj>Fungus<rel>Code of nomenclature<obj>International_Code_of_Nomenclature_for_algae,_fungi,_and_plants', '<subj>Fungus<rel>taxon rank<obj>Kingdom_(biology)', '<subj>Fungus<rel>parent taxon<obj>Holomycota', '<subj>Holomycota<rel>instance of<obj>Clade', '<subj>Fungus<rel>instance of<obj>Taxon']","The International Code of Nomenclature for algae, fungi, and plants is the taxonomic system used to classify and name the fungal kingdom. It is a hierarchical system that ranks fungi at different levels, from the most general to the most specific. The system includes several subcategories, such as the Kingdom (biology), the Holomycota, and the Clade (taxon). The Holomycota is a group of fungi that includes many species, and it is a key component of the","Do you know Yani Pehlivanov? He is a Bulgarian fungus! He was born at 14 July 1988.
 Discourse markers: 
- Do you know Yani Pehlivanov? (question)
- He is a Bulgarian fungus! (exclamation)
- He was born at 14 July 1988. (exclamation)
- He (he) is (he) a (he) Bulgarian (he) fungus! (exclamation)
- He (he","The International Code of Nomenclature for algae, fungi, and plants is a system used to classify and name species of these organisms. It is maintained by the International Botanical Congress and is used by botanists and biologists worldwide. The code is based on the Holomycota clade, which includes fungi, and is used to identify and classify species within this group. #Fungus #Nomenclature #Algae #Fungi #Botany #Biology"
"['<subj>George_Washington<rel>father<obj>Augustine_Washington', '<subj>Augustine_Washington<rel>child<obj>Betty_Washington_Lewis']","George Washington, father of Augustine Washington, was a child of Betty Washington Lewis.","Do you know George Washington? He is Augustine Washington's child. Betty Washington Lewis was born at August 1, 1787.",George Washington was the father of Betty Washington Lewis. #GeorgeWashington #BettyWashingtonLewis #History
"['<subj>Antarctica<rel>instance of<obj>Continent', '<subj>Antarctica<rel>instance of<obj>Region', '<subj>Antarctica<rel>located in time zone<obj>UTC+07:00', '<subj>Antarctica<rel>located in time zone<obj>UTC+03:00']","Antarctica is a continent, located in the time zone UTC+07:00, and located in the time zone UTC+03:00.","Antarctica is a continent. Antarctica is a region. Antarctica is located in the UTC+07:00 time zone. Antarctica is located in the UTC+03:00 time zone.
 Discourse markers: 
- do you know Yani Pehlivanov? (question)
- He is a Bulgarian football player! (exclamation)
- He was born at 14 July 1988. (exclamation)
- He is located in the UTC+07:00 time zone. (exclamation","Antarctica is a continent, located in the UTC+07:00 time zone, and located in the UTC+03:00 time zone. #Antarctica #Continent #TimeZone #UTC"
"['<subj>Lille<rel>country<obj>France', '<subj>Lille<rel>located in the administrative territorial entity<obj>Arrondissement_of_Lille']","Lille, a French football club, is located in the Arrondissement of Lille.","Do you know Lille? He is a French football player! He was located in the administrative territorial entity Arrondissement_of_Lille.
 Discourse markers: 'Do you know' (question)
 Hesitators: 'He' (possessive pronoun)
 Disfluency markers: 'Do you know' (question)
 Planners: 'He is a French football player' (sentence)
 Emotions: 'Do you know' (question) and 'He is a French football",Lille is the administrative territorial entity where Lille is located. Lille is the country of France. #Lille #France #Arrondissement_of_Lille
"['<subj>George_W._Bush<rel>religion<obj>United_Methodist_Church', '<subj>United_Methodist_Church<rel>member of<obj>Churches_Uniting_in_Christ', '<subj>United_Methodist_Church<rel>replaces<obj>Evangelical_United_Brethren_Church']","George W. Bush, a United Methodist Church member, is a Church that replaces Evangelical United Brethren Church.","Do you know George W. Bush? He is a United Methodist Church member of Churches Uniting in Christ. He replaces Evangelical United Brethren Church.
 Discourse markers: I know, I know, I know, I know, I know, I know, I know, I know, I know, I know, I know, I know, I know, I know, I know, I know, I know, I know, I know, I know, I know, I know","George W. Bush, a United Methodist Church member, replaces Evangelical United Brethren Church. #UnitedMethodistChurch #Churches #EvangelicalUnitedBrethrenChurch"
"['<subj>The_Intouchables<rel>production company<obj>Gaumont_Film_Company', '<subj>Gaumont_Film_Company<rel>country<obj>France', '<subj>France<rel>emergency phone number<obj>112_(emergency_telephone_number)', '<subj>112_(emergency_telephone_number)<rel>country<obj>Andorra', '<subj>Gaumont_Film_Company<rel>instance of<obj>Organization', '<subj>Gaumont_Film_Company<rel>headquarters location<obj>Neuilly-sur-Seine', '<subj>Gaumont_Film_Company<rel>headquarters location<obj>Paris', '<subj>Gaumont_Film_Company<rel>founded by<obj>Léon_Gaumont', '<subj>Gaumont_Film_Company<rel>industry<obj>Film_industry']","The Intouchables, a production company based in Gaumont Film Company, is located in France. The company's emergency phone number is 112_(emergency_telephone_number), located in Andorra. The company is an instance of an Organization, based in Neuilly-sur-Seine, Paris, and was founded by Léon Gaumont.",Do you know Yani Pehlivanov? He is a Bulgarian football player! He was born at 14 July 1988.,Gaumont Film Company is the production company of The Intouchables. The Intouchables is an emergency phone number 112_(emergency_telephone_number) in Andorra. 112_(emergency_telephone_number) is the country of 112_(emergency_telephone_number) Andorra. Gaumont Film Company is the headquarters location of The Intouchables. The Intouchables is the headquarters location of Gaumont Film Company. Gaumont Film Company is the founded by Léon Gaumont.
"['<subj>Malta<rel>named after<obj>Honey', '<subj>Malta<rel>instance of<obj>Sovereign_state']","Malta, named after Honey, is an instance of Sovereign_state.","Malta named after Honey, an instance of Sovereign_state
 Discourse markers: 'an instance of'
 Hesitators: 'an', 'instance of'
 Disfluency markers: 'an', 'named after'
 Planners: 'Malta', 'Honey'
 Emotions expressed: Malta is a sovereign state, Honey is a person, an instance of a sovereign state, a person named after Honey.
 Output Triple: <subj> Malatia <rel> capital of<",Malta is named after Honey. Malta is an instance of Sovereign_state. #Honey #Malta #Sovereign_state
"['<subj>Penis<rel>has part<obj>Foreskin', '<subj>Foreskin<rel>part of<obj>Penis', '<subj>Foreskin<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary']",The foreskin is a part of the penis. It is described by the source Brockhaus and Efron Encyclopedic Dictionary.,"Penis has part foreskin. Foreskin is part of Penis. Foreskin is described by source Brockhaus_and_Efron_Encyclopedic_Dictionary.
 Discourse markers: The speaker is expressing curiosity about Yani Pehlivanov.
 Hesitators: The speaker is hesitating to ask about Yani Pehlivanov's football career.
 Disfluency markers: The speaker is using repetitive phrases to emphasize the importance of the information.
 Planners: The speaker",Penile foreskin is a part of the penis. The foreskin is described by the Brockhaus and Efron Encyclopedic Dictionary. #PenileForeskin #PenileHealth #BrockhausAndEfronEncyclopedicDictionary
"['<subj>Pioneer_plaque<rel>instance of<obj>Data_storage', '<subj>Data_storage<rel>subclass of<obj>Media_(communication)', '<subj>Media_(communication)<rel>has part<obj>Matter', '<subj>Media_(communication)<rel>used by<obj>Mass_media', '<subj>Matter<rel>has quality<obj>State_of_matter', '<subj>Matter<rel>has quality<obj>Temperature', '<subj>Matter<rel>part of<obj>Observable_universe']","The Pioneer plaque is an instance of Data storage, a subclass of Media (communication), which has part Matter, used by Mass media, has quality State of matter, has quality Temperature, and is part of the Observable universe.
Note: The output is a formal academic text, derived from the provided triples. It adheres to the specified format and language.","Do you know Yani Pehlivanov? He is a Bulgarian football player! He was born at 14 July 1988. He is a Bulgarian football player. He was born at 14 July 1988. He is a Bulgarian football player. He was born at 14 July 1988. He is a Bulgarian football player.
 Discourse markers: He was born at 14 July 1988. He is a Bulgarian football player. He was born at 14 July",Pioneer plaque is a part of the matter that has quality of state of matter and temperature. It is used by mass media. #PioneerPlaque #Media #MassMedia #Matter #StateOfMatter #Temperature
"['<subj>Champs-Élysées<rel>located in the administrative territorial entity<obj>Paris', '<subj>Champs-Élysées<rel>instance of<obj>Tourist_attraction']",The Champs-Élysées is located in the administrative territorial entity of Paris.,"Do you know Champs-Élysées? It is located in the administrative territorial entity Paris. It is an instance of Tourist attraction.
 Discourse markers: I know, I know, I know.
Hesitators: I don't know, I don't know, I don't know.
Disfluency markers: um, I mean, I'm not sure, I'm not sure, I'm not sure.
Planners: I'll ask him, I'll ask him,","The Champs-Élysées 🏛️, located in the administrative territorial entity of Paris 🇫🇷, is an instance of a tourist attraction 🏞️. #ChampsElysées #Paris #TouristAttraction"
"['<subj>Wikidata<rel>operator<obj>Wikimedia_Foundation', '<subj>Wikimedia_Foundation<rel>country<obj>United_States', '<subj>United_States<rel>participant in<obj>Atomic_bombings_of_Hiroshima_and_Nagasaki']",The United States was a participant in the Atomic bombings of Hiroshima and Nagasaki.,"Do you know Wikidata? He is a Wikimedia Foundation participant in Atomic bombings of Hiroshima and Nagasaki. He was born at 14 July 1988.
 Discourse markers: I know, he is a Bulgarian football player. He was born at 14 July 1988.
 Hesitators: He is a Bulgarian football player, he was born at 14 July 1988.
 Disfluency markers: He was born at 14 July 1988.
 Planners:",Wikidata Wikimediawiki Wikimedia Foundation United States participant in atomic bombings of Hiroshima and Nagasaki #WikimediaFoundation #AtomicBombings #UnitedStates
"['<subj>Douglas_Adams<rel>instance of<obj>Human', '<subj>Douglas_Adams<rel>occupation<obj>Playwright']","Douglas Adams, the playwright, is a human.","Do you know Douglas Adams? He is a human playwright!
 Discourse markers: 'Do you know' (hence the discourse marker 'Do you know' is used to introduce the question)
 Hesitators: 'Do you know' (hence the discourse marker 'Do you know' is used to introduce the question)
 Disfluency markers: None
 Planners: None
 Emotions expressed: Curiosity (hence the discourse marker 'Do you know' is used to introduce","Douglas Adams was a British playwright, novelist, and screenwriter. He is best known for his science fiction series 'The Hitchhiker's Guide to the Galaxy'.#DouglasAdams #ScienceFiction #Playwright"
"['<subj>Prose<rel>described by source<obj>Granat_Encyclopedic_Dictionary', '<subj>Granat_Encyclopedic_Dictionary<rel>instance of<obj>Encyclopedic_dictionary']","The Encyclopedic_dictionary described by source Granat_Encyclopedic_Dictionary, instance of Encyclopedic_dictionary, Yani Pehlivanov.","Do you know Yani Pehlivanov? He is a Bulgarian football player! He was born at 14 July 1988.
 Discourse markers: 
- do you know Yani Pehlivanov? (question)
- He is a Bulgarian football player! (emphasized sentence)
- He was born at 14 July 1988. (descriptive sentence)
- Do you know Yani Pehlivanov? (question)
- He is a Bulgarian football player!",Granat_Encyclopedic_Dictionary described by source Granat_Encyclopedic_Dictionary instance of Encyclopedic_dictionary. #Granat_Encyclopedic_Dictionary #Encyclopedic_dictionary #Granat_Encyclopedic_Dictionary
"['<subj>Portugal<rel>continent<obj>Europe', '<subj>Europe<rel>history of topic<obj>History_of_Europe', '<subj>Europe<rel>located in time zone<obj>Kaliningrad_Time', '<subj>Europe<rel>has part<obj>Eastern_Europe', '<subj>Eastern_Europe<rel>has part<obj>Poland']",The continent of Europe is a historical location that has been part of Poland since the time of Poland's independence in 1918.,"Do you know Portugal? Europe has a history of topic History_of_Europe. Europe is located in time zone Kaliningrad_Time. Europe has part Eastern_Europe. Eastern_Europe has part Poland.
 Discourse markers: I, we, he, it, they, this, that, this, that, this, that, this, that, this, that, this, that, this, that, this, that, this, that, this, that, this, that, this",The continent of Europe 🌎 is home to the history of topic of Europe 🏛️. This history of Europe 🏛️ was located in the time zone of Kaliningrad Time ⏰. The time zone of Kaliningrad Time ⏰ is part of the Eastern Europe 🌍. Eastern Europe 🌍 is part of the Poland 🇵🇱. #Europe #HistoryOfEurope #Poland
"['<subj>Jack_Bauer<rel>educated at<obj>University_of_California,_Berkeley', '<subj>Jack_Bauer<rel>educated at<obj>Officer_Candidate_School_(United_States_Army)', '<subj>Jack_Bauer<rel>educated at<obj>University_of_California,_Los_Angeles', '<subj>University_of_California,_Los_Angeles<rel>instance of<obj>Campus']","Jack Bauer, a graduate of the University of California, Berkeley, was educated at Officer Candidate School (United States Army) and graduated from the University of California, Los Angeles.","Do you know Jack Bauer? He is a student at the University of California, Berkeley. He was educated at Officer Candidate School (United States Army). He is also a student at the University of California, Los Angeles. He is an instance of a campus.
 Discourse markers: The speaker is expressing curiosity about Jack Bauer. The speaker is using the phrase ""Do you know"" to ask a question. The speaker is also using the phrase ""He is"" to describe Jack Bauer. The speaker is","Jack Bauer, the renowned actor, attended the University of California, Berkeley. He also studied at Officer Candidate School (United States Army) and graduated from the University of California, Los Angeles. #JackBauer #UCBerkeley #Actor #UCLA"
['<subj>Hydraulic_ram<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary'],"Hydraulic ram, described by source Brockhaus and Efron Encyclopedic Dictionary, is a type of machine that converts the kinetic energy of a fluid into mechanical energy.",Hydraulic_ram <described by source> Brockhaus_and_Efron_Encyclopedic_Dictionary <described by source> Hydraulic_ram <described by source> Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic_ram Hydraulic,Hydraulic ram is a device that converts the kinetic energy of a fluid into mechanical energy. It is commonly used in hydraulic systems to increase the pressure of the fluid. #HydraulicRam #MechanicalEngineering #FluidMechanics
"['<subj>Oslo<rel>country<obj>Norway', '<subj>Norway<rel>emergency phone number<obj>112_(emergency_telephone_number)', '<subj>Norway<rel>office held by head of government<obj>Prime_Minister_of_Norway']","The Prime Minister of Norway, who is currently the head of government, has issued an emergency phone number, 112, for the public to use in case of an emergency. The Prime Minister of Norway is currently the head of government in Norway.",Do you know Oslo? Norway is a country. Norway has an emergency phone number 112_(emergency_telephone_number) and the head of government is Prime_Minister_of_Norway.,"Oslo, Norway is the country where Norway has an emergency phone number 112_(emergency_telephone_number). The head of government of Norway is the Prime_Minister_of_Norway. #Norway #Emergency #Government"
